Prap	DpleGene	MsexGene
NA	DPOGS203377	Msex2.02800
NA	DPOGS203383	Msex2.03682
NA	DPOGS203385	Msex2.03683
NA	DPOGS203386	Msex2.03684
PIERAPT00000007365	DPOGS203399	NA
NA	DPOGS203404	Msex2.08614
NA	DPOGS203405	Msex2.08611
PIERAPT00000024663	DPOGS203412	NA
NA	DPOGS203416	Msex2.00323
PIERAPT00000004731	DPOGS203418	NA
NA	DPOGS203427	Msex2.01862
NA	DPOGS203428	Msex2.01860
NA	DPOGS203431	Msex2.01861
NA	DPOGS203438	Msex2.01949
PIERAPT00000027702	DPOGS203444	NA
NA	DPOGS203450	Msex2.01968
PIERAPT00000023209	DPOGS203451	NA
PIERAPT00000029619	DPOGS203469	NA
NA	DPOGS203480	Msex2.07450
NA	DPOGS203506	Msex2.07473
NA	DPOGS203516	Msex2.04924
PIERAPT00000009899	DPOGS203522	NA
NA	DPOGS203523	Msex2.04915
NA	DPOGS203524	Msex2.04913
NA	DPOGS203531	Msex2.10923
NA	DPOGS203538	Msex2.04904
PIERAPT00000030814	DPOGS203545	NA
NA	DPOGS203557	Msex2.10541
PIERAPT00000035472	DPOGS203575	NA
NA	DPOGS203586	Msex2.05957
PIERAPT00000021244	DPOGS203602	NA
NA	DPOGS203613	Msex2.01157
NA	DPOGS203618	Msex2.01148
NA	DPOGS203620	Msex2.01144
NA	DPOGS203626	Msex2.13998
PIERAPT00000018001	DPOGS203636	NA
PIERAPT00000003199	DPOGS203638	NA
PIERAPT00000032452	DPOGS203648	NA
NA	DPOGS203653	Msex2.07890
PIERAPT00000004066	DPOGS203688	NA
NA	DPOGS203698	Msex2.00204
PIERAPT00000029773	DPOGS203703	NA
NA	DPOGS203707	Msex2.00190
NA	DPOGS203721	Msex2.07017
NA	DPOGS203725	Msex2.07014
NA	DPOGS203738	Msex2.13521
NA	DPOGS203761	Msex2.06574
NA	DPOGS203771	Msex2.09444
PIERAPT00000031635	DPOGS203772	NA
NA	DPOGS203787	Msex2.11546
PIERAPT00000027038	DPOGS203789	NA
NA	DPOGS203803	Msex2.00205
NA	DPOGS203805	Msex2.00209
NA	DPOGS203811	Msex2.00222
NA	DPOGS203812	Msex2.00223
NA	DPOGS203820	Msex2.00240
NA	DPOGS203824	Msex2.09431
NA	DPOGS203830	Msex2.09421
NA	DPOGS203832	Msex2.09417
PIERAPT00000026412	DPOGS203838	NA
NA	DPOGS203840	Msex2.07885
PIERAPT00000026414	DPOGS203841	NA
PIERAPT00000020743	DPOGS203842	NA
PIERAPT00000001364	DPOGS203844	NA
PIERAPT00000020828	DPOGS203855	NA
NA	DPOGS203864	Msex2.02544
NA	DPOGS203872	Msex2.12884
PIERAPT00000029755	DPOGS203876	NA
PIERAPT00000029459	DPOGS203885	NA
PIERAPT00000022888	DPOGS203887	NA
PIERAPT00000003334	DPOGS203899	NA
NA	DPOGS203900	Msex2.02060
NA	DPOGS203906	Msex2.02080
PIERAPT00000030762	DPOGS203928	NA
PIERAPT00000035364	DPOGS203933	NA
PIERAPT00000017739	DPOGS203939	NA
PIERAPT00000016978	DPOGS203949	NA
PIERAPT00000020615	DPOGS203950	NA
NA	DPOGS203970	Msex2.13874
PIERAPT00000022176	DPOGS203971	NA
NA	DPOGS203975	Msex2.09120
PIERAPT00000021554	DPOGS203977	NA
PIERAPT00000024023	DPOGS203980	NA
PIERAPT00000005106	DPOGS203983	NA
NA	DPOGS203987	Msex2.02070
NA	DPOGS203991	Msex2.02064
NA	DPOGS203992	Msex2.02062
PIERAPT00000019243	DPOGS203997	NA
NA	DPOGS204001	Msex2.14395
NA	DPOGS204014	Msex2.07912
NA	DPOGS204027	Msex2.00857
NA	DPOGS204034	Msex2.00861
NA	DPOGS204045	Msex2.07770
NA	DPOGS204046	Msex2.07768
NA	DPOGS204049	Msex2.07777
NA	DPOGS204051	Msex2.07913
PIERAPT00000001671	DPOGS204063	NA
NA	DPOGS204064	Msex2.08042
NA	DPOGS204069	Msex2.08040
NA	DPOGS204075	Msex2.13421
PIERAPT00000000078	DPOGS204081	NA
NA	DPOGS204117	Msex2.00767
NA	DPOGS204120	Msex2.00771
NA	DPOGS204123	Msex2.00777
NA	DPOGS204125	Msex2.00774
NA	DPOGS204126	Msex2.00772
NA	DPOGS204139	Msex2.12126
NA	DPOGS204157	Msex2.11732
NA	DPOGS204160	Msex2.14024
NA	DPOGS204162	Msex2.11002
NA	DPOGS204171	Msex2.10752
NA	DPOGS204173	Msex2.12442
PIERAPT00000015263	DPOGS204175	NA
PIERAPT00000008933	DPOGS204184	NA
NA	DPOGS204190	Msex2.12331
PIERAPT00000034469	DPOGS204193	NA
PIERAPT00000005696	DPOGS204194	NA
NA	DPOGS204197	Msex2.13038
NA	DPOGS204199	Msex2.11740
NA	DPOGS204208	Msex2.13598
PIERAPT00000008751	DPOGS204213	NA
PIERAPT00000032381	DPOGS204214	NA
PIERAPT00000012779	DPOGS204225	NA
PIERAPT00000005127	DPOGS204235	NA
PIERAPT00000016953	DPOGS204239	NA
NA	DPOGS204245	Msex2.06232
PIERAPT00000024759	DPOGS204247	NA
NA	DPOGS204250	Msex2.06242
PIERAPT00000027966	DPOGS204251	NA
PIERAPT00000008341	DPOGS204253	NA
NA	DPOGS204254	Msex2.06247
NA	DPOGS204265	Msex2.07050
NA	DPOGS204271	Msex2.07039
NA	DPOGS204275	Msex2.07030
PIERAPT00000011193	DPOGS204278	NA
NA	DPOGS204284	Msex2.07047
PIERAPT00000024138	DPOGS204288	NA
PIERAPT00000018758	DPOGS204303	NA
NA	DPOGS204308	Msex2.06212
NA	DPOGS204311	Msex2.06203
PIERAPT00000002097	DPOGS204314	NA
NA	DPOGS204320	Msex2.14673
NA	DPOGS204324	Msex2.02709
PIERAPT00000028375	DPOGS204348	NA
NA	DPOGS204352	Msex2.02720
NA	DPOGS204374	Msex2.14037
PIERAPT00000032153	DPOGS204375	NA
PIERAPT00000032330	DPOGS204378	NA
NA	DPOGS204383	Msex2.13652
NA	DPOGS204389	Msex2.03309
NA	DPOGS204392	Msex2.03318
PIERAPT00000017860	DPOGS204405	NA
NA	DPOGS204409	Msex2.06834
PIERAPT00000012072	DPOGS204420	NA
NA	DPOGS204424	Msex2.06858
PIERAPT00000022742	DPOGS204427	NA
NA	DPOGS204438	Msex2.04267
NA	DPOGS204440	Msex2.04273
NA	DPOGS204458	Msex2.06867
NA	DPOGS204461	Msex2.06863
NA	DPOGS204468	Msex2.06849
NA	DPOGS204469	Msex2.06846
NA	DPOGS204471	Msex2.06843
NA	DPOGS204473	Msex2.06840
PIERAPT00000023829	DPOGS204490	NA
PIERAPT00000017487	DPOGS204493	NA
NA	DPOGS204500	Msex2.03310
NA	DPOGS204504	Msex2.03299
NA	DPOGS204517	Msex2.05722
NA	DPOGS204519	Msex2.05719
NA	DPOGS204520	Msex2.05716
NA	DPOGS204522	Msex2.09375
NA	DPOGS204526	Msex2.09385
PIERAPT00000023853	DPOGS204536	NA
PIERAPT00000028939	DPOGS204543	NA
NA	DPOGS204546	Msex2.08827
NA	DPOGS204568	Msex2.02514
NA	DPOGS204570	Msex2.02517
NA	DPOGS204574	Msex2.09071
NA	DPOGS204586	Msex2.02528
NA	DPOGS204599	Msex2.10729
NA	DPOGS204601	Msex2.11806
NA	DPOGS204615	Msex2.07171
NA	DPOGS204619	Msex2.12750
PIERAPT00000012206	DPOGS204623	NA
NA	DPOGS204626	Msex2.04154
PIERAPT00000034264	DPOGS204660	NA
NA	DPOGS204661	Msex2.03449
PIERAPT00000021119	DPOGS204662	NA
NA	DPOGS204665	Msex2.10256
NA	DPOGS204667	Msex2.10258
PIERAPT00000030249	DPOGS204671	NA
NA	DPOGS204677	Msex2.09305
PIERAPT00000013485	DPOGS204690	NA
PIERAPT00000007900	DPOGS204691	NA
NA	DPOGS204695	Msex2.03446
NA	DPOGS204696	Msex2.03443
NA	DPOGS204698	Msex2.03439
PIERAPT00000029581	DPOGS204700	NA
PIERAPT00000001561	DPOGS204704	NA
NA	DPOGS204706	Msex2.03435
NA	DPOGS204716	Msex2.08453
PIERAPT00000004671	DPOGS204720	NA
PIERAPT00000002923	DPOGS204721	NA
NA	DPOGS204724	Msex2.09747
NA	DPOGS204726	Msex2.09745
NA	DPOGS204727	Msex2.09743
NA	DPOGS204753	Msex2.09137
NA	DPOGS204754	Msex2.09140
NA	DPOGS204762	Msex2.09147
NA	DPOGS204771	Msex2.09135
NA	DPOGS204777	Msex2.03985
NA	DPOGS204782	Msex2.03998
PIERAPT00000010571	DPOGS204783	NA
NA	DPOGS204787	Msex2.04142
PIERAPT00000011104	DPOGS204797	NA
NA	DPOGS204802	Msex2.05804
NA	DPOGS204823	Msex2.02481
PIERAPT00000005430	DPOGS204827	NA
PIERAPT00000011946	DPOGS204830	NA
PIERAPT00000019260	DPOGS204831	NA
NA	DPOGS204851	Msex2.01043
PIERAPT00000004254	DPOGS204852	NA
NA	DPOGS204855	Msex2.01052
NA	DPOGS204861	Msex2.12004
PIERAPT00000016572	DPOGS204878	NA
NA	DPOGS204879	Msex2.01090
PIERAPT00000004048	DPOGS204883	NA
NA	DPOGS204889	Msex2.01089
PIERAPT00000034071	DPOGS204891	NA
NA	DPOGS204893	Msex2.01080
PIERAPT00000024145	DPOGS204897	NA
NA	DPOGS204898	Msex2.01072
NA	DPOGS204899	Msex2.01068
NA	DPOGS204901	Msex2.01064
NA	DPOGS204902	Msex2.01063
NA	DPOGS204913	Msex2.14171
PIERAPT00000025041	DPOGS204915	NA
PIERAPT00000020578	DPOGS204921	NA
PIERAPT00000003735	DPOGS204923	NA
NA	DPOGS204931	Msex2.00107
NA	DPOGS204941	Msex2.00122
NA	DPOGS204943	Msex2.00113
PIERAPT00000034074	DPOGS204944	NA
PIERAPT00000019593	DPOGS204947	NA
PIERAPT00000024175	DPOGS204948	NA
NA	DPOGS204961	Msex2.01936
NA	DPOGS204965	Msex2.01930
NA	DPOGS204966	Msex2.01929
NA	DPOGS204974	Msex2.08283
NA	DPOGS204980	Msex2.08270
PIERAPT00000033636	DPOGS204984	NA
NA	DPOGS204989	Msex2.08261
NA	DPOGS205001	Msex2.08286
NA	DPOGS205004	Msex2.08290
NA	DPOGS205031	Msex2.10364
NA	DPOGS205033	Msex2.10367
PIERAPT00000001077	DPOGS205045	NA
NA	DPOGS205051	Msex2.05002
NA	DPOGS205059	Msex2.04988
PIERAPT00000009567	DPOGS205068	NA
PIERAPT00000015637	DPOGS205069	NA
PIERAPT00000021470	DPOGS205074	NA
NA	DPOGS205092	Msex2.04985
NA	DPOGS205093	Msex2.04987
NA	DPOGS205104	Msex2.09852
NA	DPOGS205108	Msex2.08136
PIERAPT00000008901	DPOGS205110	NA
NA	DPOGS205112	Msex2.08126
NA	DPOGS205113	Msex2.08123
PIERAPT00000026064	DPOGS205131	NA
NA	DPOGS205135	Msex2.09927
NA	DPOGS205136	Msex2.13701
NA	DPOGS205139	Msex2.10492
PIERAPT00000033843	DPOGS205142	NA
NA	DPOGS205145	Msex2.12247
PIERAPT00000033082	DPOGS205157	NA
NA	DPOGS205165	Msex2.04199
NA	DPOGS205168	Msex2.04203
NA	DPOGS205174	Msex2.04208
PIERAPT00000002124	DPOGS205175	NA
PIERAPT00000016580	DPOGS205178	NA
NA	DPOGS205182	Msex2.04198
NA	DPOGS205183	Msex2.04197
NA	DPOGS205190	Msex2.10669
PIERAPT00000003571	DPOGS205212	NA
NA	DPOGS205215	Msex2.14507
PIERAPT00000003940	DPOGS205222	NA
NA	DPOGS205225	Msex2.14321
NA	DPOGS205242	Msex2.10673
PIERAPT00000018430	DPOGS205261	NA
PIERAPT00000004267	DPOGS205268	NA
NA	DPOGS205279	Msex2.03960
NA	DPOGS205296	Msex2.15321
NA	DPOGS205311	Msex2.11472
NA	DPOGS205315	Msex2.12223
NA	DPOGS205321	Msex2.12222
PIERAPT00000016299	DPOGS205327	NA
NA	DPOGS205355	Msex2.02982
NA	DPOGS205356	Msex2.02980
PIERAPT00000013402	DPOGS205367	NA
NA	DPOGS205371	Msex2.10677
PIERAPT00000013812	DPOGS205390	NA
NA	DPOGS205391	Msex2.02845
PIERAPT00000028284	DPOGS205393	NA
PIERAPT00000001621	DPOGS205404	NA
NA	DPOGS205406	Msex2.06941
NA	DPOGS205409	Msex2.11757
NA	DPOGS205422	Msex2.02847
NA	DPOGS205424	Msex2.14457
NA	DPOGS205425	Msex2.10960
NA	DPOGS205428	Msex2.10961
NA	DPOGS205441	Msex2.03521
PIERAPT00000021021	DPOGS205443	NA
NA	DPOGS205453	Msex2.11420
NA	DPOGS205464	Msex2.11842
PIERAPT00000017727	DPOGS205465	NA
PIERAPT00000025326	DPOGS205470	NA
PIERAPT00000025998	DPOGS205472	NA
NA	DPOGS205473	Msex2.07374
NA	DPOGS205480	Msex2.08452
NA	DPOGS205486	Msex2.08445
NA	DPOGS205503	Msex2.09604
PIERAPT00000018453	DPOGS205505	NA
PIERAPT00000007821	DPOGS205508	NA
PIERAPT00000011227	DPOGS205515	NA
PIERAPT00000034987	DPOGS205517	NA
PIERAPT00000008430	DPOGS205522	NA
NA	DPOGS205523	Msex2.13695
PIERAPT00000000205	DPOGS205524	NA
PIERAPT00000024569	DPOGS205525	NA
PIERAPT00000019711	DPOGS205530	NA
NA	DPOGS205537	Msex2.09597
NA	DPOGS205547	Msex2.00975
NA	DPOGS205557	Msex2.02882
NA	DPOGS205570	Msex2.02883
NA	DPOGS205579	Msex2.02539
PIERAPT00000022925	DPOGS205580	NA
PIERAPT00000000134	DPOGS205604	NA
NA	DPOGS205610	Msex2.11341
PIERAPT00000029618	DPOGS205619	NA
NA	DPOGS205620	Msex2.07978
PIERAPT00000018272	DPOGS205622	NA
PIERAPT00000017768	DPOGS205625	NA
PIERAPT00000001382	DPOGS205626	NA
NA	DPOGS205636	Msex2.05638
NA	DPOGS205637	Msex2.05639
NA	DPOGS205642	Msex2.05650
PIERAPT00000030690	DPOGS205646	NA
NA	DPOGS205647	Msex2.09851
NA	DPOGS205650	Msex2.05647
NA	DPOGS205653	Msex2.05644
NA	DPOGS205660	Msex2.05631
NA	DPOGS205667	Msex2.06284
NA	DPOGS205673	Msex2.07980
PIERAPT00000006584	DPOGS205683	NA
PIERAPT00000007924	DPOGS205690	NA
PIERAPT00000022367	DPOGS205694	NA
NA	DPOGS205699	Msex2.15175
NA	DPOGS205708	Msex2.08627
PIERAPT00000006259	DPOGS205720	NA
NA	DPOGS205730	Msex2.05341
NA	DPOGS205739	Msex2.05342
NA	DPOGS205742	Msex2.05330
PIERAPT00000007350	DPOGS205758	NA
PIERAPT00000003982	DPOGS205786	NA
NA	DPOGS205808	Msex2.14203
NA	DPOGS205809	Msex2.02661
NA	DPOGS205812	Msex2.02663
NA	DPOGS205816	Msex2.14475
NA	DPOGS205824	Msex2.01427
NA	DPOGS205826	Msex2.11104
PIERAPT00000007033	DPOGS205827	NA
NA	DPOGS205829	Msex2.12575
PIERAPT00000031762	DPOGS205833	NA
NA	DPOGS205834	Msex2.09987
PIERAPT00000000967	DPOGS205838	NA
PIERAPT00000010793	DPOGS205839	NA
PIERAPT00000015299	DPOGS205842	NA
PIERAPT00000032131	DPOGS205844	NA
PIERAPT00000023871	DPOGS205846	NA
PIERAPT00000030107	DPOGS205852	NA
PIERAPT00000012314	DPOGS205861	NA
NA	DPOGS205863	Msex2.12511
NA	DPOGS205868	Msex2.11211
NA	DPOGS205871	Msex2.11216
NA	DPOGS205874	Msex2.00790
NA	DPOGS205888	Msex2.05302
PIERAPT00000002738	DPOGS205893	NA
NA	DPOGS205898	Msex2.05314
NA	DPOGS205901	Msex2.05322
NA	DPOGS205902	Msex2.05323
PIERAPT00000016281	DPOGS205906	NA
NA	DPOGS205908	Msex2.01163
NA	DPOGS205925	Msex2.12395
NA	DPOGS205942	Msex2.04482
NA	DPOGS205944	Msex2.12082
PIERAPT00000031292	DPOGS205955	NA
NA	DPOGS205964	Msex2.13755
PIERAPT00000013164	DPOGS205976	NA
NA	DPOGS205983	Msex2.10560
NA	DPOGS205985	Msex2.10564
PIERAPT00000021042	DPOGS205990	NA
PIERAPT00000012746	DPOGS205991	NA
PIERAPT00000031221	DPOGS205995	NA
PIERAPT00000003880	DPOGS205996	NA
PIERAPT00000021986	DPOGS206003	NA
NA	DPOGS206004	Msex2.11609
PIERAPT00000010371	DPOGS206005	NA
PIERAPT00000013362	DPOGS206036	NA
NA	DPOGS206038	Msex2.04784
NA	DPOGS206052	Msex2.09113
NA	DPOGS206072	Msex2.09197
NA	DPOGS206074	Msex2.09193
NA	DPOGS206091	Msex2.04960
NA	DPOGS206093	Msex2.09174
NA	DPOGS206096	Msex2.09179
NA	DPOGS206097	Msex2.09180
NA	DPOGS206098	Msex2.09181
NA	DPOGS206100	Msex2.09186
NA	DPOGS206101	Msex2.09187
NA	DPOGS206106	Msex2.10014
NA	DPOGS206107	Msex2.10015
NA	DPOGS206113	Msex2.01253
PIERAPT00000002146	DPOGS206121	NA
NA	DPOGS206128	Msex2.09111
PIERAPT00000021531	DPOGS206129	NA
NA	DPOGS206136	Msex2.09109
NA	DPOGS206137	Msex2.09094
NA	DPOGS206138	Msex2.09093
NA	DPOGS206157	Msex2.08959
PIERAPT00000034163	DPOGS206161	NA
NA	DPOGS206169	Msex2.10001
PIERAPT00000016476	DPOGS206180	NA
NA	DPOGS206193	Msex2.13590
PIERAPT00000001172	DPOGS206202	NA
PIERAPT00000030809	DPOGS206212	NA
NA	DPOGS206217	Msex2.03861
NA	DPOGS206231	Msex2.02115
NA	DPOGS206234	Msex2.03868
NA	DPOGS206236	Msex2.03859
NA	DPOGS206247	Msex2.10956
NA	DPOGS206248	Msex2.10957
NA	DPOGS206253	Msex2.00729
NA	DPOGS206258	Msex2.00728
NA	DPOGS206265	Msex2.08059
NA	DPOGS206270	Msex2.08055
NA	DPOGS206278	Msex2.05813
NA	DPOGS206290	Msex2.08060
PIERAPT00000023898	DPOGS206298	NA
NA	DPOGS206300	Msex2.08670
NA	DPOGS206321	Msex2.00088
NA	DPOGS206326	Msex2.00094
NA	DPOGS206331	Msex2.00101
PIERAPT00000028390	DPOGS206343	NA
NA	DPOGS206344	Msex2.04745
NA	DPOGS206349	Msex2.04739
NA	DPOGS206384	Msex2.12027
NA	DPOGS206386	Msex2.00967
PIERAPT00000006677	DPOGS206394	NA
NA	DPOGS206399	Msex2.00950
NA	DPOGS206404	Msex2.00944
PIERAPT00000006364	DPOGS206408	NA
NA	DPOGS206417	Msex2.04237
PIERAPT00000010841	DPOGS206423	NA
NA	DPOGS206428	Msex2.06272
PIERAPT00000029668	DPOGS206433	NA
NA	DPOGS206442	Msex2.08986
PIERAPT00000026779	DPOGS206450	NA
NA	DPOGS206458	Msex2.01901
PIERAPT00000013333	DPOGS206464	NA
NA	DPOGS206470	Msex2.00159
NA	DPOGS206473	Msex2.00162
PIERAPT00000025414	DPOGS206475	NA
NA	DPOGS206479	Msex2.01844
PIERAPT00000029440	DPOGS206490	NA
PIERAPT00000019498	DPOGS206494	NA
NA	DPOGS206496	Msex2.07953
PIERAPT00000032324	DPOGS206512	NA
NA	DPOGS206527	Msex2.07137
PIERAPT00000017369	DPOGS206532	NA
NA	DPOGS206537	Msex2.07149
NA	DPOGS206541	Msex2.07157
NA	DPOGS206546	Msex2.07151
PIERAPT00000033454	DPOGS206548	NA
PIERAPT00000024256	DPOGS206552	NA
NA	DPOGS206553	Msex2.07140
NA	DPOGS206561	Msex2.10120
PIERAPT00000032624	DPOGS206564	NA
PIERAPT00000030903	DPOGS206566	NA
NA	DPOGS206569	Msex2.12728
NA	DPOGS206570	Msex2.12249
NA	DPOGS206573	Msex2.06277
NA	DPOGS206574	Msex2.06278
NA	DPOGS206579	Msex2.12248
NA	DPOGS206580	Msex2.12729
PIERAPT00000015370	DPOGS206581	NA
NA	DPOGS206584	Msex2.14076
PIERAPT00000020703	DPOGS206586	NA
PIERAPT00000019876	DPOGS206596	NA
NA	DPOGS206600	Msex2.01210
NA	DPOGS206603	Msex2.12843
PIERAPT00000008246	DPOGS206607	NA
NA	DPOGS206610	Msex2.05203
PIERAPT00000018257	DPOGS206611	NA
NA	DPOGS206630	Msex2.00520
PIERAPT00000008722	DPOGS206631	NA
NA	DPOGS206634	Msex2.00515
PIERAPT00000005328	DPOGS206636	NA
NA	DPOGS206643	Msex2.00506
NA	DPOGS206647	Msex2.00498
NA	DPOGS206648	Msex2.00496
NA	DPOGS206650	Msex2.00493
PIERAPT00000027308	DPOGS206662	NA
NA	DPOGS206669	Msex2.00516
NA	DPOGS206676	Msex2.05189
PIERAPT00000021270	DPOGS206681	NA
NA	DPOGS206683	Msex2.05202
PIERAPT00000008641	DPOGS206684	NA
NA	DPOGS206690	Msex2.12845
NA	DPOGS206696	Msex2.08436
NA	DPOGS206697	Msex2.01205
NA	DPOGS206698	Msex2.01203
PIERAPT00000027712	DPOGS206699	NA
NA	DPOGS206721	Msex2.04492
NA	DPOGS206730	Msex2.04486
NA	DPOGS206731	Msex2.04485
NA	DPOGS206735	Msex2.02165
PIERAPT00000032030	DPOGS206736	NA
PIERAPT00000024805	DPOGS206743	NA
NA	DPOGS206746	Msex2.03845
NA	DPOGS206749	Msex2.03842
NA	DPOGS206750	Msex2.03841
PIERAPT00000011211	DPOGS206762	NA
NA	DPOGS206764	Msex2.02162
PIERAPT00000029242	DPOGS206808	NA
NA	DPOGS206809	Msex2.09458
NA	DPOGS206810	Msex2.09394
NA	DPOGS206814	Msex2.09896
NA	DPOGS206822	Msex2.09208
NA	DPOGS206838	Msex2.01588
NA	DPOGS206840	Msex2.01585
PIERAPT00000024803	DPOGS206848	NA
NA	DPOGS206856	Msex2.01554
NA	DPOGS206866	Msex2.13577
NA	DPOGS206867	Msex2.13575
NA	DPOGS206868	Msex2.13574
PIERAPT00000027281	DPOGS206871	NA
PIERAPT00000029281	DPOGS206873	NA
PIERAPT00000021055	DPOGS206875	NA
PIERAPT00000012969	DPOGS206877	NA
NA	DPOGS206883	Msex2.07452
NA	DPOGS206891	Msex2.03635
PIERAPT00000020801	DPOGS206904	NA
NA	DPOGS206926	Msex2.05058
NA	DPOGS206933	Msex2.05074
PIERAPT00000016367	DPOGS206942	NA
NA	DPOGS206945	Msex2.08026
NA	DPOGS206947	Msex2.04452
NA	DPOGS206949	Msex2.01530
NA	DPOGS206951	Msex2.01536
NA	DPOGS206955	Msex2.01543
NA	DPOGS206964	Msex2.12779
NA	DPOGS206977	Msex2.04450
NA	DPOGS206980	Msex2.08022
NA	DPOGS206986	Msex2.10642
NA	DPOGS206987	Msex2.10643
NA	DPOGS206990	Msex2.09169
PIERAPT00000025711	DPOGS206991	NA
NA	DPOGS206994	Msex2.05090
PIERAPT00000014945	DPOGS206999	NA
NA	DPOGS207001	Msex2.05080
NA	DPOGS207004	Msex2.05075
PIERAPT00000004211	DPOGS207022	NA
NA	DPOGS207027	Msex2.03602
NA	DPOGS207030	Msex2.03609
NA	DPOGS207032	Msex2.03613
NA	DPOGS207037	Msex2.03618
NA	DPOGS207046	Msex2.03637
NA	DPOGS207049	Msex2.03645
PIERAPT00000030854	DPOGS207050	NA
NA	DPOGS207063	Msex2.11373
PIERAPT00000014896	DPOGS207066	NA
PIERAPT00000006608	DPOGS207068	NA
PIERAPT00000008400	DPOGS207073	NA
NA	DPOGS207080	Msex2.13649
PIERAPT00000033689	DPOGS207083	NA
NA	DPOGS207089	Msex2.03594
NA	DPOGS207108	Msex2.01587
PIERAPT00000016705	DPOGS207112	NA
PIERAPT00000012139	DPOGS207116	NA
PIERAPT00000016521	DPOGS207127	NA
PIERAPT00000003691	DPOGS207128	NA
NA	DPOGS207131	Msex2.09206
NA	DPOGS207135	Msex2.09889
PIERAPT00000016980	DPOGS207144	NA
NA	DPOGS207150	Msex2.09951
NA	DPOGS207156	Msex2.01384
NA	DPOGS207158	Msex2.01391
NA	DPOGS207171	Msex2.11394
PIERAPT00000030217	DPOGS207197	NA
PIERAPT00000019513	DPOGS207208	NA
NA	DPOGS207212	Msex2.04695
NA	DPOGS207215	Msex2.04693
NA	DPOGS207219	Msex2.04686
NA	DPOGS207222	Msex2.04683
NA	DPOGS207224	Msex2.10683
NA	DPOGS207227	Msex2.10680
NA	DPOGS207232	Msex2.13785
PIERAPT00000032905	DPOGS207235	NA
PIERAPT00000030669	DPOGS207236	NA
NA	DPOGS207243	Msex2.05520
NA	DPOGS207250	Msex2.11699
NA	DPOGS207257	Msex2.06142
NA	DPOGS207259	Msex2.06140
NA	DPOGS207260	Msex2.06138
NA	DPOGS207271	Msex2.01028
PIERAPT00000018795	DPOGS207274	NA
NA	DPOGS207278	Msex2.01040
PIERAPT00000000490	DPOGS207279	NA
PIERAPT00000033805	DPOGS207280	NA
NA	DPOGS207281	Msex2.01036
NA	DPOGS207285	Msex2.01031
NA	DPOGS207286	Msex2.01026
PIERAPT00000003506	DPOGS207296	NA
NA	DPOGS207300	Msex2.07124
NA	DPOGS207318	Msex2.10169
NA	DPOGS207322	Msex2.02760
PIERAPT00000023986	DPOGS207330	NA
PIERAPT00000020645	DPOGS207331	NA
PIERAPT00000008638	DPOGS207335	NA
PIERAPT00000006999	DPOGS207340	NA
PIERAPT00000030597	DPOGS207341	NA
NA	DPOGS207347	Msex2.14361
PIERAPT00000009444	DPOGS207348	NA
PIERAPT00000004289	DPOGS207352	NA
NA	DPOGS207364	Msex2.02757
NA	DPOGS207365	Msex2.02756
NA	DPOGS207370	Msex2.01628
NA	DPOGS207374	Msex2.01644
NA	DPOGS207381	Msex2.01649
PIERAPT00000006107	DPOGS207384	NA
NA	DPOGS207388	Msex2.01640
NA	DPOGS207389	Msex2.01638
NA	DPOGS207394	Msex2.01632
NA	DPOGS207404	Msex2.01441
NA	DPOGS207436	Msex2.08230
NA	DPOGS207437	Msex2.08231
PIERAPT00000014384	DPOGS207470	NA
PIERAPT00000032842	DPOGS207471	NA
NA	DPOGS207476	Msex2.08842
PIERAPT00000030588	DPOGS207478	NA
PIERAPT00000028788	DPOGS207480	NA
NA	DPOGS207483	Msex2.13102
PIERAPT00000012143	DPOGS207487	NA
PIERAPT00000031373	DPOGS207490	NA
NA	DPOGS207491	Msex2.14672
NA	DPOGS207495	Msex2.08234
NA	DPOGS207499	Msex2.06374
PIERAPT00000023622	DPOGS207500	NA
NA	DPOGS207502	Msex2.06368
NA	DPOGS207506	Msex2.05213
NA	DPOGS207519	Msex2.05230
NA	DPOGS207525	Msex2.05225
PIERAPT00000025819	DPOGS207526	NA
NA	DPOGS207528	Msex2.05220
NA	DPOGS207529	Msex2.05216
NA	DPOGS207533	Msex2.06367
NA	DPOGS207536	Msex2.06373
NA	DPOGS207548	Msex2.13542
NA	DPOGS207551	Msex2.08075
NA	DPOGS207554	Msex2.08081
NA	DPOGS207559	Msex2.06114
NA	DPOGS207576	Msex2.04941
NA	DPOGS207577	Msex2.10817
NA	DPOGS207587	Msex2.08080
NA	DPOGS207591	Msex2.08076
NA	DPOGS207592	Msex2.08074
PIERAPT00000020121	DPOGS207594	NA
NA	DPOGS207602	Msex2.04381
NA	DPOGS207606	Msex2.04378
NA	DPOGS207609	Msex2.00558
NA	DPOGS207613	Msex2.00554
NA	DPOGS207619	Msex2.02042
PIERAPT00000012001	DPOGS207626	NA
PIERAPT00000032550	DPOGS207634	NA
NA	DPOGS207636	Msex2.02051
PIERAPT00000028817	DPOGS207640	NA
NA	DPOGS207655	Msex2.04826
PIERAPT00000025885	DPOGS207656	NA
NA	DPOGS207661	Msex2.10772
NA	DPOGS207664	Msex2.04829
PIERAPT00000028156	DPOGS207669	NA
PIERAPT00000013967	DPOGS207671	NA
PIERAPT00000000491	DPOGS207678	NA
NA	DPOGS207680	Msex2.02769
PIERAPT00000017306	DPOGS207681	NA
