Prap	DpleGene	MsexGene
PIERAPT00000003082	DPOGS207409	Msex2.01432
PIERAPT00000011550	DPOGS208313	Msex2.11859
PIERAPT00000001740	DPOGS208385	Msex2.01405
PIERAPT00000028240	DPOGS208959	Msex2.08012
PIERAPT00000033974	DPOGS209890	Msex2.10696
PIERAPT00000017308	DPOGS210114	Msex2.13902
PIERAPT00000010175	DPOGS210276	Msex2.09836
PIERAPT00000026880	DPOGS210620	Msex2.03047
PIERAPT00000017351	DPOGS210812	Msex2.04643
PIERAPT00000019957	DPOGS212026	Msex2.06093
PIERAPT00000010952	DPOGS213010	Msex2.05514
PIERAPT00000025149	DPOGS213276	Msex2.06455
PIERAPT00000030262	DPOGS213541	Msex2.02368
PIERAPT00000028249	DPOGS214099	Msex2.02024
PIERAPT00000006787	DPOGS214168	Msex2.03152
PIERAPT00000015416	DPOGS214269	Msex2.02001
PIERAPT00000029704	DPOGS214524	Msex2.00353
PIERAPT00000032221	DPOGS215731	Msex2.03734
PIERAPT00000032752	DPOGS200174	Msex2.01020
PIERAPT00000011597	DPOGS200390	Msex2.01770
PIERAPT00000029708	DPOGS200792	Msex2.13149
PIERAPT00000019847	DPOGS201222	Msex2.11596
PIERAPT00000006838	DPOGS202985	Msex2.06588
PIERAPT00000017624	DPOGS203406	Msex2.08609
PIERAPT00000030103	DPOGS203817	Msex2.00234
PIERAPT00000011709	DPOGS204541	Msex2.08829
PIERAPT00000015717	DPOGS205202	Msex2.09814
PIERAPT00000007237	DPOGS205287	Msex2.03955
PIERAPT00000023350	DPOGS205831	Msex2.12055
PIERAPT00000006985	DPOGS205975	Msex2.10565
PIERAPT00000015868	DPOGS206348	Msex2.04741
PIERAPT00000026486	DPOGS207074	Msex2.10181
PIERAPT00000016811	DPOGS207090	Msex2.03595
PIERAPT00000034138	DPOGS207160	Msex2.01388
PIERAPT00000035374	DPOGS207503	Msex2.06366
PIERAPT00000019254	DPOGS208845	Msex2.10247
PIERAPT00000010275	DPOGS209219	Msex2.04009
PIERAPT00000024383	DPOGS209968	Msex2.07317
PIERAPT00000008876	DPOGS210310	Msex2.10902
PIERAPT00000005392	DPOGS210460	Msex2.08529
PIERAPT00000014144	DPOGS210588	Msex2.03044
PIERAPT00000014037	DPOGS211439	Msex2.01990
PIERAPT00000019920	DPOGS211717	Msex2.01493
PIERAPT00000031783	DPOGS211778	Msex2.08876
PIERAPT00000002902	DPOGS213518	Msex2.02411
PIERAPT00000017609	DPOGS215048	Msex2.03560
PIERAPT00000029967	DPOGS215275	Msex2.03391
PIERAPT00000026332	DPOGS215759	Msex2.05439
PIERAPT00000014504	DPOGS201670	Msex2.01879
PIERAPT00000013617	DPOGS201939	Msex2.03479
PIERAPT00000021065	DPOGS202330	Msex2.08111
PIERAPT00000029483	DPOGS203541	Msex2.04909
PIERAPT00000021490	DPOGS203937	Msex2.01372
PIERAPT00000019051	DPOGS204669	Msex2.10262
PIERAPT00000024969	DPOGS205270	Msex2.07385
PIERAPT00000017761	DPOGS205571	Msex2.02886
PIERAPT00000030022	DPOGS206261	Msex2.08049
PIERAPT00000035717	DPOGS206604	Msex2.12846
PIERAPT00000021173	DPOGS206672	Msex2.00525
PIERAPT00000028877	DPOGS207549	Msex2.08068
PIERAPT00000018593	DPOGS207550	Msex2.08071
PIERAPT00000030939	DPOGS208377	Msex2.09227
PIERAPT00000008584	DPOGS208425	Msex2.08781
PIERAPT00000011246	DPOGS208434	Msex2.04439
PIERAPT00000003764	DPOGS208456	Msex2.01697
PIERAPT00000013204	DPOGS208818	Msex2.04882
PIERAPT00000014893	DPOGS209015	Msex2.00698
PIERAPT00000035078	DPOGS209069	Msex2.03220
PIERAPT00000005543	DPOGS209922	Msex2.11432
PIERAPT00000013748	DPOGS210426	Msex2.08511
PIERAPT00000009105	DPOGS210823	Msex2.06432
PIERAPT00000018899	DPOGS210838	Msex2.09690
PIERAPT00000002193	DPOGS211876	Msex2.06823
PIERAPT00000010844	DPOGS212313	Msex2.11585
PIERAPT00000012303	DPOGS213644	Msex2.03662
PIERAPT00000034382	DPOGS213875	Msex2.04243
PIERAPT00000026397	DPOGS214262	Msex2.10477
PIERAPT00000029643	DPOGS216032	Msex2.01659
PIERAPT00000005683	DPOGS200261	Msex2.03566
PIERAPT00000015783	DPOGS200454	Msex2.10434
PIERAPT00000003657	DPOGS201088	Msex2.06458
PIERAPT00000006103	DPOGS201308	Msex2.09215
PIERAPT00000028957	DPOGS202223	Msex2.07709
PIERAPT00000005568	DPOGS202561	Msex2.04901
PIERAPT00000021058	DPOGS204100	Msex2.12124
PIERAPT00000015701	DPOGS204351	Msex2.02717
PIERAPT00000018122	DPOGS204423	Msex2.06856
PIERAPT00000010083	DPOGS204687	Msex2.09307
PIERAPT00000017006	DPOGS205054	Msex2.04997
PIERAPT00000007657	DPOGS205179	Msex2.04204
PIERAPT00000014732	DPOGS205285	Msex2.03958
PIERAPT00000024545	DPOGS206045	Msex2.05990
PIERAPT00000015239	DPOGS206937	Msex2.04453
PIERAPT00000035633	DPOGS207193	Msex2.03421
PIERAPT00000032903	DPOGS207780	Msex2.08821
PIERAPT00000032739	DPOGS208166	Msex2.01823
PIERAPT00000027849	DPOGS208298	Msex2.00822
PIERAPT00000013517	DPOGS208880	Msex2.00622
PIERAPT00000029271	DPOGS209052	Msex2.03249
PIERAPT00000027980	DPOGS210307	Msex2.09993
PIERAPT00000001392	DPOGS210372	Msex2.10302
PIERAPT00000022776	DPOGS210951	Msex2.00609
PIERAPT00000003413	DPOGS211253	Msex2.01857
PIERAPT00000034441	DPOGS212860	Msex2.00888
PIERAPT00000021357	DPOGS213805	Msex2.01278
PIERAPT00000011310	DPOGS213816	Msex2.01292
PIERAPT00000027037	DPOGS213913	Msex2.04223
PIERAPT00000010216	DPOGS214577	Msex2.11020
PIERAPT00000028946	DPOGS214582	Msex2.11013
PIERAPT00000005940	DPOGS215861	Msex2.03095
PIERAPT00000034894	DPOGS200241	Msex2.13246
PIERAPT00000001714	DPOGS200591	Msex2.04048
PIERAPT00000025419	DPOGS200844	Msex2.07788
PIERAPT00000019258	DPOGS200873	Msex2.06676
PIERAPT00000005053	DPOGS200973	Msex2.00318
PIERAPT00000012737	DPOGS201295	Msex2.05423
PIERAPT00000020198	DPOGS201321	Msex2.05422
PIERAPT00000006003	DPOGS203169	Msex2.06745
PIERAPT00000020849	DPOGS203179	Msex2.01924
PIERAPT00000008778	DPOGS203203	Msex2.06744
PIERAPT00000026340	DPOGS203255	Msex2.07599
PIERAPT00000032458	DPOGS203605	Msex2.01155
PIERAPT00000008884	DPOGS203651	Msex2.11545
PIERAPT00000017090	DPOGS204767	Msex2.09143
PIERAPT00000004591	DPOGS205423	Msex2.02848
PIERAPT00000025427	DPOGS205917	Msex2.05311
PIERAPT00000033143	DPOGS206854	Msex2.01556
PIERAPT00000009283	DPOGS206896	Msex2.03628
PIERAPT00000029142	DPOGS207242	Msex2.05517
PIERAPT00000000281	DPOGS207316	Msex2.09291
PIERAPT00000026500	DPOGS208050	Msex2.04636
PIERAPT00000008209	DPOGS208372	Msex2.01422
PIERAPT00000017025	DPOGS208572	Msex2.07868
PIERAPT00000008332	DPOGS209581	Msex2.12016
PIERAPT00000004082	DPOGS211732	Msex2.01494
PIERAPT00000015709	DPOGS212196	Msex2.04535
PIERAPT00000002336	DPOGS212398	Msex2.10875
PIERAPT00000023449	DPOGS213915	Msex2.04218
PIERAPT00000013461	DPOGS214491	Msex2.04838
PIERAPT00000028701	DPOGS214667	Msex2.05235
PIERAPT00000008945	DPOGS215331	Msex2.08702
PIERAPT00000012254	DPOGS215739	Msex2.03748
PIERAPT00000034652	DPOGS215918	Msex2.03070
PIERAPT00000003059	DPOGS215988	Msex2.04570
PIERAPT00000024784	DPOGS200478	Msex2.02976
PIERAPT00000016095	DPOGS200758	Msex2.11041
PIERAPT00000000573	DPOGS200797	Msex2.12447
PIERAPT00000004999	DPOGS201259	Msex2.02230
PIERAPT00000009279	DPOGS201563	Msex2.07059
PIERAPT00000016762	DPOGS203005	Msex2.01332
PIERAPT00000021600	DPOGS203044	Msex2.01263
PIERAPT00000011833	DPOGS203836	Msex2.07878
PIERAPT00000008652	DPOGS204095	Msex2.10277
PIERAPT00000032361	DPOGS204476	Msex2.06836
PIERAPT00000002203	DPOGS204816	Msex2.02488
PIERAPT00000032328	DPOGS206002	Msex2.11607
PIERAPT00000009313	DPOGS206984	Msex2.10638
PIERAPT00000026969	DPOGS206993	Msex2.04454
PIERAPT00000014567	DPOGS207019	Msex2.05096
PIERAPT00000010853	DPOGS207561	Msex2.06109
PIERAPT00000023998	DPOGS207874	Msex2.00471
PIERAPT00000030747	DPOGS208161	Msex2.12376
PIERAPT00000005754	DPOGS209200	Msex2.00392
PIERAPT00000000750	DPOGS210135	Msex2.00252
PIERAPT00000013848	DPOGS211565	Msex2.05835
PIERAPT00000006594	DPOGS212019	Msex2.12292
PIERAPT00000013630	DPOGS213270	Msex2.14331
PIERAPT00000017344	DPOGS213568	Msex2.02330
PIERAPT00000007235	DPOGS213678	Msex2.08347
PIERAPT00000019152	DPOGS213959	Msex2.07019
PIERAPT00000010666	DPOGS214095	Msex2.02027
PIERAPT00000014322	DPOGS214219	Msex2.03177
PIERAPT00000004034	DPOGS214540	Msex2.01974
PIERAPT00000034581	DPOGS215066	Msex2.03547
PIERAPT00000016943	DPOGS215338	Msex2.08698
PIERAPT00000019181	DPOGS216119	Msex2.00002
PIERAPT00000020711	DPOGS200316	Msex2.05385
PIERAPT00000007199	DPOGS201231	Msex2.02239
PIERAPT00000003085	DPOGS201303	Msex2.09220
PIERAPT00000024279	DPOGS201832	Msex2.07934
PIERAPT00000008370	DPOGS202288	Msex2.05268
PIERAPT00000029936	DPOGS202372	Msex2.13556
PIERAPT00000025862	DPOGS203298	Msex2.08613
PIERAPT00000029817	DPOGS203644	Msex2.13476
PIERAPT00000000069	DPOGS203702	Msex2.00195
PIERAPT00000007719	DPOGS203916	Msex2.13399
PIERAPT00000028299	DPOGS203920	Msex2.10425
PIERAPT00000006549	DPOGS204399	Msex2.03334
PIERAPT00000001878	DPOGS206077	Msex2.09188
PIERAPT00000024595	DPOGS206214	Msex2.13150
PIERAPT00000025166	DPOGS206823	Msex2.09207
PIERAPT00000017838	DPOGS206828	Msex2.01613
PIERAPT00000020323	DPOGS207665	Msex2.04830
PIERAPT00000005650	DPOGS208662	Msex2.10945
PIERAPT00000026438	DPOGS209370	Msex2.08167
PIERAPT00000013735	DPOGS210943	Msex2.00594
PIERAPT00000021062	DPOGS211607	Msex2.11845
PIERAPT00000028936	DPOGS213376	Msex2.09556
PIERAPT00000007169	DPOGS214172	Msex2.03146
PIERAPT00000030165	DPOGS214942	Msex2.09464
PIERAPT00000012248	DPOGS215635	Msex2.05475
PIERAPT00000012668	DPOGS201614	Msex2.14097
PIERAPT00000024135	DPOGS201956	Msex2.07668
PIERAPT00000008733	DPOGS202297	Msex2.05272
PIERAPT00000008112	DPOGS203233	Msex2.00402
PIERAPT00000022248	DPOGS203392	Msex2.03692
PIERAPT00000027486	DPOGS203968	Msex2.10426
PIERAPT00000035526	DPOGS204339	Msex2.12372
PIERAPT00000032864	DPOGS204516	Msex2.05723
PIERAPT00000001978	DPOGS204629	Msex2.04162
PIERAPT00000005467	DPOGS205099	Msex2.05004
PIERAPT00000035073	DPOGS205707	Msex2.08625
PIERAPT00000008757	DPOGS206006	Msex2.13321
PIERAPT00000031121	DPOGS206262	Msex2.08050
PIERAPT00000033334	DPOGS206528	Msex2.07139
PIERAPT00000006579	DPOGS207071	Msex2.13111
PIERAPT00000023961	DPOGS207294	Msex2.06130
PIERAPT00000010325	DPOGS208067	Msex2.11126
PIERAPT00000022353	DPOGS208146	Msex2.05728
PIERAPT00000010057	DPOGS208537	Msex2.06723
PIERAPT00000032529	DPOGS208580	Msex2.07852
PIERAPT00000003930	DPOGS208837	Msex2.12006
PIERAPT00000021764	DPOGS208903	Msex2.08021
PIERAPT00000018157	DPOGS209761	Msex2.00129
PIERAPT00000019133	DPOGS209990	Msex2.10746
PIERAPT00000025896	DPOGS210374	Msex2.10298
PIERAPT00000016939	DPOGS210522	Msex2.05774
PIERAPT00000035270	DPOGS210696	Msex2.02429
PIERAPT00000008452	DPOGS210747	Msex2.02427
PIERAPT00000019674	DPOGS210835	Msex2.09687
PIERAPT00000030683	DPOGS211935	Msex2.04190
PIERAPT00000023057	DPOGS212266	Msex2.03276
PIERAPT00000017741	DPOGS212559	Msex2.07340
PIERAPT00000030255	DPOGS213029	Msex2.05494
PIERAPT00000002179	DPOGS213100	Msex2.11763
PIERAPT00000006955	DPOGS213429	Msex2.05932
PIERAPT00000024550	DPOGS213732	Msex2.05612
PIERAPT00000020601	DPOGS213812	Msex2.01289
PIERAPT00000016386	DPOGS214315	Msex2.07604
PIERAPT00000014988	DPOGS214732	Msex2.01220
PIERAPT00000018640	DPOGS215221	Msex2.05896
PIERAPT00000025099	DPOGS215825	Msex2.12577
PIERAPT00000010860	DPOGS200055	Msex2.08646
PIERAPT00000034124	DPOGS200178	Msex2.10419
PIERAPT00000018323	DPOGS201287	Msex2.05409
PIERAPT00000000981	DPOGS201669	Msex2.01880
PIERAPT00000027639	DPOGS201675	Msex2.01887
PIERAPT00000016882	DPOGS201995	Msex2.05583
PIERAPT00000034743	DPOGS203548	Msex2.04920
PIERAPT00000028918	DPOGS203731	Msex2.09443
PIERAPT00000030174	DPOGS204315	Msex2.06201
PIERAPT00000014165	DPOGS204857	Msex2.01056
PIERAPT00000013175	DPOGS205605	Msex2.07556
PIERAPT00000032695	DPOGS206155	Msex2.09014
PIERAPT00000032699	DPOGS206274	Msex2.05819
PIERAPT00000022350	DPOGS207727	Msex2.02280
PIERAPT00000029396	DPOGS208021	Msex2.04635
PIERAPT00000006685	DPOGS208492	Msex2.06703
PIERAPT00000023615	DPOGS208686	Msex2.04102
PIERAPT00000029027	DPOGS208700	Msex2.04123
PIERAPT00000014411	DPOGS208897	Msex2.08014
PIERAPT00000034927	DPOGS208975	Msex2.00682
PIERAPT00000013177	DPOGS209716	Msex2.06033
PIERAPT00000024150	DPOGS209740	Msex2.06042
PIERAPT00000027627	DPOGS210025	Msex2.04675
PIERAPT00000009310	DPOGS210388	Msex2.10900
PIERAPT00000007068	DPOGS210843	Msex2.06440
PIERAPT00000021973	DPOGS211428	Msex2.07095
PIERAPT00000004660	DPOGS211537	Msex2.01520
PIERAPT00000025455	DPOGS211764	Msex2.05845
PIERAPT00000029893	DPOGS212051	Msex2.12294
PIERAPT00000011569	DPOGS212121	Msex2.06182
PIERAPT00000028867	DPOGS212185	Msex2.05814
PIERAPT00000033807	DPOGS212862	Msex2.00889
PIERAPT00000023686	DPOGS212863	Msex2.00890
PIERAPT00000021556	DPOGS213576	Msex2.02344
PIERAPT00000029951	DPOGS215061	Msex2.03555
PIERAPT00000026932	DPOGS215417	Msex2.07310
PIERAPT00000004431	DPOGS215544	Msex2.04939
PIERAPT00000033593	DPOGS215853	Msex2.03101
PIERAPT00000029757	DPOGS200394	Msex2.10388
PIERAPT00000007652	DPOGS201119	Msex2.06959
PIERAPT00000011043	DPOGS201753	Msex2.06489
PIERAPT00000015698	DPOGS201958	Msex2.07669
PIERAPT00000027073	DPOGS202221	Msex2.07702
PIERAPT00000026105	DPOGS203154	Msex2.11921
PIERAPT00000027122	DPOGS203619	Msex2.01146
PIERAPT00000027518	DPOGS204835	Msex2.01061
PIERAPT00000001098	DPOGS206774	Msex2.04690
PIERAPT00000034775	DPOGS206881	Msex2.12947
PIERAPT00000031060	DPOGS207026	Msex2.03600
PIERAPT00000008621	DPOGS207107	Msex2.01577
PIERAPT00000013415	DPOGS207228	Msex2.09722
PIERAPT00000021801	DPOGS207583	Msex2.06112
PIERAPT00000010573	DPOGS207901	Msex2.04023
PIERAPT00000029522	DPOGS208540	Msex2.06718
PIERAPT00000009345	DPOGS209377	Msex2.08168
PIERAPT00000005806	DPOGS210163	Msex2.08881
PIERAPT00000010547	DPOGS210690	Msex2.02421
PIERAPT00000010996	DPOGS211432	Msex2.07106
PIERAPT00000005554	DPOGS211906	Msex2.13337
PIERAPT00000027570	DPOGS212284	Msex2.03271
PIERAPT00000004578	DPOGS212297	Msex2.04038
PIERAPT00000003112	DPOGS212329	Msex2.10598
PIERAPT00000004331	DPOGS213889	Msex2.10716
PIERAPT00000030449	DPOGS201240	Msex2.02253
PIERAPT00000034408	DPOGS202124	Msex2.10403
PIERAPT00000010098	DPOGS202418	Msex2.01463
PIERAPT00000008514	DPOGS202736	Msex2.01872
PIERAPT00000014790	DPOGS203288	Msex2.01393
PIERAPT00000029370	DPOGS204410	Msex2.06835
PIERAPT00000024381	DPOGS204413	Msex2.06841
PIERAPT00000004208	DPOGS206192	Msex2.13591
PIERAPT00000016697	DPOGS206238	Msex2.03862
PIERAPT00000018208	DPOGS206255	Msex2.00726
PIERAPT00000007584	DPOGS206468	Msex2.01891
PIERAPT00000002016	DPOGS206602	Msex2.01211
PIERAPT00000009823	DPOGS206796	Msex2.09947
PIERAPT00000027774	DPOGS206864	Msex2.10177
PIERAPT00000025633	DPOGS207118	Msex2.01604
PIERAPT00000019667	DPOGS207266	Msex2.06129
PIERAPT00000034597	DPOGS207552	Msex2.08077
PIERAPT00000022669	DPOGS207753	Msex2.06624
PIERAPT00000016249	DPOGS208120	Msex2.01309
PIERAPT00000024456	DPOGS208471	Msex2.13080
PIERAPT00000009659	DPOGS210079	Msex2.11354
PIERAPT00000021661	DPOGS210278	Msex2.09833
PIERAPT00000013359	DPOGS210484	Msex2.07523
PIERAPT00000014856	DPOGS211347	Msex2.00444
PIERAPT00000010716	DPOGS211835	Msex2.10059
PIERAPT00000003219	DPOGS212375	Msex2.12340
PIERAPT00000034536	DPOGS212586	Msex2.02925
PIERAPT00000025447	DPOGS212850	Msex2.00902
PIERAPT00000012699	DPOGS212925	Msex2.03487
PIERAPT00000013510	DPOGS213014	Msex2.05512
PIERAPT00000013658	DPOGS213271	Msex2.14246
PIERAPT00000026981	DPOGS213542	Msex2.02366
PIERAPT00000003178	DPOGS213556	Msex2.02345
PIERAPT00000030177	DPOGS213806	Msex2.01279
PIERAPT00000017776	DPOGS214117	Msex2.01999
PIERAPT00000024015	DPOGS214376	Msex2.09968
PIERAPT00000034900	DPOGS214503	Msex2.02532
PIERAPT00000032799	DPOGS214746	Msex2.01236
PIERAPT00000009698	DPOGS215599	Msex2.04401
PIERAPT00000026060	DPOGS215992	Msex2.04575
PIERAPT00000023768	DPOGS200094	Msex2.08999
PIERAPT00000001782	DPOGS200518	Msex2.08594
PIERAPT00000014203	DPOGS200832	Msex2.13158
PIERAPT00000028848	DPOGS200869	Msex2.06685
PIERAPT00000020220	DPOGS200926	Msex2.03104
PIERAPT00000027104	DPOGS201296	Msex2.05430
PIERAPT00000027263	DPOGS201546	Msex2.12349
PIERAPT00000012349	DPOGS201559	Msex2.07063
PIERAPT00000015827	DPOGS201929	Msex2.05899
PIERAPT00000006124	DPOGS202373	Msex2.13558
PIERAPT00000003550	DPOGS203362	Msex2.11635
PIERAPT00000035080	DPOGS203567	Msex2.07471
PIERAPT00000025233	DPOGS203727	Msex2.09447
PIERAPT00000014449	DPOGS204110	Msex2.00758
PIERAPT00000016044	DPOGS204685	Msex2.09300
PIERAPT00000005456	DPOGS204995	Msex2.08271
PIERAPT00000005238	DPOGS205063	Msex2.04982
PIERAPT00000035351	DPOGS205194	Msex2.09803
PIERAPT00000033925	DPOGS206164	Msex2.03528
PIERAPT00000020157	DPOGS206979	Msex2.05092
PIERAPT00000035463	DPOGS207149	Msex2.09952
PIERAPT00000025082	DPOGS208384	Msex2.01403
PIERAPT00000028044	DPOGS208392	Msex2.07536
PIERAPT00000011865	DPOGS208547	Msex2.06704
PIERAPT00000026686	DPOGS208939	Msex2.08655
PIERAPT00000032894	DPOGS211159	Msex2.09247
PIERAPT00000012524	DPOGS215400	Msex2.09356
PIERAPT00000027719	DPOGS215878	Msex2.03063
PIERAPT00000009904	DPOGS200566	Msex2.08379
PIERAPT00000030799	DPOGS200725	Msex2.10619
PIERAPT00000014186	DPOGS201342	Msex2.05393
PIERAPT00000032346	DPOGS201869	Msex2.11288
PIERAPT00000033849	DPOGS202315	Msex2.05298
PIERAPT00000035747	DPOGS202906	Msex2.12516
PIERAPT00000021864	DPOGS203263	Msex2.12669
PIERAPT00000006340	DPOGS204498	Msex2.03313
PIERAPT00000034055	DPOGS204507	Msex2.13364
PIERAPT00000008134	DPOGS204968	Msex2.08299
PIERAPT00000029249	DPOGS205091	Msex2.04984
PIERAPT00000006822	DPOGS205239	Msex2.09815
PIERAPT00000012727	DPOGS205451	Msex2.11416
PIERAPT00000034235	DPOGS206216	Msex2.03863
PIERAPT00000012917	DPOGS206797	Msex2.11628
PIERAPT00000017131	DPOGS207014	Msex2.08033
PIERAPT00000016820	DPOGS207637	Msex2.02049
PIERAPT00000027399	DPOGS207846	Msex2.02290
PIERAPT00000015150	DPOGS207855	Msex2.02301
PIERAPT00000029144	DPOGS208500	Msex2.06715
PIERAPT00000002563	DPOGS208707	Msex2.11937
PIERAPT00000006208	DPOGS209327	Msex2.07505
PIERAPT00000009687	DPOGS209925	Msex2.11098
PIERAPT00000027952	DPOGS210742	Msex2.02445
PIERAPT00000001205	DPOGS210828	Msex2.06439
PIERAPT00000016282	DPOGS212147	Msex2.04329
PIERAPT00000026979	DPOGS212701	Msex2.11284
PIERAPT00000006218	DPOGS212811	Msex2.00870
PIERAPT00000023771	DPOGS213220	Msex2.12317
PIERAPT00000028839	DPOGS213307	Msex2.03021
PIERAPT00000026705	DPOGS213615	Msex2.02412
PIERAPT00000017995	DPOGS213824	Msex2.02632
PIERAPT00000000392	DPOGS215033	Msex2.01123
PIERAPT00000006058	DPOGS215452	Msex2.12858
PIERAPT00000001499	DPOGS200403	Msex2.02602
PIERAPT00000026759	DPOGS200864	Msex2.07804
PIERAPT00000020159	DPOGS201223	Msex2.05184
PIERAPT00000017619	DPOGS202604	Msex2.00550
PIERAPT00000007460	DPOGS202683	Msex2.09292
PIERAPT00000033732	DPOGS202779	Msex2.06409
PIERAPT00000015693	DPOGS203671	Msex2.09433
PIERAPT00000010824	DPOGS203806	Msex2.00213
PIERAPT00000028860	DPOGS205180	Msex2.04202
PIERAPT00000029657	DPOGS205389	Msex2.02849
PIERAPT00000035514	DPOGS206076	Msex2.09190
PIERAPT00000020633	DPOGS206905	Msex2.03617
PIERAPT00000032661	DPOGS206936	Msex2.05087
PIERAPT00000035481	DPOGS206975	Msex2.01532
PIERAPT00000020115	DPOGS207239	Msex2.10686
PIERAPT00000032491	DPOGS208052	Msex2.04632
PIERAPT00000032319	DPOGS208054	Msex2.04626
PIERAPT00000017943	DPOGS212045	Msex2.06095
PIERAPT00000033986	DPOGS212671	Msex2.04710
PIERAPT00000006525	DPOGS213525	Msex2.02399
PIERAPT00000000228	DPOGS213870	Msex2.11631
PIERAPT00000008291	DPOGS214134	Msex2.12085
PIERAPT00000028133	DPOGS214449	Msex2.11514
PIERAPT00000007270	DPOGS214594	Msex2.09916
PIERAPT00000000438	DPOGS215869	Msex2.03081
PIERAPT00000017634	DPOGS216168	Msex2.07214
PIERAPT00000026491	DPOGS200075	Msex2.03676
PIERAPT00000025728	DPOGS201225	Msex2.05181
PIERAPT00000014429	DPOGS201678	Msex2.00155
PIERAPT00000015522	DPOGS202799	Msex2.04816
PIERAPT00000030825	DPOGS203375	Msex2.08245
PIERAPT00000035536	DPOGS203745	Msex2.05603
PIERAPT00000033423	DPOGS204780	Msex2.03995
PIERAPT00000006504	DPOGS206291	Msex2.08053
PIERAPT00000017489	DPOGS206525	Msex2.05305
PIERAPT00000030904	DPOGS207623	Msex2.02046
PIERAPT00000024764	DPOGS208674	Msex2.04088
PIERAPT00000015213	DPOGS210133	Msex2.00249
PIERAPT00000010050	DPOGS210272	Msex2.09843
PIERAPT00000009841	DPOGS210394	Msex2.11797
PIERAPT00000007502	DPOGS210579	Msex2.04289
PIERAPT00000006757	DPOGS211096	Msex2.10071
PIERAPT00000027440	DPOGS211382	Msex2.07107
PIERAPT00000018057	DPOGS212634	Msex2.02924
PIERAPT00000033601	DPOGS212974	Msex2.03494
PIERAPT00000029740	DPOGS214074	Msex2.02673
PIERAPT00000034263	DPOGS214447	Msex2.11517
PIERAPT00000026317	DPOGS214711	Msex2.01240
PIERAPT00000005942	DPOGS215036	Msex2.03542
PIERAPT00000024698	DPOGS215376	Msex2.07308
PIERAPT00000009627	DPOGS216071	Msex2.01666
PIERAPT00000012894	DPOGS200281	Msex2.13168
PIERAPT00000034371	DPOGS200355	Msex2.07821
PIERAPT00000027838	DPOGS200915	Msex2.06556
PIERAPT00000012966	DPOGS201229	Msex2.02237
PIERAPT00000023897	DPOGS201915	Msex2.11033
PIERAPT00000035251	DPOGS202274	Msex2.05297
PIERAPT00000027354	DPOGS202386	Msex2.09229
PIERAPT00000002752	DPOGS203973	Msex2.09124
PIERAPT00000010491	DPOGS204977	Msex2.08278
PIERAPT00000006932	DPOGS205354	Msex2.02985
PIERAPT00000029059	DPOGS206961	Msex2.12780
PIERAPT00000022602	DPOGS207790	Msex2.06660
PIERAPT00000032843	DPOGS207940	Msex2.06351
PIERAPT00000003066	DPOGS209060	Msex2.07066
PIERAPT00000011378	DPOGS209313	Msex2.08532
PIERAPT00000015532	DPOGS209891	Msex2.10692
PIERAPT00000028892	DPOGS211097	Msex2.10070
PIERAPT00000018558	DPOGS212454	Msex2.00992
PIERAPT00000016447	DPOGS212456	Msex2.01473
PIERAPT00000027784	DPOGS212835	Msex2.00918
PIERAPT00000002499	DPOGS214430	Msex2.08142
PIERAPT00000003124	DPOGS214523	Msex2.00352
PIERAPT00000028780	DPOGS201837	Msex2.06920
PIERAPT00000004800	DPOGS201872	Msex2.06883
PIERAPT00000006289	DPOGS202816	Msex2.07645
PIERAPT00000031038	DPOGS203050	Msex2.01285
PIERAPT00000007326	DPOGS203297	Msex2.08612
PIERAPT00000029911	DPOGS204091	Msex2.08155
PIERAPT00000034251	DPOGS204333	Msex2.12369
PIERAPT00000030746	DPOGS204358	Msex2.02789
PIERAPT00000001157	DPOGS204807	Msex2.06943
PIERAPT00000017029	DPOGS205783	Msex2.10219
PIERAPT00000005619	DPOGS206992	Msex2.04455
PIERAPT00000013106	DPOGS207406	Msex2.01437
PIERAPT00000007019	DPOGS208871	Msex2.00634
PIERAPT00000019551	DPOGS209451	Msex2.02794
PIERAPT00000034109	DPOGS210366	Msex2.08934
PIERAPT00000024620	DPOGS210754	Msex2.09338
PIERAPT00000012102	DPOGS210955	Msex2.00614
PIERAPT00000010921	DPOGS211305	Msex2.05252
PIERAPT00000010704	DPOGS211437	Msex2.01475
PIERAPT00000016946	DPOGS212041	Msex2.01749
PIERAPT00000033299	DPOGS212563	Msex2.06012
PIERAPT00000031520	DPOGS213552	Msex2.02350
PIERAPT00000025608	DPOGS213771	Msex2.00049
PIERAPT00000005446	DPOGS214375	Msex2.07605
PIERAPT00000021403	DPOGS214555	Msex2.02121
PIERAPT00000018742	DPOGS215496	Msex2.03430
PIERAPT00000014311	DPOGS215724	Msex2.00925
PIERAPT00000003164	DPOGS215813	Msex2.08486
PIERAPT00000008444	DPOGS216135	Msex2.00073
PIERAPT00000002924	DPOGS200428	Msex2.01625
PIERAPT00000034727	DPOGS201346	Msex2.05388
PIERAPT00000016031	DPOGS201835	Msex2.07946
PIERAPT00000016575	DPOGS202015	Msex2.00678
PIERAPT00000023679	DPOGS202279	Msex2.05289
PIERAPT00000034984	DPOGS202474	Msex2.07339
PIERAPT00000020277	DPOGS202840	Msex2.06406
PIERAPT00000023283	DPOGS202988	Msex2.06585
