# Species	Genes	Alg.-Conn.	Dp_geneset_OGS2_pep.fasta	MsexOGS2_LongestProt-2021.fas	PierisLongestCDS.fas
3	4	0.476	DPOGS207303-PA	Msex2.06150-RA	PIERAPT00000025951,PIERAPT00000030832
3	4	0.476	DPOGS207501-PA	Msex2.06369-RA,Msex2.06370-RA	PIERAPT00000033173
3	4	0.476	DPOGS209164-PA,DPOGS209165-PA	Msex2.05620-RA	PIERAPT00000002125
3	4	0.476	DPOGS209384-PA	Msex2.09711-RB	PIERAPT00000011030,PIERAPT00000028909
3	4	0.476	DPOGS210639-PA	Msex2.11633-RA	PIERAPT00000016830,PIERAPT00000017611
3	4	0.476	DPOGS212113-PA	Msex2.04327-RB	PIERAPT00000020673,PIERAPT00000026948
3	4	0.476	DPOGS213532-PA	Msex2.02384-RA	PIERAPT00000029565,PIERAPT00000033150
3	4	0.475	DPOGS200622-PA	Msex2.02592-RA,Msex2.15507-RC	PIERAPT00000002534
3	4	0.475	DPOGS202843-PA	Msex2.06410-RA	PIERAPT00000008687,PIERAPT00000023956
3	4	0.475	DPOGS204057-PA	Msex2.14264-RA	PIERAPT00000000774,PIERAPT00000021133
3	4	0.475	DPOGS206358-PA	Msex2.08669-RA	PIERAPT00000005743,PIERAPT00000035508
3	4	0.475	DPOGS206989-PA	Msex2.09165-RA	PIERAPT00000003241,PIERAPT00000008456
3	4	0.475	DPOGS211423-PA	Msex2.13294-RA,Msex2.13295-RA	PIERAPT00000035267
3	4	0.474	DPOGS200193-PA	Msex2.09416-RA,Msex2.13713-RA	PIERAPT00000019264
3	4	0.474	DPOGS211227-PA	Msex2.06539-RA	PIERAPT00000003927,PIERAPT00000033823
3	4	0.473	DPOGS202072-PA,DPOGS202073-PA	Msex2.02222-RA	PIERAPT00000000128
3	4	0.473	DPOGS203922-PA	Msex2.02831-RA	PIERAPT00000017103,PIERAPT00000032542
3	4	0.473	DPOGS211817-PA	Msex2.09520-RA	PIERAPT00000008069,PIERAPT00000010969
3	4	0.473	DPOGS213082-PA	Msex2.12412-RB,Msex2.12457-RA	PIERAPT00000017128
3	4	0.473	DPOGS215407-PA	Msex2.09365-RA	PIERAPT00000001775,PIERAPT00000008825
3	4	0.472	DPOGS202261-PA	Msex2.12581-RA	PIERAPT00000006596,PIERAPT00000006665
3	4	0.472	DPOGS204528-PA,DPOGS204529-PA	Msex2.09387-RA	PIERAPT00000022782
3	4	0.472	DPOGS205058-PA	Msex2.04989-RA	PIERAPT00000003155,PIERAPT00000030237
3	4	0.472	DPOGS208771-PA	Msex2.10246-RA	PIERAPT00000016904,PIERAPT00000033327
3	4	0.472	DPOGS215175-PA	Msex2.05904-RA	PIERAPT00000003618,PIERAPT00000024566
3	4	0.472	DPOGS215630-PA	Msex2.12198-RA	PIERAPT00000014070,PIERAPT00000023040
3	4	0.472	DPOGS216158-PA	Msex2.14366-RE,Msex2.14370-RA	PIERAPT00000019708
3	4	0.471	DPOGS200872-PA	Msex2.06678-RD	PIERAPT00000013740,PIERAPT00000027217
3	4	0.471	DPOGS204299-PA	Msex2.06231-RA	PIERAPT00000008907,PIERAPT00000017960
3	4	0.471	DPOGS210257-PA	Msex2.09828-RD,Msex2.13680-RA	PIERAPT00000010396
3	4	0.471	DPOGS214630-PA	Msex2.11006-RA	PIERAPT00000028087,PIERAPT00000029105
3	4	0.47	DPOGS200651-PA	Msex2.04044-RA	PIERAPT00000006319,PIERAPT00000031953
3	4	0.47	DPOGS208526-PA	Msex2.10884-RB	PIERAPT00000016335,PIERAPT00000025990
3	4	0.47	DPOGS208887-PA	Msex2.10520-RA,Msex2.10521-RA	PIERAPT00000014761
3	4	0.469	DPOGS205719-PA	Msex2.08642-RA,Msex2.08644-RC	PIERAPT00000009885
3	4	0.469	DPOGS207913-PA	Msex2.10554-RA,Msex2.12155-RA	PIERAPT00000035404
3	4	0.469	DPOGS207970-PA	Msex2.06338-RB	PIERAPT00000003175,PIERAPT00000028958
3	4	0.469	DPOGS209741-PA	Msex2.06044-RB	PIERAPT00000001500,PIERAPT00000029330
3	4	0.469	DPOGS214037-PA	Msex2.01178-RA	PIERAPT00000009089,PIERAPT00000018511
3	4	0.469	DPOGS215891-PA	Msex2.11256-RB	PIERAPT00000017632,PIERAPT00000023068
3	4	0.468	DPOGS202406-PA	Msex2.08901-RA	PIERAPT00000017290,PIERAPT00000017535
3	4	0.468	DPOGS203161-PA	Msex2.06730-RA	PIERAPT00000023593,PIERAPT00000025046
3	4	0.468	DPOGS203260-PA	Msex2.12674-RA,Msex2.12675-RA	PIERAPT00000000337
3	4	0.468	DPOGS206879-PA	Msex2.13810-RA	PIERAPT00000008282,PIERAPT00000029876
3	4	0.468	DPOGS206931-PA	Msex2.05069-RA	PIERAPT00000018413,PIERAPT00000024905
3	4	0.468	DPOGS207146-PA	Msex2.09395-RB,Msex2.11769-RA	PIERAPT00000027293
3	4	0.468	DPOGS207449-PA	Msex2.08853-RA,Msex2.13936-RA	PIERAPT00000025893
3	4	0.468	DPOGS208835-PA	Msex2.12000-RA	PIERAPT00000028170,PIERAPT00000034306
3	4	0.468	DPOGS209550-PA	Msex2.05686-RA,Msex2.05687-RA	PIERAPT00000032242
3	4	0.468	DPOGS214545-PA,DPOGS214546-PA	Msex2.02134-RB	PIERAPT00000033903
3	4	0.467	DPOGS200776-PA	Msex2.06144-RA	PIERAPT00000008081,PIERAPT00000017608
3	4	0.467	DPOGS201811-PA	Msex2.12956-RA,Msex2.13305-RA	PIERAPT00000005910
3	4	0.467	DPOGS202332-PA	Msex2.08108-RA	PIERAPT00000033245,PIERAPT00000033467
3	4	0.467	DPOGS207825-PA	Msex2.02260-RA	PIERAPT00000014334,PIERAPT00000034846
3	4	0.466	DPOGS202673-PA	Msex2.10409-RA	PIERAPT00000030311,PIERAPT00000032596
3	4	0.466	DPOGS203265-PA	Msex2.12668-RB	PIERAPT00000005007,PIERAPT00000029688
3	4	0.466	DPOGS214109-PA,DPOGS214110-PA	Msex2.02013-RA	PIERAPT00000033707
3	4	0.466	DPOGS214127-PA	Msex2.10472-RA	PIERAPT00000014686,PIERAPT00000016688
3	4	0.466	DPOGS214953-PA	Msex2.09463-RA	PIERAPT00000002159,PIERAPT00000035552
3	4	0.465	DPOGS200272-PA	Msex2.01117-RA	PIERAPT00000007507,PIERAPT00000013249
3	4	0.465	DPOGS201435-PA	Msex2.03720-RA	PIERAPT00000024857,PIERAPT00000030699
3	4	0.464	DPOGS202729-PA	Msex2.01871-RA	PIERAPT00000006541,PIERAPT00000013651
3	4	0.464	DPOGS202981-PA	Msex2.13417-RA,Msex2.14170-RA	PIERAPT00000014803
3	4	0.464	DPOGS204565-PA	Msex2.02521-RA	PIERAPT00000024909,PIERAPT00000026423
3	4	0.464	DPOGS207060-PA	Msex2.12278-RA,Msex2.14332-RA	PIERAPT00000000532
3	4	0.464	DPOGS216120-PA	Msex2.11533-RA	PIERAPT00000016091,PIERAPT00000016957
3	4	0.463	DPOGS201310-PA	Msex2.09216-RA,Msex2.09218-RA	PIERAPT00000019402
3	4	0.463	DPOGS205353-PA	Msex2.01131-RA	PIERAPT00000016138,PIERAPT00000019653
3	4	0.463	DPOGS210724-PA	Msex2.02469-RA	PIERAPT00000017868,PIERAPT00000019427
3	4	0.463	DPOGS216097-PA	Msex2.00064-RA	PIERAPT00000018638,PIERAPT00000023603
3	4	0.462	DPOGS204639-PA	Msex2.04157-RA	PIERAPT00000002640,PIERAPT00000013432
3	4	0.462	DPOGS208994-PA	Msex2.00653-RA	PIERAPT00000029873,PIERAPT00000030677
3	4	0.462	DPOGS211252-PA	Msex2.01856-RA	PIERAPT00000022106,PIERAPT00000032217
3	4	0.462	DPOGS211917-PA	Msex2.12862-RB,Msex2.13339-RA	PIERAPT00000012233
3	4	0.461	DPOGS204365-PA	Msex2.02788-RA	PIERAPT00000015340,PIERAPT00000021172
3	4	0.461	DPOGS214027-PA	Msex2.01177-RA	PIERAPT00000015463,PIERAPT00000025153
3	4	0.461	DPOGS214460-PA	Msex2.11515-RA	PIERAPT00000002576,PIERAPT00000025667
3	4	0.461	DPOGS215953-PA	Msex2.06154-RA,Msex2.06167-RA	PIERAPT00000031144
3	4	0.46	DPOGS200119-PA,DPOGS200120-PA	Msex2.02910-RA	PIERAPT00000033705
3	4	0.46	DPOGS202399-PA	Msex2.01464-RA	PIERAPT00000004773,PIERAPT00000025105
3	4	0.46	DPOGS205594-PA	Msex2.02783-RA	PIERAPT00000007518,PIERAPT00000031682
3	4	0.46	DPOGS208497-PA	Msex2.06710-RA	PIERAPT00000012567,PIERAPT00000023495
3	4	0.46	DPOGS214543-PA	Msex2.02135-RB	PIERAPT00000014385,PIERAPT00000034615
3	4	0.459	DPOGS201935-PA	Msex2.03895-RA	PIERAPT00000000638,PIERAPT00000019428
3	4	0.459	DPOGS207925-PA,DPOGS215589-PA	Msex2.04415-RA	PIERAPT00000007602
3	4	0.459	DPOGS213084-PA	Msex2.11446-RA,Msex2.14198-RA	PIERAPT00000029472
3	4	0.459	DPOGS214795-PA	Msex2.07985-RA	PIERAPT00000003409,PIERAPT00000033215
3	4	0.458	DPOGS200452-PA	Msex2.08154-RA	PIERAPT00000021878,PIERAPT00000025252
3	4	0.458	DPOGS202379-PA	Msex2.14156-RA	PIERAPT00000014354,PIERAPT00000025901
3	4	0.458	DPOGS206086-PA	Msex2.04962-RA	PIERAPT00000007127,PIERAPT00000022258
3	4	0.458	DPOGS207878-PA	Msex2.00462-RB	PIERAPT00000011283,PIERAPT00000021063
3	4	0.458	DPOGS214150-PA	Msex2.03181-RB	PIERAPT00000013393,PIERAPT00000027926
3	4	0.457	DPOGS202256-PA	Msex2.13948-RA	PIERAPT00000013019,PIERAPT00000013896
3	4	0.457	DPOGS204128-PA,DPOGS205550-PA	Msex2.00766-RB	PIERAPT00000006856
3	4	0.457	DPOGS208745-PA	Msex2.04117-RA	PIERAPT00000009948,PIERAPT00000033915
3	4	0.457	DPOGS209157-PA	Msex2.04472-RA	PIERAPT00000016449,PIERAPT00000020284
3	4	0.457	DPOGS212287-PA	Msex2.03281-RA	PIERAPT00000000636,PIERAPT00000023270
3	4	0.457	DPOGS212743-PA	Msex2.10111-RA	PIERAPT00000003017,PIERAPT00000024316
3	4	0.456	DPOGS207113-PA	Msex2.01589-RB	PIERAPT00000000429,PIERAPT00000031559
3	4	0.456	DPOGS215129-PA	Msex2.13176-RA,Msex2.13747-RA	PIERAPT00000007851
3	4	0.455	DPOGS204888-PA	Msex2.01091-RA	PIERAPT00000022030,PIERAPT00000024577
3	4	0.455	DPOGS207462-PA	Msex2.12068-RA,Msex2.13324-RB	PIERAPT00000012796
3	4	0.455	DPOGS210790-PA	Msex2.11589-RC	PIERAPT00000019679,PIERAPT00000032911
3	4	0.454	DPOGS213669-PA	Msex2.11982-RA,Msex2.11984-RA	PIERAPT00000020831
3	4	0.454	DPOGS214122-PA	Msex2.01992-RA	PIERAPT00000011935,PIERAPT00000029205
3	4	0.453	DPOGS205114-PA,DPOGS205923-PA	Msex2.12439-RB	PIERAPT00000002360
3	4	0.453	DPOGS206437-PA,DPOGS206438-PA	Msex2.01842-RA	PIERAPT00000011427
3	4	0.453	DPOGS211217-PA	Msex2.10074-RA	PIERAPT00000021871,PIERAPT00000023037
3	4	0.453	DPOGS212603-PA	Msex2.02928-RB	PIERAPT00000020640,PIERAPT00000027330
3	4	0.453	DPOGS215354-PA	Msex2.11801-RA	PIERAPT00000000480,PIERAPT00000020909
3	4	0.451	DPOGS209711-PA	Msex2.06045-RA	PIERAPT00000002430,PIERAPT00000032306
3	4	0.451	DPOGS213098-PA	Msex2.11555-RA,Msex2.11766-RA	PIERAPT00000004555
3	4	0.451	DPOGS215144-PA	Msex2.13175-RA,Msex2.13746-RA	PIERAPT00000031779
3	4	0.451	DPOGS215477-PA	Msex2.04445-RA	PIERAPT00000006716,PIERAPT00000024754
3	4	0.45	DPOGS204697-PA	Msex2.03441-RA,Msex2.13312-RA	PIERAPT00000003990
3	4	0.45	DPOGS211614-PA	Msex2.07201-RA	PIERAPT00000003115,PIERAPT00000033154
3	4	0.45	DPOGS214058-PA	Msex2.02688-RA,Msex2.02689-RA	PIERAPT00000022981
3	4	0.449	DPOGS204752-PA	Msex2.09136-RB	PIERAPT00000018156,PIERAPT00000028534
3	4	0.449	DPOGS209632-PA	Msex2.13860-RA,Msex2.14326-RA	PIERAPT00000008488
3	4	0.448	DPOGS200528-PA	Msex2.08381-RB	PIERAPT00000012485,PIERAPT00000024692
3	4	0.447	DPOGS202713-PA	Msex2.12272-RA	PIERAPT00000016833,PIERAPT00000026798
3	4	0.447	DPOGS202753-PA	Msex2.02961-RA,Msex2.11197-RA	PIERAPT00000027851
3	4	0.447	DPOGS208092-PA	Msex2.13021-RA	PIERAPT00000018061,PIERAPT00000024827
3	4	0.447	DPOGS216078-PA	Msex2.01657-RA,Msex2.01658-RB	PIERAPT00000029273
3	4	0.446	DPOGS210038-PA	Msex2.14310-RA,Msex2.14312-RA	PIERAPT00000005851
3	4	0.446	DPOGS213108-PA	Msex2.13017-RB,Msex2.13930-RA	PIERAPT00000029127
3	4	0.445	DPOGS205240-PA	Msex2.09807-RA,Msex2.09809-RA	PIERAPT00000007610
3	4	0.445	DPOGS213094-PA	Msex2.13015-RC,Msex2.14160-RA	PIERAPT00000022520
3	4	0.445	DPOGS216113-PA	Msex2.00010-RB	PIERAPT00000002175,PIERAPT00000013982
3	4	0.444	DPOGS201763-PA	Msex2.06507-RA	PIERAPT00000007576,PIERAPT00000033753
3	4	0.444	DPOGS204359-PA	Msex2.11072-RB,Msex2.12514-RB	PIERAPT00000032435
3	4	0.443	DPOGS203845-PA,DPOGS203846-PA	Msex2.07889-RA	PIERAPT00000006040
3	4	0.443	DPOGS214234-PA,DPOGS214235-PA	Msex2.03197-RA	PIERAPT00000033678
3	4	0.442	DPOGS212685-PA	Msex2.08312-RC	PIERAPT00000009821,PIERAPT00000021413
3	4	0.439	DPOGS202322-PA	Msex2.12584-RA	PIERAPT00000017682,PIERAPT00000028460
3	4	0.439	DPOGS207484-PA	Msex2.13104-RA,Msex2.14111-RA	PIERAPT00000007011
3	4	0.438	DPOGS203486-PA	Msex2.07454-RA	PIERAPT00000016853,PIERAPT00000031894
3	4	0.437	DPOGS211312-PA,DPOGS211314-PA	Msex2.05263-RA	PIERAPT00000019750
3	4	0.436	DPOGS202611-PA	Msex2.00553-RA	PIERAPT00000007459,PIERAPT00000008331
3	4	0.436	DPOGS207596-PA	Msex2.08070-RA	PIERAPT00000000834,PIERAPT00000010967
3	4	0.435	DPOGS208620-PA	Msex2.04603-RA	PIERAPT00000021940,PIERAPT00000030929
3	4	0.434	DPOGS201479-PA	Msex2.03897-RA	PIERAPT00000004285,PIERAPT00000022281
3	4	0.434	DPOGS213088-PA	Msex2.12417-RA,Msex2.13892-RA	PIERAPT00000015837
3	4	0.432	DPOGS207451-PA	Msex2.08850-RA,Msex2.13239-RB	PIERAPT00000017586
3	4	0.432	DPOGS209853-PA,DPOGS214804-PA	Msex2.11583-RA	PIERAPT00000028374
3	4	0.432	DPOGS215722-PA	Msex2.00927-RA	PIERAPT00000009277,PIERAPT00000030941
3	4	0.431	DPOGS202266-PA	Msex2.12586-RA	PIERAPT00000002480,PIERAPT00000021225
3	4	0.431	DPOGS213618-PA,DPOGS213619-PA	Msex2.02420-RA	PIERAPT00000017997
3	4	0.429	DPOGS210574-PA	Msex2.02533-RA	PIERAPT00000009499,PIERAPT00000021667
3	4	0.428	DPOGS202218-PA	Msex2.07700-RB	PIERAPT00000000383,PIERAPT00000014641
3	4	0.428	DPOGS214855-PA	Msex2.03218-RA	PIERAPT00000004039,PIERAPT00000017615
3	4	0.427	DPOGS209010-PA	Msex2.05733-RA	PIERAPT00000022036,PIERAPT00000026312
3	4	0.426	DPOGS204718-PA	Msex2.11456-RA,Msex2.14036-RA	PIERAPT00000023011
3	4	0.426	DPOGS209916-PA	Msex2.02723-RA	PIERAPT00000017794,PIERAPT00000030298
3	4	0.426	DPOGS211632-PA,DPOGS211633-PA	Msex2.10337-RA	PIERAPT00000007891
3	4	0.426	DPOGS214941-PA	Msex2.09462-RB	PIERAPT00000004244,PIERAPT00000017280
3	4	0.426	DPOGS215654-PA	Msex2.05448-RA	PIERAPT00000002540,PIERAPT00000033200
3	4	0.425	DPOGS208197-PA	Msex2.02105-RA	PIERAPT00000012429,PIERAPT00000022869
3	4	0.425	DPOGS213591-PA	Msex2.02374-RB,Msex2.02376-RA	PIERAPT00000002746
3	4	0.424	DPOGS202641-PA,DPOGS202677-PA	Msex2.09583-RA	PIERAPT00000001313
3	4	0.424	DPOGS209864-PA	Msex2.11742-RA,Msex2.12962-RA	PIERAPT00000003235
3	4	0.423	DPOGS212686-PA	Msex2.11180-RA,Msex2.11561-RA	PIERAPT00000005368
3	4	0.422	DPOGS205478-PA	Msex2.08455-RA	PIERAPT00000007135,PIERAPT00000033589
3	4	0.422	DPOGS209721-PA,DPOGS209722-PA	Msex2.06020-RB	PIERAPT00000018471
3	4	0.421	DPOGS203174-PA	Msex2.06754-RA	PIERAPT00000008026,PIERAPT00000011943
3	4	0.421	DPOGS203684-PA	Msex2.00228-RA	PIERAPT00000030813,PIERAPT00000031183
3	4	0.421	DPOGS208709-PA	Msex2.08188-RA	PIERAPT00000019950,PIERAPT00000027546
3	4	0.421	DPOGS215493-PA	Msex2.07717-RA	PIERAPT00000018340,PIERAPT00000024625
3	4	0.42	DPOGS204237-PA	Msex2.06224-RC	PIERAPT00000005157,PIERAPT00000007352
3	4	0.419	DPOGS208860-PA	Msex2.00646-RB	PIERAPT00000019658,PIERAPT00000028935
3	4	0.418	DPOGS208001-PA	Msex2.04728-RA,Msex2.04729-RA	PIERAPT00000004567
3	4	0.417	DPOGS204122-PA	Msex2.00776-RA	PIERAPT00000013361,PIERAPT00000029606
3	4	0.417	DPOGS206946-PA	Msex2.08023-RA	PIERAPT00000020240,PIERAPT00000030158
3	4	0.415	DPOGS213085-PA	Msex2.12414-RA,Msex2.12459-RA	PIERAPT00000026147
3	4	0.414	DPOGS208318-PA	Msex2.11861-RA	PIERAPT00000008617,PIERAPT00000022399
3	4	0.414	DPOGS214221-PA	Msex2.03180-RB	PIERAPT00000018191,PIERAPT00000030001
3	4	0.413	DPOGS211914-PA	Msex2.12867-RA	PIERAPT00000000757,PIERAPT00000030576
3	4	0.411	DPOGS200349-PA	Msex2.07815-RA,Msex2.07816-RA	PIERAPT00000015556
3	4	0.41	DPOGS204502-PA	Msex2.03330-RA	PIERAPT00000005878,PIERAPT00000006246
3	4	0.409	DPOGS209757-PA	Msex2.00132-RB	PIERAPT00000008742,PIERAPT00000024564
3	4	0.407	DPOGS215146-PA	Msex2.12603-RA,Msex2.13562-RA	PIERAPT00000004427
3	4	0.406	DPOGS201525-PA	Msex2.08554-RA	PIERAPT00000013391,PIERAPT00000019054
3	4	0.406	DPOGS215982-PA	Msex2.12630-RA,Msex2.13725-RA	PIERAPT00000003304
3	4	0.404	DPOGS212749-PA	Msex2.07493-RA,Msex2.10112-RA	PIERAPT00000019951
3	4	0.404	DPOGS216103-PA	Msex2.11532-RA	PIERAPT00000003556,PIERAPT00000032812
3	4	0.402	DPOGS200540-PA	Msex2.08857-RE,Msex2.08859-RA	PIERAPT00000035496
3	4	0.402	DPOGS202854-PA	Msex2.10548-RA	PIERAPT00000011364,PIERAPT00000020938
3	4	0.402	DPOGS213218-PA	Msex2.12320-RA	PIERAPT00000000980,PIERAPT00000021104
3	4	0.402	DPOGS215629-PA	Msex2.10049-RA	PIERAPT00000020495,PIERAPT00000024099
3	4	0.401	DPOGS211909-PA	Msex2.12866-RA	PIERAPT00000028835,PIERAPT00000034491
3	4	0.4	DPOGS205427-PA	Msex2.11741-RA,Msex2.12961-RA	PIERAPT00000010591
3	4	0.4	DPOGS207402-PA	Msex2.01446-RA	PIERAPT00000008445,PIERAPT00000017904
3	4	0.4	DPOGS210074-PA	Msex2.13840-RA,Msex2.14486-RA	PIERAPT00000017759
3	4	0.4	DPOGS212539-PA	Msex2.12889-RA	PIERAPT00000012332,PIERAPT00000017481
3	4	0.4	DPOGS215117-PA	Msex2.11059-RB,Msex2.11060-RA	PIERAPT00000001093
3	4	0.398	DPOGS213115-PA	Msex2.12416-RA,Msex2.13891-RA	PIERAPT00000007549
3	4	0.398	DPOGS215476-PA	Msex2.13412-RA	PIERAPT00000003649,PIERAPT00000007663
3	4	0.397	DPOGS201043-PA,DPOGS201044-PA	Msex2.02223-RA	PIERAPT00000026850
3	4	0.397	DPOGS201798-PA	Msex2.08303-RB,Msex2.08305-RB	PIERAPT00000030729
3	4	0.397	DPOGS208501-PA	Msex2.06719-RA,Msex2.06720-RA	PIERAPT00000022209
3	4	0.397	DPOGS209625-PA	Msex2.11770-RA,Msex2.11952-RB	PIERAPT00000018586
3	4	0.397	DPOGS212746-PA	Msex2.07496-RA,Msex2.10108-RA	PIERAPT00000014921
3	4	0.397	DPOGS213111-PA	Msex2.12268-RA,Msex2.13387-RA	PIERAPT00000019836
3	4	0.396	DPOGS201148-PA	Msex2.13201-RA,Msex2.13202-RA	PIERAPT00000007035
3	4	0.396	DPOGS210842-PA	Msex2.09697-RA	PIERAPT00000007202,PIERAPT00000032971
3	4	0.395	DPOGS201145-PA	Msex2.10161-RC,Msex2.12885-RA	PIERAPT00000023543
3	4	0.395	DPOGS211768-PA	Msex2.05855-RA	PIERAPT00000005489,PIERAPT00000035551
3	4	0.395	DPOGS212990-PA	Msex2.00174-RB,Msex2.00175-RC	PIERAPT00000023902
3	4	0.393	DPOGS209852-PA	Msex2.03878-RA	PIERAPT00000015766,PIERAPT00000015891
3	4	0.391	DPOGS202250-PA	Msex2.08107-RB	PIERAPT00000026421,PIERAPT00000035530
3	4	0.391	DPOGS214258-PA	Msex2.10473-RA	PIERAPT00000017652,PIERAPT00000023425
3	4	0.39	DPOGS208427-PA	Msex2.09408-RA	PIERAPT00000008466,PIERAPT00000034929
3	4	0.387	DPOGS207885-PA	Msex2.00461-RA	PIERAPT00000031864,PIERAPT00000032081
3	4	0.387	DPOGS208847-PA	Msex2.10241-RA	PIERAPT00000014501,PIERAPT00000026582
3	4	0.386	DPOGS202462-PA	Msex2.14149-RA	PIERAPT00000021813,PIERAPT00000030593
3	4	0.386	DPOGS210295-PA	Msex2.11036-RA,Msex2.11038-RA	PIERAPT00000014275
3	4	0.386	DPOGS211981-PA	Msex2.04721-RB	PIERAPT00000009308,PIERAPT00000029827
3	4	0.385	DPOGS208763-PA,DPOGS215385-PA	Msex2.09367-RA	PIERAPT00000013149
3	4	0.382	DPOGS213077-PA	Msex2.14168-RA	PIERAPT00000017994,PIERAPT00000035690
3	4	0.382	DPOGS213128-PA	Msex2.06124-RA,Msex2.14504-RA	PIERAPT00000010088
3	4	0.38	DPOGS204625-PA	Msex2.13764-RA	PIERAPT00000006121,PIERAPT00000015475
3	4	0.379	DPOGS200520-PA,DPOGS201683-PA	Msex2.00147-RB	PIERAPT00000028446
3	4	0.379	DPOGS203783-PA	Msex2.12196-RB	PIERAPT00000003106,PIERAPT00000019527
3	4	0.379	DPOGS204505-PA	Msex2.03298-RA,Msex2.13655-RB	PIERAPT00000019786
3	4	0.377	DPOGS215538-PA	Msex2.11182-RB	PIERAPT00000027655,PIERAPT00000031725
3	4	0.374	DPOGS207332-PA	Msex2.15153-RA	PIERAPT00000010436,PIERAPT00000027327
3	4	0.373	DPOGS205226-PA	Msex2.05377-RA	PIERAPT00000003081,PIERAPT00000015313
3	4	0.372	DPOGS209031-PA	Msex2.03242-RA	PIERAPT00000002367,PIERAPT00000026741
3	4	0.372	DPOGS215188-PA,DPOGS215189-PA	Msex2.05889-RA	PIERAPT00000027290
3	4	0.371	DPOGS207383-PA	Msex2.01646-RA	PIERAPT00000008228,PIERAPT00000008975
3	4	0.369	DPOGS213691-PA	Msex2.08351-RB	PIERAPT00000007081,PIERAPT00000018328
3	4	0.367	DPOGS213854-PA	Msex2.02565-RA	PIERAPT00000002747,PIERAPT00000031880
3	4	0.364	DPOGS213663-PA	Msex2.10494-RA	PIERAPT00000003889,PIERAPT00000007276
3	4	0.359	DPOGS214254-PA	Msex2.10468-RA	PIERAPT00000004803,PIERAPT00000015105
3	4	0.351	DPOGS202904-PA	Msex2.12515-RC,Msex2.13981-RA	PIERAPT00000033575
3	4	0.348	DPOGS211431-PA	Msex2.07104-RA	PIERAPT00000003502,PIERAPT00000012642
3	4	0.343	DPOGS209537-PA	Msex2.14103-RB,Msex2.14362-RA	PIERAPT00000008299
3	4	0.335	DPOGS208483-PA	Msex2.13624-RB	PIERAPT00000015025,PIERAPT00000020278
3	4	0.33	DPOGS215777-PA	Msex2.05473-RA	PIERAPT00000010950,PIERAPT00000018927
3	4	0.328	DPOGS211977-PA	Msex2.13445-RA	PIERAPT00000003625,PIERAPT00000017158
3	4	0.323	DPOGS204216-PA	Msex2.09767-RA	PIERAPT00000001686,PIERAPT00000022927
3	4	0.304	DPOGS202463-PA	Msex2.14150-RA	PIERAPT00000006298,PIERAPT00000031795
3	4	0.304	DPOGS207630-PA	Msex2.10290-RA,Msex2.11662-RA	PIERAPT00000028387
3	4	0.294	DPOGS202203-PA	Msex2.07701-RA	PIERAPT00000007236,PIERAPT00000013371
3	4	0.294	DPOGS208329-PA	Msex2.07546-RA	PIERAPT00000012256,PIERAPT00000019656
3	4	0.286	DPOGS201693-PA	Msex2.11679-RA,Msex2.14449-RA	PIERAPT00000002763
3	4	0.283	DPOGS215050-PA	Msex2.01110-RA	PIERAPT00000015257,PIERAPT00000022894
3	4	0.279	DPOGS210015-PA	Msex2.07163-RE	PIERAPT00000003633,PIERAPT00000031276
3	4	0.277	DPOGS212941-PA	Msex2.06179-RA,Msex2.14496-RA	PIERAPT00000029466
3	4	0.275	DPOGS206355-PA	Msex2.04733-RA	PIERAPT00000010868,PIERAPT00000031469
