"TranscriptID","GeneID","GeneName"
"PIERAPT00000010264","PIERAPG00000004273","Or7a"
"PIERAPT00000010265","PIERAPG00000004274","March8"
"PIERAPT00000010266","PIERAPG00000004275","G112983"
"PIERAPT00000010267","PIERAPG00000004276","Os08g0135800"
"PIERAPT00000010275","PIERAPG00000004277","rplV"
"PIERAPT00000010277","PIERAPG00000004278","CYP4C1_4"
"PIERAPT00000010278","PIERAPG00000004279","Syf2_2"
"PIERAPT00000010285","PIERAPG00000004280","CIT"
"PIERAPT00000010292","PIERAPG00000004281","Cox7c_2"
"PIERAPT00000010293","PIERAPG00000004282","CUD4_3"
"PIERAPT00000010294","PIERAPG00000004283","Otop3"
"PIERAPT00000010301","PIERAPG00000004284","CDH17"
"PIERAPT00000010303","PIERAPG00000004285","gpn3"
"PIERAPT00000010304","PIERAPG00000004286","bab2"
"PIERAPT00000010307","PIERAPG00000004287","RS27A"
"PIERAPT00000010308","PIERAPG00000004288","dct-1"
"PIERAPT00000010309","PIERAPG00000004289","THI6"
"PIERAPT00000010312","PIERAPG00000004290","ZO84"
"PIERAPT00000010315","PIERAPG00000004291","anon-3B1.2_6"
"PIERAPT00000010316","PIERAPG00000004292","Hey"
"PIERAPT00000010318","PIERAPG00000004293","paxip1"
"PIERAPT00000010320","PIERAPG00000004294","ADAMTS3_2"
"PIERAPT00000010322","PIERAPG00000004295","cdk5"
"PIERAPT00000010323","PIERAPG00000004296","P9"
"PIERAPT00000010324","PIERAPG00000004297","Slc7a6"
"PIERAPT00000010325","PIERAPG00000004298","CI085"
"PIERAPT00000010326","PIERAPG00000004299","dnaA"
"PIERAPT00000010327","PIERAPG00000004300","smc4_2"
"PIERAPT00000010328","PIERAPG00000004301","alaS_2"
"PIERAPT00000010330","PIERAPG00000004302","Galphaq"
"PIERAPT00000010348","PIERAPG00000004303","Hcn2HCN4"
"PIERAPT00000010349","PIERAPG00000004304","Slc16a14"
"PIERAPT00000010351","PIERAPG00000004305","PRKCG_2"
"PIERAPT00000010353","PIERAPG00000004306","CG32736"
"PIERAPT00000010354","PIERAPG00000004307","ara"
"PIERAPT00000010358","PIERAPG00000004308","Cyp6g2CYP6K1"
"PIERAPT00000010360","PIERAPG00000004309","caup"
"PIERAPT00000010361","PIERAPG00000004310","alkJ"
"PIERAPT00000010362","PIERAPG00000004311","G102662"
"PIERAPT00000010363","PIERAPG00000004312","G105448"
"PIERAPT00000010364","PIERAPG00000004313","ldbr"
"PIERAPT00000010365","PIERAPG00000004314","DRAM2"
"PIERAPT00000010366","PIERAPG00000004315","yqiG"
"PIERAPT00000010367","PIERAPG00000004316","ltaS2"
"PIERAPT00000010371","PIERAPG00000004317","Ken-072rpoCric-3"
"PIERAPT00000010376","PIERAPG00000004318","CG8745"
"PIERAPT00000010381","PIERAPG00000004319","l(1)G0156"
"PIERAPT00000010386","PIERAPG00000004320","rsgAPSB5MIMI_R455"
"PIERAPT00000010388","PIERAPG00000004321","Vps37b"
"PIERAPT00000010389","PIERAPG00000004322","VCP_2"
"PIERAPT00000010391","PIERAPG00000004323","rpsF_2"
"PIERAPT00000010392","PIERAPG00000004324","Ero1L"
"PIERAPT00000010393","PIERAPG00000004325","dsx"
"PIERAPT00000010396","PIERAPG00000004326","tycCmycCppsB"
"PIERAPT00000010398","PIERAPG00000004327","kpr-1SPAC458.02cTAOK2"
"PIERAPT00000010414","PIERAPG00000004328","ssb"
"PIERAPT00000010415","PIERAPG00000004329","MAN2B1"
"PIERAPT00000010419","PIERAPG00000004330","TRYP_5"
"PIERAPT00000010420","PIERAPG00000004331","PRX"
"PIERAPT00000010421","PIERAPG00000004332","Adcy5"
"PIERAPT00000010425","PIERAPG00000004333","abcG23"
"PIERAPT00000010427","PIERAPG00000004334","CG15027"
"PIERAPT00000010428","PIERAPG00000004335","Anp32a"
"PIERAPT00000010429","PIERAPG00000004336","TRYM"
"PIERAPT00000010430","PIERAPG00000004337","NUDT14"
"PIERAPT00000010431","PIERAPG00000004338","G114877"
"PIERAPT00000010432","PIERAPG00000004339","TppII_2"
"PIERAPT00000010434","PIERAPG00000004340","esr1"
"PIERAPT00000010435","PIERAPG00000004341","trip13"
"PIERAPT00000010436","PIERAPG00000004342","Spec2"
"PIERAPT00000010441","PIERAPG00000004343","trio_2"
"PIERAPT00000010445","PIERAPG00000004344","wcd"
"PIERAPT00000010446","PIERAPG00000004345","CU002C21orf2"
"PIERAPT00000010452","PIERAPG00000004346","guaA"
"PIERAPT00000010453","PIERAPG00000004347","Prps1"
"PIERAPT00000010454","PIERAPG00000004348","VCP_3"
"PIERAPT00000010455","PIERAPG00000004349","Gld_10"
"PIERAPT00000010458","PIERAPG00000004350","harbi1_2"
"PIERAPT00000010459","PIERAPG00000004351","OR5P3"
"PIERAPT00000010460","PIERAPG00000004352","rergl_2"
"PIERAPT00000010461","PIERAPG00000004353","vit-3"
"PIERAPT00000010463","PIERAPG00000004354","gly-6pgant3"
"PIERAPT00000010466","PIERAPG00000004355","ZUFSP"
"PIERAPT00000010467","PIERAPG00000004356","fdl"
"PIERAPT00000010468","PIERAPG00000004357","hoxa13a"
"PIERAPT00000010469","PIERAPG00000004358","UGT2B19UGT2B4"
"PIERAPT00000010475","PIERAPG00000004359","LUCI_2"
"PIERAPT00000010479","PIERAPG00000004360","G108407"
"PIERAPT00000010484","PIERAPG00000004361","HOMER2"
"PIERAPT00000010485","PIERAPG00000004362","CDC19"
"PIERAPT00000010487","PIERAPG00000004363","KIAA0195"
"PIERAPT00000010488","PIERAPG00000004364","snk_4"
"PIERAPT00000010491","PIERAPG00000004365","Ccp84Ab_4"
"PIERAPT00000010492","PIERAPG00000004366","h2afv"
"PIERAPT00000010493","PIERAPG00000004367","Pglyrp2"
"PIERAPT00000010494","PIERAPG00000004368","MLR"
"PIERAPT00000010495","PIERAPG00000004369","TrpA1_2"
"PIERAPT00000010496","PIERAPG00000004370","KLHL10"
"PIERAPT00000010498","PIERAPG00000004371","PGBD3"
"PIERAPT00000010499","PIERAPG00000004372","Obp28a"
"PIERAPT00000010500","PIERAPG00000004373","SULT1C4"
"PIERAPT00000010502","PIERAPG00000004374","gshAB"
"PIERAPT00000010503","PIERAPG00000004375","Myo18a"
"PIERAPT00000010508","PIERAPG00000004376","O1617"
"PIERAPT00000010509","PIERAPG00000004377","PebIII_4"
"PIERAPT00000010511","PIERAPG00000004378","SORL1_2"
"PIERAPT00000010517","PIERAPG00000004379","SXL"
"PIERAPT00000010521","PIERAPG00000004380","ZSWIM5_2"
"PIERAPT00000010522","PIERAPG00000004381","G110439"
"PIERAPT00000010525","PIERAPG00000004382","ML1624"
"PIERAPT00000010526","PIERAPG00000004383","HMCN1_3"
"PIERAPT00000010527","PIERAPG00000004384","GBA_2"
"PIERAPT00000010528","PIERAPG00000004385","FBL4"
"PIERAPT00000010529","PIERAPG00000004386","HPGD_2"
"PIERAPT00000010530","PIERAPG00000004387","ppp1r37_2"
"PIERAPT00000010531","PIERAPG00000004388","fgaAT"
"PIERAPT00000010533","PIERAPG00000004389","xkdD"
"PIERAPT00000010534","PIERAPG00000004390","Slc3a1"
"PIERAPT00000010535","PIERAPG00000004391","LRP11"
"PIERAPT00000010536","PIERAPG00000004392","TNeu058c09.1"
"PIERAPT00000010537","PIERAPG00000004393","Fur1"
"PIERAPT00000010540","PIERAPG00000004394","BOK"
"PIERAPT00000010543","PIERAPG00000004395","BTBD3"
"PIERAPT00000010544","PIERAPG00000004396","G103197"
"PIERAPT00000010545","PIERAPG00000004397","Ttpa"
"PIERAPT00000010547","PIERAPG00000004398","CPAMD8"
"PIERAPT00000010550","PIERAPG00000004399","CYP6L1Cyp28d1"
"PIERAPT00000010551","PIERAPG00000004400","rbm26"
"PIERAPT00000010552","PIERAPG00000004401","ZBED1"
"PIERAPT00000010553","PIERAPG00000004402","HECA"
"PIERAPT00000010554","PIERAPG00000004403","fum-1"
"PIERAPT00000010558","PIERAPG00000004404","ets1-bETS2"
"PIERAPT00000010566","PIERAPG00000004405","IGBP1"
"PIERAPT00000010567","PIERAPG00000004406","Ube3c"
"PIERAPT00000010571","PIERAPG00000004407","glnR"
"PIERAPT00000010572","PIERAPG00000004408","GA14587_2"
"PIERAPT00000010573","PIERAPG00000004409","anon-3B1.2_7"
"PIERAPT00000010577","PIERAPG00000004410","OXCT1"
"PIERAPT00000010578","PIERAPG00000004411","Golt1a"
"PIERAPT00000010579","PIERAPG00000004412","Grd"
"PIERAPT00000010580","PIERAPG00000004413","Slc6a17"
"PIERAPT00000010581","PIERAPG00000004414","ken"
"PIERAPT00000010584","PIERAPG00000004415","DPP9DPP8"
"PIERAPT00000010590","PIERAPG00000004416","Ac76E_3"
"PIERAPT00000010591","PIERAPG00000004417","MYNNmrtD"
"PIERAPT00000010596","PIERAPG00000004418","MRPL30"
"PIERAPT00000010598","PIERAPG00000004419","mRpL39"
"PIERAPT00000010599","PIERAPG00000004420","CA043C1orf43"
"PIERAPT00000010602","PIERAPG00000004421","G110556"
"PIERAPT00000010603","PIERAPG00000004422","Npas4"
"PIERAPT00000010604","PIERAPG00000004423","HERC2_2"
"PIERAPT00000010605","PIERAPG00000004424","expZ"
"PIERAPT00000010606","PIERAPG00000004425","G110611"
"PIERAPT00000010607","PIERAPG00000004426","col27a1a"
"PIERAPT00000010608","PIERAPG00000004427","RPGRIP1"
"PIERAPT00000010609","PIERAPG00000004428","mleA"
"PIERAPT00000010610","PIERAPG00000004429","G111783"
"PIERAPT00000010612","PIERAPG00000004430","TMBIM4"
"PIERAPT00000010614","PIERAPG00000004431","KCRM"
"PIERAPT00000010615","PIERAPG00000004432","Adcy10"
"PIERAPT00000010616","PIERAPG00000004433","G102921"
"PIERAPT00000010617","PIERAPG00000004434","G113307"
"PIERAPT00000010627","PIERAPG00000004435","Ars2"
"PIERAPT00000010634","PIERAPG00000004436","CG8306"
"PIERAPT00000010642","PIERAPG00000004437","scrib"
"PIERAPT00000010646","PIERAPG00000004438","papl"
"PIERAPT00000010650","PIERAPG00000004439","HUS1"
"PIERAPT00000010653","PIERAPG00000004440","akr2e_5"
"PIERAPT00000010655","PIERAPG00000004441","tatD_2"
"PIERAPT00000010656","PIERAPG00000004442","ftsK1"
"PIERAPT00000010658","PIERAPG00000004443","mblac1"
"PIERAPT00000010659","PIERAPG00000004444","CD22"
"PIERAPT00000010660","PIERAPG00000004445","rg_2"
"PIERAPT00000010661","PIERAPG00000004446","Ces1c"
"PIERAPT00000010666","PIERAPG00000004447","TTLL3A"
"PIERAPT00000010669","PIERAPG00000004448","MAP65-8"
"PIERAPT00000010673","PIERAPG00000004449","SLC25A44"
"PIERAPT00000010674","PIERAPG00000004450","alaSSPAC9G1.08c"
"PIERAPT00000010676","PIERAPG00000004451","M6pr"
"PIERAPT00000010681","PIERAPG00000004452","sls_2"
"PIERAPT00000010698","PIERAPG00000004453","Dhx57"
"PIERAPT00000010701","PIERAPG00000004454","SLM1"
"PIERAPT00000010704","PIERAPG00000004455","Jafrac1"
"PIERAPT00000010708","PIERAPG00000004456","AIF"
"PIERAPT00000010713","PIERAPG00000004457","CG31559_2"
"PIERAPT00000010716","PIERAPG00000004458","Rpusd2"
"PIERAPT00000010717","PIERAPG00000004459","Scrt2"
"PIERAPT00000010720","PIERAPG00000004460","XPNPEP3"
"PIERAPT00000010722","PIERAPG00000004461","G113118"
"PIERAPT00000010723","PIERAPG00000004462","sqh"
"PIERAPT00000010724","PIERAPG00000004463","Arp8"
"PIERAPT00000010725","PIERAPG00000004464","MB"
"PIERAPT00000010726","PIERAPG00000004465","eIF3-S6"
"PIERAPT00000010727","PIERAPG00000004466","cac_2"
"PIERAPT00000010732","PIERAPG00000004467","UBR4"
"PIERAPT00000010733","PIERAPG00000004468","NRD1_2"
"PIERAPT00000010734","PIERAPG00000004469","Atp13a2"
"PIERAPT00000010735","PIERAPG00000004470","Myo61F_2"
"PIERAPT00000010737","PIERAPG00000004471","KIAA0195_2"
"PIERAPT00000010738","PIERAPG00000004472","Unc13b"
"PIERAPT00000010739","PIERAPG00000004473","SYNE2"
"PIERAPT00000010740","PIERAPG00000004474","WDR75"
"PIERAPT00000010741","PIERAPG00000004475","Orct_3"
"PIERAPT00000010742","PIERAPG00000004476","4CL24CL3"
"PIERAPT00000010747","PIERAPG00000004477","GPR64"
"PIERAPT00000010748","PIERAPG00000004478","ZNF574"
"PIERAPT00000010749","PIERAPG00000004479","HINT1"
"PIERAPT00000010755","PIERAPG00000004480","G108252"
"PIERAPT00000010774","PIERAPG00000004481","hyd"
"PIERAPT00000010793","PIERAPG00000004482","Rdh13"
"PIERAPT00000010794","PIERAPG00000004483","Rbbp5_2"
"PIERAPT00000010798","PIERAPG00000004484","slc25a25"
"PIERAPT00000010802","PIERAPG00000004485","Gria2"
"PIERAPT00000010804","PIERAPG00000004486","NPTX2"
"PIERAPT00000010807","PIERAPG00000004487","PDIA5"
"PIERAPT00000010810","PIERAPG00000004488","arcB"
"PIERAPT00000010811","PIERAPG00000004489","DDB_G0292498"
"PIERAPT00000010812","PIERAPG00000004490","Gld_11"
"PIERAPT00000010813","PIERAPG00000004491","Inx3_2"
"PIERAPT00000010814","PIERAPG00000004492","G108134"
"PIERAPT00000010815","PIERAPG00000004493","Orct_4"
"PIERAPT00000010816","PIERAPG00000004494","Sdcbp"
"PIERAPT00000010821","PIERAPG00000004495","PLA2G3"
"PIERAPT00000010823","PIERAPG00000004496","TNXB"
"PIERAPT00000010824","PIERAPG00000004497","C15orf26"
"PIERAPT00000010830","PIERAPG00000004498","EI24"
"PIERAPT00000010831","PIERAPG00000004499","clvs2"
"PIERAPT00000010832","PIERAPG00000004500","Hcn4"
"PIERAPT00000010833","PIERAPG00000004501","pyrD_2"
"PIERAPT00000010834","PIERAPG00000004502","UBE2R2_2"
"PIERAPT00000010835","PIERAPG00000004503","Sqrdl"
"PIERAPT00000010836","PIERAPG00000004504","DTNBP1"
"PIERAPT00000010837","PIERAPG00000004505","DNAH5"
"PIERAPT00000010838","PIERAPG00000004506","Sbspon"
"PIERAPT00000010839","PIERAPG00000004507","CG5380"
"PIERAPT00000010841","PIERAPG00000004508","HUGA"
"PIERAPT00000010844","PIERAPG00000004509","FAM166BEgfr"
"PIERAPT00000010846","PIERAPG00000004510","BAIAP2"
"PIERAPT00000010848","PIERAPG00000004511","HLHmbetaMMRN1"
"PIERAPT00000010850","PIERAPG00000004512","kcnab3"
"PIERAPT00000010851","PIERAPG00000004513","Usp7_3"
"PIERAPT00000010852","PIERAPG00000004514","agp"
"PIERAPT00000010853","PIERAPG00000004515","pont"
"PIERAPT00000010855","PIERAPG00000004516","mpp7"
"PIERAPT00000010856","PIERAPG00000004517","ESTF_5"
"PIERAPT00000010859","PIERAPG00000004518","lonENOX1"
"PIERAPT00000010860","PIERAPG00000004519","arcB_2"
"PIERAPT00000010861","PIERAPG00000004520","recR_2"
"PIERAPT00000010862","PIERAPG00000004521","ESTF_6"
"PIERAPT00000010864","PIERAPG00000004522","Trf"
"PIERAPT00000010865","PIERAPG00000004523","SdhB_2"
"PIERAPT00000010866","PIERAPG00000004524","tpm"
"PIERAPT00000010868","PIERAPG00000004525","CAPN7"
"PIERAPT00000010870","PIERAPG00000004526","G110792"
"PIERAPT00000010871","PIERAPG00000004527","slc24a5"
"PIERAPT00000010872","PIERAPG00000004528","RLBP1"
"PIERAPT00000010874","PIERAPG00000004529","PRCC"
"PIERAPT00000010875","PIERAPG00000004530","EDC3"
"PIERAPT00000010877","PIERAPG00000004531","T05H10.6"
"PIERAPT00000010881","PIERAPG00000004532","MOS11"
"PIERAPT00000010883","PIERAPG00000004533","chchd4_2"
"PIERAPT00000010886","PIERAPG00000004534","ddx46"
"PIERAPT00000010887","PIERAPG00000004535","sfh5"
"PIERAPT00000010888","PIERAPG00000004536","G110297"
"PIERAPT00000010889","PIERAPG00000004537","LEF5"
"PIERAPT00000010892","PIERAPG00000004538","CG32138"
"PIERAPT00000010902","PIERAPG00000004539","ACOX3"
"PIERAPT00000010915","PIERAPG00000004540","Htr2b"
"PIERAPT00000010918","PIERAPG00000004541","w_2"
"PIERAPT00000010919","PIERAPG00000004542","eIF-2beta"
"PIERAPT00000010920","PIERAPG00000004543","Acox1"
"PIERAPT00000010921","PIERAPG00000004544","enoph1"
"PIERAPT00000010923","PIERAPG00000004545","Ankrd49"
"PIERAPT00000010924","PIERAPG00000004546","stx18"
"PIERAPT00000010926","PIERAPG00000004547","Dnajc14"
"PIERAPT00000010928","PIERAPG00000004548","G113894"
"PIERAPT00000010932","PIERAPG00000004549","nodB"
"PIERAPT00000010934","PIERAPG00000004550","Efcab2"
"PIERAPT00000010936","PIERAPG00000004551","ZNF254"
"PIERAPT00000010940","PIERAPG00000004552","VPI_2"
"PIERAPT00000010942","PIERAPG00000004553","FV3-067L"
"PIERAPT00000010944","PIERAPG00000004554","mdoH"
"PIERAPT00000010950","PIERAPG00000004555","GGCT_2"
"PIERAPT00000010952","PIERAPG00000004556","Ppi20"
"PIERAPT00000010953","PIERAPG00000004557","nrv2_3"
"PIERAPT00000010954","PIERAPG00000004558","Meiob"
"PIERAPT00000010958","PIERAPG00000004559","Arl6ip1"
"PIERAPT00000010965","PIERAPG00000004560","G113132"
"PIERAPT00000010967","PIERAPG00000004561","Rnf41_2"
"PIERAPT00000010968","PIERAPG00000004562","HSD17B13"
"PIERAPT00000010969","PIERAPG00000004563","Arhgef11_2"
"PIERAPT00000010971","PIERAPG00000004564","SPCC594.04c"
"PIERAPT00000010972","PIERAPG00000004565","mcts1"
"PIERAPT00000010975","PIERAPG00000004566","GLB1"
"PIERAPT00000010979","PIERAPG00000004567","ZG17_2"
"PIERAPT00000010981","PIERAPG00000004568","ADCK1"
"PIERAPT00000010983","PIERAPG00000004569","PSMC3IP"
"PIERAPT00000010984","PIERAPG00000004570","Pdgfra"
"PIERAPT00000010987","PIERAPG00000004571","LTBP4AZIN1At1g17220secA"
"PIERAPT00000010992","PIERAPG00000004572","lama"
"PIERAPT00000010993","PIERAPG00000004573","Mal-A1_2"
"PIERAPT00000010996","PIERAPG00000004574","CUO6_2"
"PIERAPT00000010998","PIERAPG00000004575","Lcp65Ag1"
"PIERAPT00000010999","PIERAPG00000004576","PPP1R16B"
"PIERAPT00000011000","PIERAPG00000004577","G103006"
"PIERAPT00000011001","PIERAPG00000004578","PebIII_5"
"PIERAPT00000011010","PIERAPG00000004579","BRD7"
"PIERAPT00000011016","PIERAPG00000004580","mrcA"
"PIERAPT00000011017","PIERAPG00000004581","lig1ZNF780BZNF358ZNF227"
"PIERAPT00000011023","PIERAPG00000004582","lig1"
"PIERAPT00000011024","PIERAPG00000004583","ZBED2"
"PIERAPT00000011025","PIERAPG00000004584","G106879"
"PIERAPT00000011027","PIERAPG00000004585","HSD17B8"
"PIERAPT00000011028","PIERAPG00000004586","PAB1"
"PIERAPT00000011029","PIERAPG00000004587","Megf8"
"PIERAPT00000011030","PIERAPG00000004588","VPS41"
"PIERAPT00000011031","PIERAPG00000004589","NME9"
"PIERAPT00000011033","PIERAPG00000004590","G100799"
"PIERAPT00000011035","PIERAPG00000004591","infB_6"
"PIERAPT00000011036","PIERAPG00000004592","CG3527"
"PIERAPT00000011040","PIERAPG00000004593","At5g18840SV2BSV2C"
"PIERAPT00000011042","PIERAPG00000004594","nAChRbeta2_2"
"PIERAPT00000011043","PIERAPG00000004595","AAEL007634"
"PIERAPT00000011044","PIERAPG00000004596","Pxd_3"
"PIERAPT00000011046","PIERAPG00000004597","Atg16l1atg16"
"PIERAPT00000011051","PIERAPG00000004598","ACO2"
"PIERAPT00000011052","PIERAPG00000004599","G106774"
"PIERAPT00000011053","PIERAPG00000004600","Inpp5e"
"PIERAPT00000011057","PIERAPG00000004601","hmu"
"PIERAPT00000011058","PIERAPG00000004602","Ppp1r14b"
"PIERAPT00000011059","PIERAPG00000004603","argR1"
"PIERAPT00000011060","PIERAPG00000004604","tcsA"
"PIERAPT00000011061","PIERAPG00000004605","G105527"
"PIERAPT00000011062","PIERAPG00000004606","AGL"
"PIERAPT00000011064","PIERAPG00000004607","VKT2"
"PIERAPT00000011066","PIERAPG00000004608","nrf-6_7"
"PIERAPT00000011069","PIERAPG00000004609","msta_3"
"PIERAPT00000011070","PIERAPG00000004610","At3g05165Tret1"
"PIERAPT00000011073","PIERAPG00000004611","MINOS1"
"PIERAPT00000011074","PIERAPG00000004612","RpL13"
"PIERAPT00000011077","PIERAPG00000004613","ck"
"PIERAPT00000011079","PIERAPG00000004614","PRMT6.1"
"PIERAPT00000011080","PIERAPG00000004615","TBB1_2"
"PIERAPT00000011081","PIERAPG00000004616","CDC73"
"PIERAPT00000011083","PIERAPG00000004617","glmU_2"
"PIERAPT00000011084","PIERAPG00000004618","UGP2"
"PIERAPT00000011088","PIERAPG00000004619","MUC19"
"PIERAPT00000011091","PIERAPG00000004620","gkap1"
"PIERAPT00000011095","PIERAPG00000004621","G106415"
"PIERAPT00000011097","PIERAPG00000004622","CG6621"
"PIERAPT00000011101","PIERAPG00000004623","ACR4"
"PIERAPT00000011102","PIERAPG00000004624","e(y)1"
"PIERAPT00000011103","PIERAPG00000004625","CHB1"
"PIERAPT00000011104","PIERAPG00000004626","Exosc1"
"PIERAPT00000011105","PIERAPG00000004627","Cyp304a1_3"
"PIERAPT00000011106","PIERAPG00000004628","Adf1_4"
"PIERAPT00000011112","PIERAPG00000004629","ARHGAP39"
"PIERAPT00000011114","PIERAPG00000004630","Ndufv1"
"PIERAPT00000011115","PIERAPG00000004631","ZNF845"
"PIERAPT00000011117","PIERAPG00000004632","Dock7DOCK6"
"PIERAPT00000011125","PIERAPG00000004633","Fas2"
"PIERAPT00000011128","PIERAPG00000004634","eca"
"PIERAPT00000011129","PIERAPG00000004635","GNRHR"
"PIERAPT00000011130","PIERAPG00000004636","Cdlc2"
"PIERAPT00000011135","PIERAPG00000004637","Cad89D"
"PIERAPT00000011145","PIERAPG00000004638","CNOT11"
"PIERAPT00000011147","PIERAPG00000004639","ligAFAB1D"
"PIERAPT00000011148","PIERAPG00000004640","HMCT_2"
"PIERAPT00000011150","PIERAPG00000004641","dnaA_2"
"PIERAPT00000011151","PIERAPG00000004642","LON3"
"PIERAPT00000011154","PIERAPG00000004643","Tmem161b"
"PIERAPT00000011156","PIERAPG00000004644","slc36a4_3"
"PIERAPT00000011158","PIERAPG00000004645","hyi"
"PIERAPT00000011159","PIERAPG00000004646","PLB1_2"
"PIERAPT00000011163","PIERAPG00000004647","cry"
"PIERAPT00000011171","PIERAPG00000004648","bi"
"PIERAPT00000011183","PIERAPG00000004649","endoA"
"PIERAPT00000011184","PIERAPG00000004650","PPIH"
"PIERAPT00000011186","PIERAPG00000004651","G112571"
"PIERAPT00000011187","PIERAPG00000004652","MICALL2Micall1"
"PIERAPT00000011190","PIERAPG00000004653","G107548"
"PIERAPT00000011191","PIERAPG00000004654","CHO2"
"PIERAPT00000011192","PIERAPG00000004655","Src42A"
"PIERAPT00000011193","PIERAPG00000004656","ktoIIV6-261R"
"PIERAPT00000011211","PIERAPG00000004657","ANPEP"
"PIERAPT00000011212","PIERAPG00000004658","Sigirr"
"PIERAPT00000011214","PIERAPG00000004659","Or30a"
"PIERAPT00000011215","PIERAPG00000004660","XDH_2"
"PIERAPT00000011216","PIERAPG00000004661","G103714"
"PIERAPT00000011217","PIERAPG00000004662","Kiaa1109_2"
"PIERAPT00000011218","PIERAPG00000004663","SMN1"
"PIERAPT00000011220","PIERAPG00000004664","CG5065_4"
"PIERAPT00000011221","PIERAPG00000004665","F40A3.3_2"
"PIERAPT00000011227","PIERAPG00000004666","C2CD2"
"PIERAPT00000011238","PIERAPG00000004667","nuoH"
"PIERAPT00000011241","PIERAPG00000004668","crhbp"
"PIERAPT00000011245","PIERAPG00000004669","CACNA2D4"
"PIERAPT00000011246","PIERAPG00000004670","bowl"
"PIERAPT00000011247","PIERAPG00000004671","TSPAN6Cd53_2"
"PIERAPT00000011249","PIERAPG00000004672","UPF2"
"PIERAPT00000011270","PIERAPG00000004673","Ncor2"
"PIERAPT00000011280","PIERAPG00000004674","TUBGCP6"
"PIERAPT00000011283","PIERAPG00000004675","B1_3"
"PIERAPT00000011284","PIERAPG00000004676","purQ"
"PIERAPT00000011285","PIERAPG00000004677","Rv1760"
"PIERAPT00000011288","PIERAPG00000004678","Zdhhc6"
"PIERAPT00000011289","PIERAPG00000004679","CHYM1_5"
"PIERAPT00000011290","PIERAPG00000004680","GA17800"
"PIERAPT00000011291","PIERAPG00000004681","NIP1"
"PIERAPT00000011292","PIERAPG00000004682","DROSHA"
"PIERAPT00000011298","PIERAPG00000004683","Wdr38"
"PIERAPT00000011300","PIERAPG00000004684","aos"
"PIERAPT00000011301","PIERAPG00000004685","Akt1"
"PIERAPT00000011302","PIERAPG00000004686","INPP5A_2"
"PIERAPT00000011303","PIERAPG00000004687","SCAPER_2"
"PIERAPT00000011304","PIERAPG00000004688","Kcnh1"
"PIERAPT00000011305","PIERAPG00000004689","y_4"
"PIERAPT00000011306","PIERAPG00000004690","fbxw1"
