"TrxID","GeneName","GeneID"
"PIERAPT00000016114","NOSTRIN","PIERAPG00000006698"
"PIERAPT00000016115","HMCN2_2","PIERAPG00000006699"
"PIERAPT00000016116","Mmd2","PIERAPG00000006700"
"PIERAPT00000016117","MJ0943","PIERAPG00000006701"
"PIERAPT00000016118","AFF4","PIERAPG00000006702"
"PIERAPT00000016119","AFF4","PIERAPG00000006702"
"PIERAPT00000016120","AFF4","PIERAPG00000006702"
"PIERAPT00000016121","AFF4","PIERAPG00000006702"
"PIERAPT00000016122","AFF4","PIERAPG00000006702"
"PIERAPT00000016123","AFF4","PIERAPG00000006702"
"PIERAPT00000016124","AFF4","PIERAPG00000006702"
"PIERAPT00000016125","ufsp2","PIERAPG00000006703"
"PIERAPT00000016126","pelCfixG","PIERAPG00000006704"
"PIERAPT00000016127","pelCfixG","PIERAPG00000006704"
"PIERAPT00000016128","pelCfixG","PIERAPG00000006704"
"PIERAPT00000016129","TMPRSS13","PIERAPG00000006705"
"PIERAPT00000016130","CHYM1CHYM2","PIERAPG00000006706"
"PIERAPT00000016131","CHYM1CHYM2","PIERAPG00000006706"
"PIERAPT00000016132","CHYM1CHYM2","PIERAPG00000006706"
"PIERAPT00000016133","CHYM1CHYM2","PIERAPG00000006706"
"PIERAPT00000016134","CHYM1CHYM2","PIERAPG00000006706"
"PIERAPT00000016135","CHYM1CHYM2","PIERAPG00000006706"
"PIERAPT00000016136","CHYM1CHYM2","PIERAPG00000006706"
"PIERAPT00000016137","G100481","PIERAPG00000006707"
"PIERAPT00000016138","SDAD1","PIERAPG00000006708"
"PIERAPT00000016139","MIMI_L577","PIERAPG00000006709"
"PIERAPT00000016140","crn","PIERAPG00000006710"
"PIERAPT00000016141","crn","PIERAPG00000006710"
"PIERAPT00000016142","crn","PIERAPG00000006710"
"PIERAPT00000016143","crn","PIERAPG00000006710"
"PIERAPT00000016144","crn","PIERAPG00000006710"
"PIERAPT00000016145","crn","PIERAPG00000006710"
"PIERAPT00000016146","crn","PIERAPG00000006710"
"PIERAPT00000016147","PDE6D","PIERAPG00000006711"
"PIERAPT00000016148","PDE6D","PIERAPG00000006711"
"PIERAPT00000016149","Pdss2_2","PIERAPG00000006712"
"PIERAPT00000016150","Pdss2_2","PIERAPG00000006712"
"PIERAPT00000016151","CG8858_2","PIERAPG00000006713"
"PIERAPT00000016152","UL32","PIERAPG00000006714"
"PIERAPT00000016153","UL32","PIERAPG00000006714"
"PIERAPT00000016154","Dys_3","PIERAPG00000006715"
"PIERAPT00000016155","Dys_3","PIERAPG00000006715"
"PIERAPT00000016156","G101686","PIERAPG00000006716"
"PIERAPT00000016157","SFXN1","PIERAPG00000006717"
"PIERAPT00000016158","SFXN1","PIERAPG00000006717"
"PIERAPT00000016159","Cabin1","PIERAPG00000006718"
"PIERAPT00000016160","ORCK","PIERAPG00000006719"
"PIERAPT00000016161","Syne1anc-1","PIERAPG00000006720"
"PIERAPT00000016162","Syne1anc-1","PIERAPG00000006720"
"PIERAPT00000016163","Syne1anc-1","PIERAPG00000006720"
"PIERAPT00000016164","Syne1anc-1","PIERAPG00000006720"
"PIERAPT00000016165","Syne1anc-1","PIERAPG00000006720"
"PIERAPT00000016166","arcB_3","PIERAPG00000006721"
"PIERAPT00000016167","cnc","PIERAPG00000006722"
"PIERAPT00000016168","cnc","PIERAPG00000006722"
"PIERAPT00000016169","cnc","PIERAPG00000006722"
"PIERAPT00000016170","cnc","PIERAPG00000006722"
"PIERAPT00000016171","cnc","PIERAPG00000006722"
"PIERAPT00000016172","cnc","PIERAPG00000006722"
"PIERAPT00000016173","cnc","PIERAPG00000006722"
"PIERAPT00000016174","cnc","PIERAPG00000006722"
"PIERAPT00000016175","cnc","PIERAPG00000006722"
"PIERAPT00000016176","cnc","PIERAPG00000006722"
"PIERAPT00000016177","cnc","PIERAPG00000006722"
"PIERAPT00000016178","sqd","PIERAPG00000006723"
"PIERAPT00000016179","PTRHD1","PIERAPG00000006724"
"PIERAPT00000016180","Fur1_2","PIERAPG00000006725"
"PIERAPT00000016181","Fur1_2","PIERAPG00000006725"
"PIERAPT00000016182","Fur1_2","PIERAPG00000006725"
"PIERAPT00000016183","Fur1_2","PIERAPG00000006725"
"PIERAPT00000016184","Fur1_2","PIERAPG00000006725"
"PIERAPT00000016185","Fur1_2","PIERAPG00000006725"
"PIERAPT00000016186","Fur1_2","PIERAPG00000006725"
"PIERAPT00000016187","Fur1_2","PIERAPG00000006725"
"PIERAPT00000016188","PyK_2","PIERAPG00000006726"
"PIERAPT00000016189","PyK_2","PIERAPG00000006726"
"PIERAPT00000016190","PyK_2","PIERAPG00000006726"
"PIERAPT00000016191","eg","PIERAPG00000006727"
"PIERAPT00000016192","F17H10.3","PIERAPG00000006728"
"PIERAPT00000016193","Fbn2FBN1","PIERAPG00000006729"
"PIERAPT00000016194","Fbn2FBN1","PIERAPG00000006729"
"PIERAPT00000016195","Fbn2FBN1","PIERAPG00000006729"
"PIERAPT00000016196","Fbn2FBN1","PIERAPG00000006729"
"PIERAPT00000016197","Fbn2FBN1","PIERAPG00000006729"
"PIERAPT00000016198","Fbn2FBN1","PIERAPG00000006729"
"PIERAPT00000016199","Fbn2FBN1","PIERAPG00000006729"
"PIERAPT00000016200","Fbn2FBN1","PIERAPG00000006729"
"PIERAPT00000016201","Fbn2FBN1","PIERAPG00000006729"
"PIERAPT00000016202","Fbn2FBN1","PIERAPG00000006729"
"PIERAPT00000016203","Fbn2FBN1","PIERAPG00000006729"
"PIERAPT00000016204","Tmprss12","PIERAPG00000006730"
"PIERAPT00000016205","lpxB","PIERAPG00000006731"
"PIERAPT00000016206","lpxB","PIERAPG00000006731"
"PIERAPT00000016207","lpxB","PIERAPG00000006731"
"PIERAPT00000016208","lpxB","PIERAPG00000006731"
"PIERAPT00000016209","abd1rplR","PIERAPG00000006732"
"PIERAPT00000016210","abd1rplR","PIERAPG00000006732"
"PIERAPT00000016211","abd1rplR","PIERAPG00000006732"
"PIERAPT00000016212","abd1rplR","PIERAPG00000006732"
"PIERAPT00000016213","abd1rplR","PIERAPG00000006732"
"PIERAPT00000016214","abd1rplR","PIERAPG00000006732"
"PIERAPT00000016215","Tril","PIERAPG00000006733"
"PIERAPT00000016216","CYC","PIERAPG00000006734"
"PIERAPT00000016217","creld2-a","PIERAPG00000006735"
"PIERAPT00000016218","NDUFA11","PIERAPG00000006736"
"PIERAPT00000016219","NSA2","PIERAPG00000006737"
"PIERAPT00000016220","ZNF8","PIERAPG00000006738"
"PIERAPT00000016221","MIPEP_2","PIERAPG00000006739"
"PIERAPT00000016222","MIPEP_2","PIERAPG00000006739"
"PIERAPT00000016223","MIPEP_2","PIERAPG00000006739"
"PIERAPT00000016224","Arap2","PIERAPG00000006740"
"PIERAPT00000016225","Arap2","PIERAPG00000006740"
"PIERAPT00000016226","alsE","PIERAPG00000006741"
"PIERAPT00000016227","NDUFS4","PIERAPG00000006742"
"PIERAPT00000016228","Znf771","PIERAPG00000006743"
"PIERAPT00000016229","Rabgap1","PIERAPG00000006744"
"PIERAPT00000016230","Rabgap1","PIERAPG00000006744"
"PIERAPT00000016231","Rabgap1","PIERAPG00000006744"
"PIERAPT00000016232","Rabgap1","PIERAPG00000006744"
"PIERAPT00000016233","Rabgap1","PIERAPG00000006744"
"PIERAPT00000016234","Rabgap1","PIERAPG00000006744"
"PIERAPT00000016235","Rabgap1","PIERAPG00000006744"
"PIERAPT00000016236","Rabgap1","PIERAPG00000006744"
"PIERAPT00000016237","Rabgap1","PIERAPG00000006744"
"PIERAPT00000016238","Rabgap1","PIERAPG00000006744"
"PIERAPT00000016239","Rabgap1","PIERAPG00000006744"
"PIERAPT00000016240","sf3b3_2","PIERAPG00000006745"
"PIERAPT00000016241","sf3b3_2","PIERAPG00000006745"
"PIERAPT00000016242","queE","PIERAPG00000006746"
"PIERAPT00000016243","iHog","PIERAPG00000006747"
"PIERAPT00000016244","iHog","PIERAPG00000006747"
"PIERAPT00000016245","iHog","PIERAPG00000006747"
"PIERAPT00000016246","iHog","PIERAPG00000006747"
"PIERAPT00000016247","iHog","PIERAPG00000006747"
"PIERAPT00000016248","iHog","PIERAPG00000006747"
"PIERAPT00000016249","Nop2","PIERAPG00000006748"
"PIERAPT00000016250","Nop2","PIERAPG00000006748"
"PIERAPT00000016251","TAS2R7","PIERAPG00000006749"
"PIERAPT00000016252","MDV043","PIERAPG00000006750"
"PIERAPT00000016253","SGP1","PIERAPG00000006751"
"PIERAPT00000016254","CG8833","PIERAPG00000006752"
"PIERAPT00000016255","G103696","PIERAPG00000006753"
"PIERAPT00000016256","G103696","PIERAPG00000006753"
"PIERAPT00000016257","G103696","PIERAPG00000006753"
"PIERAPT00000016258","G103696","PIERAPG00000006753"
"PIERAPT00000016259","G103696","PIERAPG00000006753"
"PIERAPT00000016260","G103696","PIERAPG00000006753"
"PIERAPT00000016261","G103696","PIERAPG00000006753"
"PIERAPT00000016262","RpS10","PIERAPG00000006754"
"PIERAPT00000016263","RpS10","PIERAPG00000006754"
"PIERAPT00000016264","DLL4","PIERAPG00000006755"
"PIERAPT00000016265","ZNF57_3","PIERAPG00000006756"
"PIERAPT00000016266","ZNF57_3","PIERAPG00000006756"
"PIERAPT00000016267","ZNF57_3","PIERAPG00000006756"
"PIERAPT00000016268","AAEL011121CPIJ013394","PIERAPG00000006757"
"PIERAPT00000016269","AAEL011121CPIJ013394","PIERAPG00000006757"
"PIERAPT00000016270","AAEL011121CPIJ013394","PIERAPG00000006757"
"PIERAPT00000016271","AAEL011121CPIJ013394","PIERAPG00000006757"
"PIERAPT00000016272","Zc2hc1b","PIERAPG00000006758"
"PIERAPT00000016273","Zc2hc1b","PIERAPG00000006758"
"PIERAPT00000016274","Zc2hc1b","PIERAPG00000006758"
"PIERAPT00000016275","PARGutp4","PIERAPG00000006759"
"PIERAPT00000016276","PARGutp4","PIERAPG00000006759"
"PIERAPT00000016277","PARGutp4","PIERAPG00000006759"
"PIERAPT00000016278","PARGutp4","PIERAPG00000006759"
"PIERAPT00000016279","PARGutp4","PIERAPG00000006759"
"PIERAPT00000016280","PARGutp4","PIERAPG00000006759"
"PIERAPT00000016281","GEMIN7","PIERAPG00000006760"
"PIERAPT00000016282","ASOAAO","PIERAPG00000006761"
"PIERAPT00000016283","ASOAAO","PIERAPG00000006761"
"PIERAPT00000016284","ASOAAO","PIERAPG00000006761"
"PIERAPT00000016285","mRpL28","PIERAPG00000006762"
"PIERAPT00000016286","SGF3","PIERAPG00000006763"
"PIERAPT00000016287","ydiF","PIERAPG00000006764"
"PIERAPT00000016288","Tstd3_2","PIERAPG00000006765"
"PIERAPT00000016289","ALDH5A1","PIERAPG00000006766"
"PIERAPT00000016290","svp","PIERAPG00000006767"
"PIERAPT00000016291","svp","PIERAPG00000006767"
"PIERAPT00000016292","svp","PIERAPG00000006767"
"PIERAPT00000016293","acn-1","PIERAPG00000006768"
"PIERAPT00000016294","acn-1","PIERAPG00000006768"
"PIERAPT00000016295","acn-1","PIERAPG00000006768"
"PIERAPT00000016296","acn-1","PIERAPG00000006768"
"PIERAPT00000016297","ilvD","PIERAPG00000006769"
"PIERAPT00000016298","Dshi","PIERAPG00000006770"
"PIERAPT00000016299","TMEM57","PIERAPG00000006771"
"PIERAPT00000016300","TMEM57","PIERAPG00000006771"
"PIERAPT00000016301","MypopdeoB","PIERAPG00000006772"
"PIERAPT00000016302","MypopdeoB","PIERAPG00000006772"
"PIERAPT00000016303","prf1","PIERAPG00000006773"
"PIERAPT00000016304","ZC3H11A","PIERAPG00000006774"
"PIERAPT00000016305","hfw","PIERAPG00000006775"
"PIERAPT00000016306","EF_0922","PIERAPG00000006776"
"PIERAPT00000016307","Piga","PIERAPG00000006777"
"PIERAPT00000016308","CHGG","PIERAPG00000006778"
"PIERAPT00000016309","hoxa1","PIERAPG00000006779"
"PIERAPT00000016310","mei-9","PIERAPG00000006780"
"PIERAPT00000016311","mei-9","PIERAPG00000006780"
"PIERAPT00000016312","mei-9","PIERAPG00000006780"
"PIERAPT00000016313","mei-9","PIERAPG00000006780"
"PIERAPT00000016314","rnf157","PIERAPG00000006781"
"PIERAPT00000016315","rnf157","PIERAPG00000006781"
"PIERAPT00000016316","rnf157","PIERAPG00000006781"
"PIERAPT00000016317","rnf157","PIERAPG00000006781"
"PIERAPT00000016318","TM_0288","PIERAPG00000006782"
"PIERAPT00000016319","Il4r","PIERAPG00000006783"
"PIERAPT00000016320","SSP_2","PIERAPG00000006784"
"PIERAPT00000016321","lolal_5","PIERAPG00000006785"
"PIERAPT00000016322","OrctSLC22A5","PIERAPG00000006786"
"PIERAPT00000016323","OrctSLC22A5","PIERAPG00000006786"
"PIERAPT00000016324","OrctSLC22A5","PIERAPG00000006786"
"PIERAPT00000016325","OrctSLC22A5","PIERAPG00000006786"
"PIERAPT00000016326","OrctSLC22A5","PIERAPG00000006786"
"PIERAPT00000016327","NPC2_3","PIERAPG00000006787"
"PIERAPT00000016328","sibE","PIERAPG00000006788"
"PIERAPT00000016329","KAP120","PIERAPG00000006789"
"PIERAPT00000016330","Fam110c","PIERAPG00000006790"
"PIERAPT00000016331","CG5902_2","PIERAPG00000006791"
"PIERAPT00000016332","CG5902_2","PIERAPG00000006791"
"PIERAPT00000016333","Mal-B2_3","PIERAPG00000006792"
"PIERAPT00000016334","Mal-B2_3","PIERAPG00000006792"
"PIERAPT00000016335","mnb","PIERAPG00000006793"
"PIERAPT00000016336","mnb","PIERAPG00000006793"
"PIERAPT00000016337","mnb","PIERAPG00000006793"
"PIERAPT00000016338","FASTKD5","PIERAPG00000006794"
"PIERAPT00000016339","FASTKD5","PIERAPG00000006794"
"PIERAPT00000016340","FASTKD5","PIERAPG00000006794"
"PIERAPT00000016341","Edc4","PIERAPG00000006795"
"PIERAPT00000016342","heatr6","PIERAPG00000006796"
"PIERAPT00000016343","heatr6","PIERAPG00000006796"
"PIERAPT00000016344","heatr6","PIERAPG00000006796"
"PIERAPT00000016345","heatr6","PIERAPG00000006796"
"PIERAPT00000016346","heatr6","PIERAPG00000006796"
"PIERAPT00000016347","heatr6","PIERAPG00000006796"
"PIERAPT00000016348","heatr6","PIERAPG00000006796"
"PIERAPT00000016349","heatr6","PIERAPG00000006796"
"PIERAPT00000016350","VPS29","PIERAPG00000006797"
"PIERAPT00000016351","GTF3C2","PIERAPG00000006798"
"PIERAPT00000016352","GTF3C2","PIERAPG00000006798"
"PIERAPT00000016353","stg","PIERAPG00000006799"
"PIERAPT00000016354","stg","PIERAPG00000006799"
"PIERAPT00000016355","stg","PIERAPG00000006799"
"PIERAPT00000016356","stg","PIERAPG00000006799"
"PIERAPT00000016357","INV","PIERAPG00000006800"
"PIERAPT00000016358","INV","PIERAPG00000006800"
"PIERAPT00000016359","INV","PIERAPG00000006800"
"PIERAPT00000016360","Akr1b1","PIERAPG00000006801"
"PIERAPT00000016361","Akr1b1","PIERAPG00000006801"
"PIERAPT00000016362","Akr1b1","PIERAPG00000006801"
"PIERAPT00000016363","BA71V-145","PIERAPG00000006802"
"PIERAPT00000016364","IMPIvps10","PIERAPG00000006803"
"PIERAPT00000016365","IMPIvps10","PIERAPG00000006803"
"PIERAPT00000016366","IMPIvps10","PIERAPG00000006803"
"PIERAPT00000016367","Ttpa_2","PIERAPG00000006804"
"PIERAPT00000016368","MPN_2","PIERAPG00000006805"
"PIERAPT00000016369","ROBO3","PIERAPG00000006806"
"PIERAPT00000016370","Abcf2","PIERAPG00000006807"
"PIERAPT00000016371","Abcf2","PIERAPG00000006807"
"PIERAPT00000016372","Abcf2","PIERAPG00000006807"
"PIERAPT00000016373","BH0128_2","PIERAPG00000006808"
"PIERAPT00000016374","TMLHE_3","PIERAPG00000006809"
"PIERAPT00000016375","TMLHE_3","PIERAPG00000006809"
"PIERAPT00000016376","G114689","PIERAPG00000006810"
"PIERAPT00000016377","G114689","PIERAPG00000006810"
"PIERAPT00000016378","G114689","PIERAPG00000006810"
"PIERAPT00000016379","G114689","PIERAPG00000006810"
"PIERAPT00000016380","si:dkey-263h23.3","PIERAPG00000006811"
"PIERAPT00000016381","si:dkey-263h23.3","PIERAPG00000006811"
"PIERAPT00000016382","si:dkey-263h23.3","PIERAPG00000006811"
"PIERAPT00000016383","si:dkey-263h23.3","PIERAPG00000006811"
"PIERAPT00000016384","si:dkey-263h23.3","PIERAPG00000006811"
"PIERAPT00000016385","RpS3","PIERAPG00000006812"
"PIERAPT00000016386","PebIII_10","PIERAPG00000006813"
"PIERAPT00000016387","dda1","PIERAPG00000006814"
"PIERAPT00000016388","Zan_2","PIERAPG00000006815"
"PIERAPT00000016389","csn2","PIERAPG00000006816"
"PIERAPT00000016390","Cramp1l","PIERAPG00000006817"
"PIERAPT00000016391","Cramp1l","PIERAPG00000006817"
"PIERAPT00000016392","A2m","PIERAPG00000006818"
"PIERAPT00000016393","A2m","PIERAPG00000006818"
"PIERAPT00000016394","A2m","PIERAPG00000006818"
"PIERAPT00000016395","A2m","PIERAPG00000006818"
"PIERAPT00000016396","A2m","PIERAPG00000006818"
"PIERAPT00000016397","A2m","PIERAPG00000006818"
"PIERAPT00000016398","A2m","PIERAPG00000006818"
"PIERAPT00000016399","A2m","PIERAPG00000006818"
"PIERAPT00000016400","Gtpbp2","PIERAPG00000006819"
"PIERAPT00000016401","Gtpbp2","PIERAPG00000006819"
"PIERAPT00000016402","Gtpbp2","PIERAPG00000006819"
"PIERAPT00000016403","Gtpbp2","PIERAPG00000006819"
"PIERAPT00000016404","Gtpbp2","PIERAPG00000006819"
"PIERAPT00000016405","Gtpbp2","PIERAPG00000006819"
"PIERAPT00000016406","Gtpbp2","PIERAPG00000006819"
"PIERAPT00000016407","G107130","PIERAPG00000006820"
"PIERAPT00000016408","Armc4","PIERAPG00000006821"
"PIERAPT00000016409","ZNF799Znf431","PIERAPG00000006822"
"PIERAPT00000016410","ZNF799Znf431","PIERAPG00000006822"
"PIERAPT00000016411","ZNF799Znf431","PIERAPG00000006822"
"PIERAPT00000016412","ZNF799Znf431","PIERAPG00000006822"
"PIERAPT00000016413","ZNF799Znf431","PIERAPG00000006822"
"PIERAPT00000016414","ARFGEF3","PIERAPG00000006823"
"PIERAPT00000016415","ARFGEF3","PIERAPG00000006823"
"PIERAPT00000016416","CCT5","PIERAPG00000006824"
"PIERAPT00000016417","CHYM1_7","PIERAPG00000006825"
"PIERAPT00000016418","Ttpal_6","PIERAPG00000006826"
"PIERAPT00000016419","GSK3B","PIERAPG00000006827"
"PIERAPT00000016420","GSK3B","PIERAPG00000006827"
"PIERAPT00000016421","GSK3B","PIERAPG00000006827"
"PIERAPT00000016422","GSK3B","PIERAPG00000006827"
"PIERAPT00000016423","GSK3B","PIERAPG00000006827"
"PIERAPT00000016424","C45G9.7","PIERAPG00000006828"
"PIERAPT00000016425","lolD_2","PIERAPG00000006829"
"PIERAPT00000016426","Dmn","PIERAPG00000006830"
"PIERAPT00000016427","Stk24","PIERAPG00000006831"
"PIERAPT00000016428","ORF247","PIERAPG00000006832"
"PIERAPT00000016429","ROBO2","PIERAPG00000006833"
"PIERAPT00000016430","SEC16A","PIERAPG00000006834"
"PIERAPT00000016431","SEC16A","PIERAPG00000006834"
"PIERAPT00000016432","SEC16A","PIERAPG00000006834"
"PIERAPT00000016433","SEC16A","PIERAPG00000006834"
"PIERAPT00000016434","SEC16A","PIERAPG00000006834"
"PIERAPT00000016435","SEC16A","PIERAPG00000006834"
"PIERAPT00000016436","SEC16A","PIERAPG00000006834"
"PIERAPT00000016437","SEC16A","PIERAPG00000006834"
"PIERAPT00000016438","SEC16A","PIERAPG00000006834"
"PIERAPT00000016439","SEC16A","PIERAPG00000006834"
"PIERAPT00000016440","SEC16A","PIERAPG00000006834"
"PIERAPT00000016441","SEC16A","PIERAPG00000006834"
"PIERAPT00000016442","MCCDNAH1","PIERAPG00000006835"
"PIERAPT00000016443","MCCDNAH1","PIERAPG00000006835"
"PIERAPT00000016444","MCCDNAH1","PIERAPG00000006835"
"PIERAPT00000016445","wbl","PIERAPG00000006836"
"PIERAPT00000016446","NLGN4YNLGN4X","PIERAPG00000006837"
"PIERAPT00000016447","NLGN4YNLGN4X","PIERAPG00000006837"
"PIERAPT00000016448","NLGN4YNLGN4X","PIERAPG00000006837"
"PIERAPT00000016449","CCDC149","PIERAPG00000006838"
"PIERAPT00000016450","CCDC149","PIERAPG00000006838"
"PIERAPT00000016451","CCDC149","PIERAPG00000006838"
"PIERAPT00000016452","Lman1","PIERAPG00000006839"
"PIERAPT00000016453","Lman1","PIERAPG00000006839"
"PIERAPT00000016454","Lman1","PIERAPG00000006839"
"PIERAPT00000016455","Lman1","PIERAPG00000006839"
"PIERAPT00000016456","Lman1","PIERAPG00000006839"
"PIERAPT00000016457","ywkD","PIERAPG00000006840"
"PIERAPT00000016458","Btbd9","PIERAPG00000006841"
"PIERAPT00000016459","Btbd9","PIERAPG00000006841"
"PIERAPT00000016460","Btbd9","PIERAPG00000006841"
"PIERAPT00000016461","Btbd9","PIERAPG00000006841"
"PIERAPT00000016462","Btbd9","PIERAPG00000006841"
"PIERAPT00000016463","Btbd9","PIERAPG00000006841"
"PIERAPT00000016464","Btbd9","PIERAPG00000006841"
"PIERAPT00000016465","yngJ","PIERAPG00000006842"
"PIERAPT00000016466","Chsy1","PIERAPG00000006843"
"PIERAPT00000016467","slc25a38_2","PIERAPG00000006844"
"PIERAPT00000016468","slc25a38_2","PIERAPG00000006844"
"PIERAPT00000016469","slc25a38_2","PIERAPG00000006844"
"PIERAPT00000016470","slc25a38_2","PIERAPG00000006844"
"PIERAPT00000016471","G112908","PIERAPG00000006845"
"PIERAPT00000016472","Flt1","PIERAPG00000006846"
"PIERAPT00000016473","Flt1","PIERAPG00000006846"
"PIERAPT00000016474","Flt1","PIERAPG00000006846"
"PIERAPT00000016475","Flt1","PIERAPG00000006846"
"PIERAPT00000016476","Flt1","PIERAPG00000006846"
"PIERAPT00000016477","Flt1","PIERAPG00000006846"
"PIERAPT00000016478","G102243","PIERAPG00000006847"
"PIERAPT00000016479","G102243","PIERAPG00000006847"
"PIERAPT00000016480","EN03","PIERAPG00000006848"
"PIERAPT00000016481","CNX2Mocs1","PIERAPG00000006849"
"PIERAPT00000016482","CNX2Mocs1","PIERAPG00000006849"
"PIERAPT00000016483","CNX2Mocs1","PIERAPG00000006849"
"PIERAPT00000016484","CNX2Mocs1","PIERAPG00000006849"
"PIERAPT00000016485","yipf5","PIERAPG00000006850"
"PIERAPT00000016486","cshB","PIERAPG00000006851"
"PIERAPT00000016487","Or43a","PIERAPG00000006852"
"PIERAPT00000016488","Rap2c","PIERAPG00000006853"
"PIERAPT00000016489","G107696","PIERAPG00000006854"
"PIERAPT00000016490","G107696","PIERAPG00000006854"
"PIERAPT00000016491","pif1_2","PIERAPG00000006855"
"PIERAPT00000016492","At5g47280rep","PIERAPG00000006856"
"PIERAPT00000016493","At5g47280rep","PIERAPG00000006856"
"PIERAPT00000016494","At5g47280rep","PIERAPG00000006856"
"PIERAPT00000016495","ea_4","PIERAPG00000006857"
"PIERAPT00000016496","ea_4","PIERAPG00000006857"
"PIERAPT00000016497","gtrB","PIERAPG00000006858"
"PIERAPT00000016498","minE","PIERAPG00000006859"
"PIERAPT00000016499","minE","PIERAPG00000006859"
"PIERAPT00000016500","Hadha","PIERAPG00000006860"
"PIERAPT00000016501","Hadha","PIERAPG00000006860"
"PIERAPT00000016502","Hadha","PIERAPG00000006860"
"PIERAPT00000016503","Zbtb1RHE_CH01817","PIERAPG00000006861"
"PIERAPT00000016504","Zbtb1RHE_CH01817","PIERAPG00000006861"
"PIERAPT00000016505","Zbtb1RHE_CH01817","PIERAPG00000006861"
"PIERAPT00000016506","Zbtb1RHE_CH01817","PIERAPG00000006861"
"PIERAPT00000016507","Zbtb1RHE_CH01817","PIERAPG00000006861"
"PIERAPT00000016508","Zbtb1RHE_CH01817","PIERAPG00000006861"
"PIERAPT00000016509","Zbtb1RHE_CH01817","PIERAPG00000006861"
"PIERAPT00000016510","Zbtb1RHE_CH01817","PIERAPG00000006861"
"PIERAPT00000016511","Zbtb1RHE_CH01817","PIERAPG00000006861"
"PIERAPT00000016512","MTFP1","PIERAPG00000006862"
"PIERAPT00000016513","MTFP1","PIERAPG00000006862"
"PIERAPT00000016514","MTFP1","PIERAPG00000006862"
"PIERAPT00000016515","MTFP1","PIERAPG00000006862"
"PIERAPT00000016516","MTFP1","PIERAPG00000006862"
"PIERAPT00000016517","MTFP1","PIERAPG00000006862"
"PIERAPT00000016518","CU08_3","PIERAPG00000006863"
"PIERAPT00000016519","FBN3","PIERAPG00000006864"
"PIERAPT00000016520","FBN3","PIERAPG00000006864"
"PIERAPT00000016521","Eme1","PIERAPG00000006865"
"PIERAPT00000016522","QSOX1","PIERAPG00000006866"
"PIERAPT00000016523","QSOX1","PIERAPG00000006866"
"PIERAPT00000016524","QSOX1","PIERAPG00000006866"
"PIERAPT00000016525","QSOX1","PIERAPG00000006866"
"PIERAPT00000016526","QSOX1","PIERAPG00000006866"
"PIERAPT00000016527","TCB1_2","PIERAPG00000006867"
"PIERAPT00000016528","TCB1_2","PIERAPG00000006867"
"PIERAPT00000016529","USP9X","PIERAPG00000006868"
"PIERAPT00000016530","USP9X","PIERAPG00000006868"
"PIERAPT00000016531","USP9X","PIERAPG00000006868"
"PIERAPT00000016532","Ptp10D","PIERAPG00000006869"
"PIERAPT00000016533","MAPT","PIERAPG00000006870"
"PIERAPT00000016534","guaAlolDlepAERCC8BIT61","PIERAPG00000006871"
"PIERAPT00000016535","guaAlolDlepAERCC8BIT61","PIERAPG00000006871"
"PIERAPT00000016536","guaAlolDlepAERCC8BIT61","PIERAPG00000006871"
"PIERAPT00000016537","guaAlolDlepAERCC8BIT61","PIERAPG00000006871"
"PIERAPT00000016538","guaAlolDlepAERCC8BIT61","PIERAPG00000006871"
"PIERAPT00000016539","guaAlolDlepAERCC8BIT61","PIERAPG00000006871"
"PIERAPT00000016540","guaAlolDlepAERCC8BIT61","PIERAPG00000006871"
"PIERAPT00000016541","guaAlolDlepAERCC8BIT61","PIERAPG00000006871"
"PIERAPT00000016542","guaAlolDlepAERCC8BIT61","PIERAPG00000006871"
"PIERAPT00000016543","guaAlolDlepAERCC8BIT61","PIERAPG00000006871"
"PIERAPT00000016544","guaAlolDlepAERCC8BIT61","PIERAPG00000006871"
"PIERAPT00000016545","guaAlolDlepAERCC8BIT61","PIERAPG00000006871"
"PIERAPT00000016546","guaAlolDlepAERCC8BIT61","PIERAPG00000006871"
"PIERAPT00000016547","guaAlolDlepAERCC8BIT61","PIERAPG00000006871"
"PIERAPT00000016548","Znf346Znf385b","PIERAPG00000006872"
"PIERAPT00000016549","Znf346Znf385b","PIERAPG00000006872"
"PIERAPT00000016550","Znf346Znf385b","PIERAPG00000006872"
"PIERAPT00000016551","Znf346Znf385b","PIERAPG00000006872"
"PIERAPT00000016552","Znf346Znf385b","PIERAPG00000006872"
"PIERAPT00000016553","Znf346Znf385b","PIERAPG00000006872"
"PIERAPT00000016554","Znf346Znf385b","PIERAPG00000006872"
"PIERAPT00000016555","Znf346Znf385b","PIERAPG00000006872"
"PIERAPT00000016556","Znf346Znf385b","PIERAPG00000006872"
"PIERAPT00000016557","Znf346Znf385b","PIERAPG00000006872"
"PIERAPT00000016558","Znf346Znf385b","PIERAPG00000006872"
"PIERAPT00000016559","WDR89","PIERAPG00000006873"
"PIERAPT00000016560","WDR89","PIERAPG00000006873"
"PIERAPT00000016561","WDR89","PIERAPG00000006873"
"PIERAPT00000016562","ECLH","PIERAPG00000006874"
"PIERAPT00000016563","DDB_G0275913","PIERAPG00000006875"
"PIERAPT00000016564","coaA","PIERAPG00000006876"
"PIERAPT00000016565","TRYB","PIERAPG00000006877"
