"TrxID","GeneName","GeneID"
"PIERAPT00000002008","CD109","PIERAPG00000000840"
"PIERAPT00000002009","CD109","PIERAPG00000000840"
"PIERAPT00000002010","CD109","PIERAPG00000000840"
"PIERAPT00000002011","Wnt6","PIERAPG00000000841"
"PIERAPT00000002012","Actn","PIERAPG00000000842"
"PIERAPT00000002013","Actn","PIERAPG00000000842"
"PIERAPT00000002014","Actn","PIERAPG00000000842"
"PIERAPT00000002015","Actn","PIERAPG00000000842"
"PIERAPT00000002016","Actn","PIERAPG00000000842"
"PIERAPT00000002017","Actn","PIERAPG00000000842"
"PIERAPT00000002018","Actn","PIERAPG00000000842"
"PIERAPT00000002019","CEP104","PIERAPG00000000843"
"PIERAPT00000002020","Crbn","PIERAPG00000000844"
"PIERAPT00000002021","NCOA6","PIERAPG00000000845"
"PIERAPT00000002022","NCOA6","PIERAPG00000000845"
"PIERAPT00000002023","NCOA6","PIERAPG00000000845"
"PIERAPT00000002024","NCOA6","PIERAPG00000000845"
"PIERAPT00000002025","NCOA6","PIERAPG00000000845"
"PIERAPT00000002026","NCOA6","PIERAPG00000000845"
"PIERAPT00000002027","TLR6IGFALS","PIERAPG00000000846"
"PIERAPT00000002028","TLR6IGFALS","PIERAPG00000000846"
"PIERAPT00000002029","SEC3","PIERAPG00000000847"
"PIERAPT00000002030","SEC3","PIERAPG00000000847"
"PIERAPT00000002031","Ppcdc","PIERAPG00000000848"
"PIERAPT00000002032","SERPINB14B","PIERAPG00000000849"
"PIERAPT00000002033","SERPINB14B","PIERAPG00000000849"
"PIERAPT00000002034","Ccp84Ab_2","PIERAPG00000000850"
"PIERAPT00000002035","FR","PIERAPG00000000851"
"PIERAPT00000002036","FR","PIERAPG00000000851"
"PIERAPT00000002037","FR","PIERAPG00000000851"
"PIERAPT00000002038","FR","PIERAPG00000000851"
"PIERAPT00000002039","VPS13C","PIERAPG00000000852"
"PIERAPT00000002040","adck4","PIERAPG00000000853"
"PIERAPT00000002041","SLD","PIERAPG00000000854"
"PIERAPT00000002042","G105733","PIERAPG00000000855"
"PIERAPT00000002043","foi","PIERAPG00000000856"
"PIERAPT00000002044","foi","PIERAPG00000000856"
"PIERAPT00000002045","foi","PIERAPG00000000856"
"PIERAPT00000002046","foi","PIERAPG00000000856"
"PIERAPT00000002047","spsK","PIERAPG00000000857"
"PIERAPT00000002048","FAM172A","PIERAPG00000000858"
"PIERAPT00000002049","rergl","PIERAPG00000000859"
"PIERAPT00000002050","rergl","PIERAPG00000000859"
"PIERAPT00000002051","ARMC2","PIERAPG00000000860"
"PIERAPT00000002052","FAN1","PIERAPG00000000861"
"PIERAPT00000002053","DHFR","PIERAPG00000000862"
"PIERAPT00000002054","DHFR","PIERAPG00000000862"
"PIERAPT00000002055","DHFR","PIERAPG00000000862"
"PIERAPT00000002056","DHFR","PIERAPG00000000862"
"PIERAPT00000002057","CG7766","PIERAPG00000000863"
"PIERAPT00000002058","CG7766","PIERAPG00000000863"
"PIERAPT00000002059","CG7766","PIERAPG00000000863"
"PIERAPT00000002060","CG7766","PIERAPG00000000863"
"PIERAPT00000002061","CG7766","PIERAPG00000000863"
"PIERAPT00000002062","cinB","PIERAPG00000000864"
"PIERAPT00000002063","IGFALS","PIERAPG00000000865"
"PIERAPT00000002064","g34","PIERAPG00000000866"
"PIERAPT00000002065","Mpp6","PIERAPG00000000867"
"PIERAPT00000002066","Col27a1","PIERAPG00000000868"
"PIERAPT00000002067","ASLargx","PIERAPG00000000869"
"PIERAPT00000002068","ASLargx","PIERAPG00000000869"
"PIERAPT00000002069","ASLargx","PIERAPG00000000869"
"PIERAPT00000002070","ASLargx","PIERAPG00000000869"
"PIERAPT00000002071","ASLargx","PIERAPG00000000869"
"PIERAPT00000002072","ASLargx","PIERAPG00000000869"
"PIERAPT00000002073","AKH","PIERAPG00000000870"
"PIERAPT00000002074","Cct7","PIERAPG00000000871"
"PIERAPT00000002075","ME1_2","PIERAPG00000000872"
"PIERAPT00000002076","ME1_2","PIERAPG00000000872"
"PIERAPT00000002077","ME1_2","PIERAPG00000000872"
"PIERAPT00000002078","MFB2_2","PIERAPG00000000873"
"PIERAPT00000002079","CMIP","PIERAPG00000000874"
"PIERAPT00000002080","exo70","PIERAPG00000000875"
"PIERAPT00000002081","exo70","PIERAPG00000000875"
"PIERAPT00000002082","exo70","PIERAPG00000000875"
"PIERAPT00000002083","exo70","PIERAPG00000000875"
"PIERAPT00000002084","exo70","PIERAPG00000000875"
"PIERAPT00000002085","exo70","PIERAPG00000000875"
"PIERAPT00000002086","exo70","PIERAPG00000000875"
"PIERAPT00000002087","exo70","PIERAPG00000000875"
"PIERAPT00000002088","exo70","PIERAPG00000000875"
"PIERAPT00000002089","exo70","PIERAPG00000000875"
"PIERAPT00000002090","exo70","PIERAPG00000000875"
"PIERAPT00000002091","F56F10.1","PIERAPG00000000876"
"PIERAPT00000002092","TRF_2","PIERAPG00000000877"
"PIERAPT00000002093","TRF_2","PIERAPG00000000877"
"PIERAPT00000002094","TRF_2","PIERAPG00000000877"
"PIERAPT00000002095","TRF_2","PIERAPG00000000877"
"PIERAPT00000002096","TRF_2","PIERAPG00000000877"
"PIERAPT00000002097","RhoL","PIERAPG00000000878"
"PIERAPT00000002098","FAM154B","PIERAPG00000000879"
"PIERAPT00000002099","CU08","PIERAPG00000000880"
"PIERAPT00000002100","Ddc","PIERAPG00000000881"
"PIERAPT00000002101","Aats-met","PIERAPG00000000882"
"PIERAPT00000002102","Aats-met","PIERAPG00000000882"
"PIERAPT00000002103","Aats-met","PIERAPG00000000882"
"PIERAPT00000002104","MME","PIERAPG00000000883"
"PIERAPT00000002105","MYCBP2","PIERAPG00000000884"
"PIERAPT00000002106","Bcl3","PIERAPG00000000885"
"PIERAPT00000002107","OR6K6","PIERAPG00000000886"
"PIERAPT00000002108","recX","PIERAPG00000000887"
"PIERAPT00000002109","lap1","PIERAPG00000000888"
"PIERAPT00000002110","CUD2","PIERAPG00000000889"
"PIERAPT00000002111","AMFR","PIERAPG00000000890"
"PIERAPT00000002112","AMFR","PIERAPG00000000890"
"PIERAPT00000002113","G113231","PIERAPG00000000891"
"PIERAPT00000002114","G113231","PIERAPG00000000891"
"PIERAPT00000002115","G113231","PIERAPG00000000891"
"PIERAPT00000002116","pqn-25","PIERAPG00000000892"
"PIERAPT00000002117","pqn-25","PIERAPG00000000892"
"PIERAPT00000002118","pqn-25","PIERAPG00000000892"
"PIERAPT00000002119","uppP","PIERAPG00000000893"
"PIERAPT00000002120","PNLIP","PIERAPG00000000894"
"PIERAPT00000002121","PCMP-E17","PIERAPG00000000895"
"PIERAPT00000002122","NRT2.1","PIERAPG00000000896"
"PIERAPT00000002123","YK006","PIERAPG00000000897"
"PIERAPT00000002124","TMEM261","PIERAPG00000000898"
"PIERAPT00000002125","Cntrl","PIERAPG00000000899"
"PIERAPT00000002126","IIV6-251LDTYMK","PIERAPG00000000900"
"PIERAPT00000002127","IIV6-251LDTYMK","PIERAPG00000000900"
"PIERAPT00000002128","IIV6-251LDTYMK","PIERAPG00000000900"
"PIERAPT00000002129","IIV6-251LDTYMK","PIERAPG00000000900"
"PIERAPT00000002130","IIV6-251LDTYMK","PIERAPG00000000900"
"PIERAPT00000002131","IIV6-251LDTYMK","PIERAPG00000000900"
"PIERAPT00000002132","IIV6-251LDTYMK","PIERAPG00000000900"
"PIERAPT00000002133","IIV6-251LDTYMK","PIERAPG00000000900"
"PIERAPT00000002134","ytqA","PIERAPG00000000901"
"PIERAPT00000002135","pyrC","PIERAPG00000000902"
"PIERAPT00000002136","recN","PIERAPG00000000903"
"PIERAPT00000002137","PGP","PIERAPG00000000904"
"PIERAPT00000002138","PGP","PIERAPG00000000904"
"PIERAPT00000002139","PGP","PIERAPG00000000904"
"PIERAPT00000002140","PGP","PIERAPG00000000904"
"PIERAPT00000002141","PGP","PIERAPG00000000904"
"PIERAPT00000002142","PGP","PIERAPG00000000904"
"PIERAPT00000002143","PGP","PIERAPG00000000904"
"PIERAPT00000002144","PGP","PIERAPG00000000904"
"PIERAPT00000002145","PGP","PIERAPG00000000904"
"PIERAPT00000002146","miaB","PIERAPG00000000905"
"PIERAPT00000002147","FBXO28","PIERAPG00000000906"
"PIERAPT00000002148","FBXO28","PIERAPG00000000906"
"PIERAPT00000002149","Os04g0608600","PIERAPG00000000907"
"PIERAPT00000002150","cysS","PIERAPG00000000908"
"PIERAPT00000002151","PIGO","PIERAPG00000000909"
"PIERAPT00000002152","PIGO","PIERAPG00000000909"
"PIERAPT00000002153","PIGO","PIERAPG00000000909"
"PIERAPT00000002154","PIGO","PIERAPG00000000909"
"PIERAPT00000002155","B1_2","PIERAPG00000000910"
"PIERAPT00000002156","B1_2","PIERAPG00000000910"
"PIERAPT00000002157","B1_2","PIERAPG00000000910"
"PIERAPT00000002158","B1_2","PIERAPG00000000910"
"PIERAPT00000002159","UBE2J1","PIERAPG00000000911"
"PIERAPT00000002160","GK25604GL13432","PIERAPG00000000912"
"PIERAPT00000002161","GK25604GL13432","PIERAPG00000000912"
"PIERAPT00000002162","Cnot7","PIERAPG00000000913"
"PIERAPT00000002163","gag","PIERAPG00000000914"
"PIERAPT00000002164","SLC36A1slc36a4","PIERAPG00000000915"
"PIERAPT00000002165","SLC36A1slc36a4","PIERAPG00000000915"
"PIERAPT00000002166","COGS","PIERAPG00000000916"
"PIERAPT00000002167","COGS","PIERAPG00000000916"
"PIERAPT00000002168","COGS","PIERAPG00000000916"
"PIERAPT00000002169","G101050","PIERAPG00000000917"
"PIERAPT00000002170","ncaph","PIERAPG00000000918"
"PIERAPT00000002171","ncaph","PIERAPG00000000918"
"PIERAPT00000002172","dcd","PIERAPG00000000919"
"PIERAPT00000002173","dre4","PIERAPG00000000920"
"PIERAPT00000002174","dre4","PIERAPG00000000920"
"PIERAPT00000002175","RBM41","PIERAPG00000000921"
"PIERAPT00000002176","Trx-2","PIERAPG00000000922"
"PIERAPT00000002177","GstZ1","PIERAPG00000000923"
"PIERAPT00000002178","GstZ1","PIERAPG00000000923"
"PIERAPT00000002179","GstZ1","PIERAPG00000000923"
"PIERAPT00000002180","Traf4","PIERAPG00000000924"
"PIERAPT00000002181","Traf4","PIERAPG00000000924"
"PIERAPT00000002182","Traf4","PIERAPG00000000924"
"PIERAPT00000002183","Traf4","PIERAPG00000000924"
"PIERAPT00000002184","CYP4C1Cyp313a1CYP4V2","PIERAPG00000000925"
"PIERAPT00000002185","CYP4C1Cyp313a1CYP4V2","PIERAPG00000000925"
"PIERAPT00000002186","CYP4C1Cyp313a1CYP4V2","PIERAPG00000000925"
"PIERAPT00000002187","CYP4C1Cyp313a1CYP4V2","PIERAPG00000000925"
"PIERAPT00000002188","CYP4C1Cyp313a1CYP4V2","PIERAPG00000000925"
"PIERAPT00000002189","MYH9TL5B","PIERAPG00000000926"
"PIERAPT00000002190","MYH9TL5B","PIERAPG00000000926"
"PIERAPT00000002191","AMER1","PIERAPG00000000927"
"PIERAPT00000002192","tsuAAPOA1","PIERAPG00000000928"
"PIERAPT00000002193","tsuAAPOA1","PIERAPG00000000928"
"PIERAPT00000002194","tsuAAPOA1","PIERAPG00000000928"
"PIERAPT00000002195","tsuAAPOA1","PIERAPG00000000928"
"PIERAPT00000002196","tsuAAPOA1","PIERAPG00000000928"
"PIERAPT00000002197","Psn","PIERAPG00000000929"
"PIERAPT00000002198","Rlip","PIERAPG00000000930"
"PIERAPT00000002199","nas-4nas-15","PIERAPG00000000931"
"PIERAPT00000002200","nas-4nas-15","PIERAPG00000000931"
"PIERAPT00000002201","nas-4nas-15","PIERAPG00000000931"
"PIERAPT00000002202","nas-4nas-15","PIERAPG00000000931"
"PIERAPT00000002203","COMMD10","PIERAPG00000000932"
"PIERAPT00000002204","Pde12","PIERAPG00000000933"
"PIERAPT00000002205","Pde12","PIERAPG00000000933"
"PIERAPT00000002206","Pde12","PIERAPG00000000933"
"PIERAPT00000002207","ADAP1","PIERAPG00000000934"
"PIERAPT00000002208","gpr","PIERAPG00000000935"
"PIERAPT00000002209","rimM","PIERAPG00000000936"
"PIERAPT00000002210","TUBGCP4","PIERAPG00000000937"
"PIERAPT00000002211","TUBGCP4","PIERAPG00000000937"
"PIERAPT00000002212","TUBGCP4","PIERAPG00000000937"
"PIERAPT00000002213","pyrG","PIERAPG00000000938"
"PIERAPT00000002214","pyrG","PIERAPG00000000938"
"PIERAPT00000002215","Arl4c","PIERAPG00000000939"
"PIERAPT00000002216","LCP17","PIERAPG00000000940"
"PIERAPT00000002217","D2007.2","PIERAPG00000000941"
"PIERAPT00000002218","G101623","PIERAPG00000000942"
"PIERAPT00000002219","FBXL7","PIERAPG00000000943"
"PIERAPT00000002220","lipB","PIERAPG00000000944"
"PIERAPT00000002221","mdv1","PIERAPG00000000945"
"PIERAPT00000002222","mdv1","PIERAPG00000000945"
"PIERAPT00000002223","G102716","PIERAPG00000000946"
"PIERAPT00000002224","G102716","PIERAPG00000000946"
"PIERAPT00000002225","G102716","PIERAPG00000000946"
"PIERAPT00000002226","Hmg20a","PIERAPG00000000947"
"PIERAPT00000002227","EIF2B5","PIERAPG00000000948"
"PIERAPT00000002228","Rbbp5","PIERAPG00000000949"
"PIERAPT00000002229","EFTS","PIERAPG00000000950"
"PIERAPT00000002230","EFTS","PIERAPG00000000950"
"PIERAPT00000002231","EFTS","PIERAPG00000000950"
"PIERAPT00000002232","EFTS","PIERAPG00000000950"
"PIERAPT00000002233","EFTS","PIERAPG00000000950"
"PIERAPT00000002234","EFTS","PIERAPG00000000950"
"PIERAPT00000002235","HINFP","PIERAPG00000000951"
"PIERAPT00000002236","HINFP","PIERAPG00000000951"
"PIERAPT00000002237","HINFP","PIERAPG00000000951"
"PIERAPT00000002238","traf6-a","PIERAPG00000000952"
"PIERAPT00000002239","NPC2","PIERAPG00000000953"
"PIERAPT00000002240","Tret1Tret1-2","PIERAPG00000000954"
"PIERAPT00000002241","Tret1Tret1-2","PIERAPG00000000954"
"PIERAPT00000002242","Tret1Tret1-2","PIERAPG00000000954"
"PIERAPT00000002243","Tret1Tret1-2","PIERAPG00000000954"
"PIERAPT00000002244","osmV","PIERAPG00000000955"
"PIERAPT00000002245","mnmE_2","PIERAPG00000000956"
"PIERAPT00000002246","mRpL55","PIERAPG00000000957"
"PIERAPT00000002247","mRpL55","PIERAPG00000000957"
"PIERAPT00000002248","HNRNP","PIERAPG00000000958"
"PIERAPT00000002249","Hmcn2","PIERAPG00000000959"
"PIERAPT00000002250","rpsR","PIERAPG00000000960"
"PIERAPT00000002251","CPIJ001621","PIERAPG00000000961"
"PIERAPT00000002252","CPIJ001621","PIERAPG00000000961"
"PIERAPT00000002253","rpoC","PIERAPG00000000962"
"PIERAPT00000002254","CUBNSb","PIERAPG00000000963"
"PIERAPT00000002255","CUBNSb","PIERAPG00000000963"
"PIERAPT00000002256","CUBNSb","PIERAPG00000000963"
"PIERAPT00000002257","CUBNSb","PIERAPG00000000963"
"PIERAPT00000002258","CUBNSb","PIERAPG00000000963"
"PIERAPT00000002259","CUBNSb","PIERAPG00000000963"
"PIERAPT00000002260","CUBNSb","PIERAPG00000000963"
"PIERAPT00000002261","rpoC2","PIERAPG00000000964"
"PIERAPT00000002262","SPBC902.04","PIERAPG00000000965"
"PIERAPT00000002263","SPBC902.04","PIERAPG00000000965"
"PIERAPT00000002264","su(f)","PIERAPG00000000966"
"PIERAPT00000002265","su(f)","PIERAPG00000000966"
"PIERAPT00000002266","su(f)","PIERAPG00000000966"
"PIERAPT00000002267","su(f)","PIERAPG00000000966"
"PIERAPT00000002268","su(f)","PIERAPG00000000966"
"PIERAPT00000002269","su(f)","PIERAPG00000000966"
"PIERAPT00000002270","su(f)","PIERAPG00000000966"
"PIERAPT00000002271","su(f)","PIERAPG00000000966"
"PIERAPT00000002272","CCDC51","PIERAPG00000000967"
"PIERAPT00000002273","CCDC51","PIERAPG00000000967"
"PIERAPT00000002274","CCDC51","PIERAPG00000000967"
"PIERAPT00000002275","Ccl6","PIERAPG00000000968"
"PIERAPT00000002276","tex10","PIERAPG00000000969"
"PIERAPT00000002277","Gprk1","PIERAPG00000000970"
"PIERAPT00000002278","Gprk1","PIERAPG00000000970"
"PIERAPT00000002279","Gprk1","PIERAPG00000000970"
"PIERAPT00000002280","Gprk1","PIERAPG00000000970"
"PIERAPT00000002281","Gprk1","PIERAPG00000000970"
"PIERAPT00000002282","Gprk1","PIERAPG00000000970"
"PIERAPT00000002283","Gprk1","PIERAPG00000000970"
"PIERAPT00000002284","Gprk1","PIERAPG00000000970"
"PIERAPT00000002285","G109437","PIERAPG00000000971"
"PIERAPT00000002286","G109437","PIERAPG00000000971"
"PIERAPT00000002287","G109437","PIERAPG00000000971"
"PIERAPT00000002288","G109437","PIERAPG00000000971"
"PIERAPT00000002289","G109437","PIERAPG00000000971"
"PIERAPT00000002290","G109437","PIERAPG00000000971"
"PIERAPT00000002291","eIF-4a","PIERAPG00000000972"
"PIERAPT00000002292","eIF-4a","PIERAPG00000000972"
"PIERAPT00000002293","eIF-4a","PIERAPG00000000972"
"PIERAPT00000002294","eIF-4a","PIERAPG00000000972"
"PIERAPT00000002295","GLSN","PIERAPG00000000973"
"PIERAPT00000002296","GLSN","PIERAPG00000000973"
"PIERAPT00000002297","GLSN","PIERAPG00000000973"
"PIERAPT00000002298","licA","PIERAPG00000000974"
"PIERAPT00000002299","mRpL51","PIERAPG00000000975"
"PIERAPT00000002300","G102162","PIERAPG00000000976"
"PIERAPT00000002301","G102162","PIERAPG00000000976"
"PIERAPT00000002302","G102162","PIERAPG00000000976"
"PIERAPT00000002303","lolal_2","PIERAPG00000000977"
"PIERAPT00000002304","Pcdh15","PIERAPG00000000978"
"PIERAPT00000002305","Pcdh15","PIERAPG00000000978"
"PIERAPT00000002306","Pcdh15","PIERAPG00000000978"
"PIERAPT00000002307","Larp1PCMP-E31","PIERAPG00000000979"
"PIERAPT00000002308","Larp1PCMP-E31","PIERAPG00000000979"
"PIERAPT00000002309","Larp1PCMP-E31","PIERAPG00000000979"
"PIERAPT00000002310","Larp1PCMP-E31","PIERAPG00000000979"
"PIERAPT00000002311","g","PIERAPG00000000980"
"PIERAPT00000002312","g","PIERAPG00000000980"
"PIERAPT00000002313","g","PIERAPG00000000980"
"PIERAPT00000002314","g","PIERAPG00000000980"
"PIERAPT00000002315","g","PIERAPG00000000980"
"PIERAPT00000002316","g","PIERAPG00000000980"
"PIERAPT00000002317","SP15","PIERAPG00000000981"
"PIERAPT00000002318","MmarC7","PIERAPG00000000982"
"PIERAPT00000002319","PBP","PIERAPG00000000983"
"PIERAPT00000002320","PNLIPRP2_2","PIERAPG00000000984"
"PIERAPT00000002321","nrv1","PIERAPG00000000985"
"PIERAPT00000002322","TMEM18","PIERAPG00000000986"
"PIERAPT00000002323","CG9776","PIERAPG00000000987"
"PIERAPT00000002324","C9orf139","PIERAPG00000000988"
"PIERAPT00000002325","RPA0679","PIERAPG00000000989"
"PIERAPT00000002326","RPA0679","PIERAPG00000000989"
"PIERAPT00000002327","Lphn3","PIERAPG00000000990"
"PIERAPT00000002328","Ecd","PIERAPG00000000991"
"PIERAPT00000002329","TMEM199","PIERAPG00000000992"
"PIERAPT00000002330","TMEM199","PIERAPG00000000992"
"PIERAPT00000002331","VCATH","PIERAPG00000000993"
"PIERAPT00000002332","Slc22a3","PIERAPG00000000994"
"PIERAPT00000002333","TRYP7","PIERAPG00000000995"
"PIERAPT00000002334","Sema-1a","PIERAPG00000000996"
"PIERAPT00000002335","Sema-1a","PIERAPG00000000996"
"PIERAPT00000002336","TBC1D14","PIERAPG00000000997"
"PIERAPT00000002337","TBC1D14","PIERAPG00000000997"
"PIERAPT00000002338","TBC1D14","PIERAPG00000000997"
"PIERAPT00000002339","TBC1D14","PIERAPG00000000997"
"PIERAPT00000002340","ac","PIERAPG00000000998"
"PIERAPT00000002341","MYRO1_4","PIERAPG00000000999"
"PIERAPT00000002342","MYRO1_4","PIERAPG00000000999"
"PIERAPT00000002343","MYRO1_4","PIERAPG00000000999"
"PIERAPT00000002344","MYRO1_4","PIERAPG00000000999"
"PIERAPT00000002345","MYRO1_4","PIERAPG00000000999"
"PIERAPT00000002346","MYRO1_4","PIERAPG00000000999"
"PIERAPT00000002347","5HTR","PIERAPG00000001000"
"PIERAPT00000002348","5HTR","PIERAPG00000001000"
"PIERAPT00000002349","knl-1","PIERAPG00000001001"
"PIERAPT00000002350","ESTF","PIERAPG00000001002"
"PIERAPT00000002351","BR3","PIERAPG00000001003"
"PIERAPT00000002352","G113466","PIERAPG00000001004"
"PIERAPT00000002353","G102667","PIERAPG00000001005"
"PIERAPT00000002354","G102667","PIERAPG00000001005"
"PIERAPT00000002355","Mcm2","PIERAPG00000001006"
"PIERAPT00000002356","pdcd6ip","PIERAPG00000001007"
"PIERAPT00000002357","pdcd6ip","PIERAPG00000001007"
"PIERAPT00000002358","pdcd6ip","PIERAPG00000001007"
"PIERAPT00000002359","pdcd6ip","PIERAPG00000001007"
"PIERAPT00000002360","ATP11B","PIERAPG00000001008"
"PIERAPT00000002361","ATP11B","PIERAPG00000001008"
"PIERAPT00000002362","ATP11B","PIERAPG00000001008"
"PIERAPT00000002363","ATP11B","PIERAPG00000001008"
"PIERAPT00000002364","ATP11B","PIERAPG00000001008"
"PIERAPT00000002365","ATP11B","PIERAPG00000001008"
"PIERAPT00000002366","SCYL3","PIERAPG00000001009"
"PIERAPT00000002367","jagn","PIERAPG00000001010"
"PIERAPT00000002368","ycgN","PIERAPG00000001011"
"PIERAPT00000002369","AAAS","PIERAPG00000001012"
"PIERAPT00000002370","AAAS","PIERAPG00000001012"
"PIERAPT00000002371","MRS1","PIERAPG00000001013"
"PIERAPT00000002372","COX4I1","PIERAPG00000001014"
"PIERAPT00000002373","G104633","PIERAPG00000001015"
"PIERAPT00000002374","JJD26997","PIERAPG00000001016"
"PIERAPT00000002375","GRAMD1B","PIERAPG00000001017"
"PIERAPT00000002376","vps18","PIERAPG00000001018"
"PIERAPT00000002377","vps18","PIERAPG00000001018"
"PIERAPT00000002378","vps18","PIERAPG00000001018"
"PIERAPT00000002379","vps18","PIERAPG00000001018"
"PIERAPT00000002380","vps18","PIERAPG00000001018"
"PIERAPT00000002381","DIEXF","PIERAPG00000001019"
"PIERAPT00000002382","DIEXF","PIERAPG00000001019"
"PIERAPT00000002383","DIEXF","PIERAPG00000001019"
"PIERAPT00000002384","DIEXF","PIERAPG00000001019"
"PIERAPT00000002385","DIEXF","PIERAPG00000001019"
"PIERAPT00000002386","BBS1","PIERAPG00000001020"
"PIERAPT00000002387","BBS1","PIERAPG00000001020"
"PIERAPT00000002388","BBS1","PIERAPG00000001020"
"PIERAPT00000002389","Maats1","PIERAPG00000001021"
"PIERAPT00000002390","tbb-4","PIERAPG00000001022"
"PIERAPT00000002391","GRIK2","PIERAPG00000001023"
"PIERAPT00000002392","GSPATT00029660001","PIERAPG00000001024"
"PIERAPT00000002393","DPOM","PIERAPG00000001025"
"PIERAPT00000002394","KIF18AKIF18B","PIERAPG00000001026"
"PIERAPT00000002395","KIF18AKIF18B","PIERAPG00000001026"
"PIERAPT00000002396","KIF18AKIF18B","PIERAPG00000001026"
"PIERAPT00000002397","TOP1","PIERAPG00000001027"
"PIERAPT00000002398","Gr64f_2","PIERAPG00000001028"
"PIERAPT00000002399","ydeP","PIERAPG00000001029"
"PIERAPT00000002400","G106662","PIERAPG00000001030"
"PIERAPT00000002401","CYP6J1CYP6K1","PIERAPG00000001031"
"PIERAPT00000002402","CYP6J1CYP6K1","PIERAPG00000001031"
"PIERAPT00000002403","CYP6J1CYP6K1","PIERAPG00000001031"
"PIERAPT00000002404","groL","PIERAPG00000001032"
"PIERAPT00000002405","groL","PIERAPG00000001032"
"PIERAPT00000002406","ARRH","PIERAPG00000001033"
"PIERAPT00000002407","Tdrkh","PIERAPG00000001034"
"PIERAPT00000002408","CG8399","PIERAPG00000001035"
"PIERAPT00000002409","nct","PIERAPG00000001036"
"PIERAPT00000002410","nct","PIERAPG00000001036"
"PIERAPT00000002411","nct","PIERAPG00000001036"
"PIERAPT00000002412","nct","PIERAPG00000001036"
"PIERAPT00000002413","nct","PIERAPG00000001036"
"PIERAPT00000002414","G112683","PIERAPG00000001037"
"PIERAPT00000002415","G112683","PIERAPG00000001037"
"PIERAPT00000002416","ALAS2","PIERAPG00000001038"
"PIERAPT00000002417","Rop","PIERAPG00000001039"
"PIERAPT00000002418","Rop","PIERAPG00000001039"
"PIERAPT00000002419","B-H1","PIERAPG00000001040"
"PIERAPT00000002420","B-H1","PIERAPG00000001040"
"PIERAPT00000002421","ABHD16A","PIERAPG00000001041"
"PIERAPT00000002422","ABHD16A","PIERAPG00000001041"
"PIERAPT00000002423","ABHD16A","PIERAPG00000001041"
"PIERAPT00000002424","Ap3s1","PIERAPG00000001042"
"PIERAPT00000002425","ywfO","PIERAPG00000001043"
"PIERAPT00000002426","Ptgr1","PIERAPG00000001044"
"PIERAPT00000002427","glrx3","PIERAPG00000001045"
"PIERAPT00000002428","LRRC74A","PIERAPG00000001046"
"PIERAPT00000002429","ilvC","PIERAPG00000001047"
"PIERAPT00000002430","Cops4","PIERAPG00000001048"
"PIERAPT00000002431","pgk/tpi","PIERAPG00000001049"
"PIERAPT00000002432","NOB1","PIERAPG00000001050"
"PIERAPT00000002433","pyk","PIERAPG00000001051"
"PIERAPT00000002434","ZIP9gpsAhisG","PIERAPG00000001052"
"PIERAPT00000002435","ZIP9gpsAhisG","PIERAPG00000001052"
"PIERAPT00000002436","ZIP9gpsAhisG","PIERAPG00000001052"
"PIERAPT00000002437","ZIP9gpsAhisG","PIERAPG00000001052"
"PIERAPT00000002438","ZIP9gpsAhisG","PIERAPG00000001052"
"PIERAPT00000002439","spen","PIERAPG00000001053"
"PIERAPT00000002440","spen","PIERAPG00000001053"
"PIERAPT00000002441","Spon1","PIERAPG00000001054"
"PIERAPT00000002442","sepS","PIERAPG00000001055"
"PIERAPT00000002443","R07B7.12","PIERAPG00000001056"
"PIERAPT00000002444","NUDCD3","PIERAPG00000001057"
"PIERAPT00000002445","EF_2","PIERAPG00000001058"
"PIERAPT00000002446","ndk","PIERAPG00000001059"
"PIERAPT00000002447","Octbeta2R","PIERAPG00000001060"
"PIERAPT00000002448","MED14","PIERAPG00000001061"
"PIERAPT00000002449","csn1","PIERAPG00000001062"
"PIERAPT00000002450","csn1","PIERAPG00000001062"
"PIERAPT00000002451","csn1","PIERAPG00000001062"
"PIERAPT00000002452","csn1","PIERAPG00000001062"
"PIERAPT00000002453","csn1","PIERAPG00000001062"
"PIERAPT00000002454","Tctex1d2","PIERAPG00000001063"
"PIERAPT00000002455","PAP4","PIERAPG00000001064"
"PIERAPT00000002456","PAP4","PIERAPG00000001064"
"PIERAPT00000002457","tig","PIERAPG00000001065"
"PIERAPT00000002458","PGAP3","PIERAPG00000001066"
"PIERAPT00000002459","ruvB_2","PIERAPG00000001067"
"PIERAPT00000002460","pmi","PIERAPG00000001068"
"PIERAPT00000002461","mthl1","PIERAPG00000001069"
"PIERAPT00000002462","uvrB","PIERAPG00000001070"
"PIERAPT00000002463","BHLHE22","PIERAPG00000001071"
"PIERAPT00000002464","G113799","PIERAPG00000001072"
"PIERAPT00000002465","ARRDC2","PIERAPG00000001073"
"PIERAPT00000002466","ARRDC2","PIERAPG00000001073"
"PIERAPT00000002467","ARRDC2","PIERAPG00000001073"
"PIERAPT00000002468","YPEL2YPEL1","PIERAPG00000001074"
"PIERAPT00000002469","YPEL2YPEL1","PIERAPG00000001074"
"PIERAPT00000002470","CG14230","PIERAPG00000001075"
"PIERAPT00000002471","CG14230","PIERAPG00000001075"
"PIERAPT00000002472","RPL6","PIERAPG00000001076"
