"name","TrxID","GeneID","Npeptides","Ndetect.apy","Ndetect.eup","ID","Nobs.apy","Nobs.eup","mar","specific.eup","specific.apy","imputed","num_NAs","Means.Apy","Means.Eupy","Means.All","Apyrene_vs_Eupyrene_CI.L","Apyrene_vs_Eupyrene_CI.R","Apyrene_vs_Eupyrene_diff","Apyrene_vs_Eupyrene_p.adj","Apyrene_vs_Eupyrene_p.val","significant","Apyrene_vs_Eupyrene_significant","Apyrene_vs_Eupyrene_p.bh","significant_bh","master.de"
"PIERAPT00000004565","PIERAPT00000004565","PIERAPG00000001894",2,5,6,"PIERAPG00000001894",5,6,TRUE,FALSE,FALSE,FALSE,0,16.7212233159022,16.4500563969538,16.4500563969538,-0.238475219303903,1.23275392211483,0.497139351405462,0.815026158478617,0.171021847380486,FALSE,FALSE,0.419129800188529,FALSE,"unbiased"
"PIERAPT00000004569","PIERAPT00000004569","PIERAPG00000001896",2,4,3,"PIERAPG00000001896",5,3,TRUE,FALSE,FALSE,TRUE,3,13.9672916300137,13.9568397225853,13.9568397225853,-1.00762007724649,1.04594373781718,0.0191618302853467,0.919272608675802,0.968905259876784,FALSE,FALSE,0.99402502587359,FALSE,"unbiased"
"PIERAPT00000004573","PIERAPT00000004573","PIERAPG00000001898",3,2,5,"PIERAPG00000001898",3,5,TRUE,FALSE,FALSE,TRUE,3,14.6657117095266,15.5170376594122,15.5170376594122,-2.58215881051097,-0.539369672403006,-1.56076424145699,0.352526501853968,0.00516828877733576,FALSE,FALSE,0.0376978744504962,TRUE,"eupyrene"
"PIERAPT00000004589","PIERAPT00000004589","PIERAPG00000001903",3,6,6,"PIERAPG00000001903",5,6,TRUE,FALSE,FALSE,FALSE,0,20.464791383828,20.0255153627587,20.0255153627587,-0.274224899571406,1.88490364349204,0.805339371960319,0.794015509656909,0.133214972500618,FALSE,FALSE,0.356527027851896,FALSE,"unbiased"
"PIERAPT00000004590","PIERAPT00000004590","PIERAPG00000001904",4,5,4,"PIERAPG00000001904",5,6,TRUE,FALSE,FALSE,FALSE,0,17.6876372307423,16.9098979504819,16.9098979504819,0.72593113329182,2.12577956099607,1.42585534714394,0.0882875055453341,0.000539532443526239,FALSE,FALSE,0.00656433033788135,TRUE,"apyrene"
"PIERAPT00000004591","PIERAPT00000004591","PIERAPG00000001905",2,5,6,"PIERAPG00000001905",5,6,TRUE,FALSE,FALSE,FALSE,0,16.324164720534,16.7094494631577,16.7094494631577,-1.69992047942721,0.28720975647334,-0.706355361476934,0.804855342503408,0.151116966699778,FALSE,FALSE,0.385639329545571,FALSE,"unbiased"
"PIERAPT00000004624","PIERAPT00000004624","PIERAPG00000001919",3,0,3,"PIERAPG00000001919",0,4,FALSE,TRUE,FALSE,TRUE,7,14.6396005725282,14.867434620914,14.867434620914,-1.08593764544271,0.250546134694812,-0.417695755373947,0.828582873943727,0.203539236451018,FALSE,FALSE,0.4624358671965,FALSE,"eupyrene"
"PIERAPT00000004642","PIERAPT00000004642","PIERAPG00000001928",2,5,6,"PIERAPG00000001928",5,6,TRUE,FALSE,FALSE,FALSE,0,17.6362523268287,18.0731378793322,18.0731378793322,-1.81136831718071,0.209454624667599,-0.800956846256554,0.778441715123542,0.112183221101086,FALSE,FALSE,0.328833357089956,FALSE,"unbiased"
"PIERAPT00000004689","PIERAPT00000004689","PIERAPG00000001949",2,6,6,"PIERAPG00000001949",5,6,TRUE,FALSE,FALSE,FALSE,0,20.1515271833837,21.301684499023,21.301684499023,-2.85802248793829,-1.35922100273928,-2.10862174533878,0.00473494658324448,2.06533046028492e-05,TRUE,TRUE,0.000423775212962165,TRUE,"eupyrene"
"PIERAPT00000004714","PIERAPT00000004714","PIERAPG00000001958",2,3,5,"PIERAPG00000001958",5,5,TRUE,FALSE,FALSE,TRUE,1,13.3193450626577,13.5327223682123,13.5327223682123,-1.35991893668442,0.577535482984056,-0.391191726850181,0.874387720828618,0.404276562363145,FALSE,FALSE,0.663360960984467,FALSE,"unbiased"
"PIERAPT00000004755","PIERAPT00000004755","PIERAPG00000001976",3,6,6,"PIERAPG00000001976",5,6,TRUE,FALSE,FALSE,FALSE,0,18.7808835863671,18.5595929162092,18.5595929162092,-0.675783397664892,1.48718252157701,0.405699561956059,0.87900863530327,0.437781339061427,FALSE,FALSE,0.685265157551013,FALSE,"unbiased"
"PIERAPT00000004797","PIERAPT00000004797","PIERAPG00000001997",11,5,6,"PIERAPG00000001997",5,6,TRUE,FALSE,FALSE,FALSE,0,18.9374426120738,18.9056755018437,18.9056755018437,-0.904684722023194,1.02116412620011,0.0582397020884606,0.915854490519974,0.899489901082206,FALSE,FALSE,0.963006715709953,FALSE,"unbiased"
"PIERAPT00000004798","PIERAPT00000004798","PIERAPG00000001998",28,6,6,"PIERAPG00000001998",5,6,TRUE,FALSE,FALSE,FALSE,0,24.5423994478038,23.658167461863,23.658167461863,0.959146064062346,2.2830378843872,1.62109197422477,0.0216721681226935,9.18679825896012e-05,TRUE,TRUE,0.00149690771631291,TRUE,"apyrene"
"PIERAPT00000004800","PIERAPT00000004800","PIERAPG00000001999",1,4,5,"PIERAPG00000001999",4,5,TRUE,FALSE,FALSE,TRUE,2,14.4248343269866,14.3652095909018,14.3652095909018,-0.832624890931312,1.05124892324237,0.109312016155531,0.910866545623122,0.8086395843276,FALSE,FALSE,0.917432847650518,FALSE,"unbiased"
"PIERAPT00000004802","PIERAPT00000004802","PIERAPG00000002001",1,3,4,"PIERAPG00000002001",4,4,TRUE,FALSE,FALSE,TRUE,3,13.6883698627187,14.124614737899,14.124614737899,-1.73018133237782,0.130616790049893,-0.799782271163965,0.75374308520184,0.0870935587233383,FALSE,FALSE,0.278900760304794,FALSE,"unbiased"
"PIERAPT00000004804","PIERAPT00000004804","PIERAPG00000002003",15,6,6,"PIERAPG00000002003",5,6,TRUE,FALSE,FALSE,FALSE,0,21.6507187640329,21.1903624842248,21.1903624842248,-0.0344761820619508,1.72244920802493,0.843986512981491,0.710630196841549,0.0585639663778868,FALSE,FALSE,0.218670393131961,FALSE,"unbiased"
"PIERAPT00000004867","PIERAPT00000004867","PIERAPG00000002019",7,6,6,"PIERAPG00000002019",5,6,TRUE,FALSE,FALSE,FALSE,0,17.9820338777148,18.094133095568,18.094133095568,-0.906218395383116,0.495187929921416,-0.20551523273085,0.890852400206413,0.542543783701664,FALSE,FALSE,0.763512081720715,FALSE,"unbiased"
"PIERAPT00000004922","PIERAPT00000004922","PIERAPG00000002037",1,5,5,"PIERAPG00000002037",5,5,TRUE,FALSE,FALSE,TRUE,1,14.3044592078928,14.9496269436363,14.9496269436363,-2.48843500381163,0.122819972752031,-1.1828075155298,0.734891619822646,0.0727648069605636,FALSE,FALSE,0.249350740553519,FALSE,"unbiased"
"PIERAPT00000004937","PIERAPT00000004937","PIERAPG00000002040",20,6,6,"PIERAPG00000002040",5,6,TRUE,FALSE,FALSE,FALSE,0,23.8845850156881,24.3640530602802,24.3640530602802,-1.61247558160516,-0.145573915232542,-0.87902474841885,0.580312484126951,0.02184847823428,FALSE,FALSE,0.11515519874119,FALSE,"unbiased"
"PIERAPT00000004939","PIERAPT00000004939","PIERAPG00000002042",11,6,6,"PIERAPG00000002042",5,6,TRUE,FALSE,FALSE,FALSE,0,19.5760658244266,19.4051574333782,19.4051574333782,-0.748301143774756,1.3749652442855,0.313332050255372,0.890605960584458,0.54004088265005,FALSE,FALSE,0.762734703525939,FALSE,"unbiased"
"PIERAPT00000004959","PIERAPT00000004959","PIERAPG00000002055",1,5,6,"PIERAPG00000002055",5,6,TRUE,FALSE,FALSE,FALSE,0,14.7358483529795,14.8595616811953,14.8595616811953,-1.27581167851519,0.82219614172397,-0.226807768395609,0.900406727634143,0.652601695755626,FALSE,FALSE,0.835611724457512,FALSE,"unbiased"
"PIERAPT00000004965","PIERAPT00000004965","PIERAPG00000002057",1,6,6,"PIERAPG00000002057",5,6,TRUE,FALSE,FALSE,FALSE,0,16.6060112402787,16.4982592040852,16.4982592040852,-0.860566713731818,1.25565751310827,0.197545399688227,0.903702497306542,0.69725921840151,FALSE,FALSE,0.860189517654205,FALSE,"unbiased"
"PIERAPT00000004969","PIERAPT00000004969","PIERAPG00000002059",7,6,6,"PIERAPG00000002059",5,6,TRUE,FALSE,FALSE,FALSE,0,19.8956529202205,19.7941561282311,19.7941561282311,-0.602614090637222,0.974768994598553,0.186077451980665,0.898097298734861,0.623497570412368,FALSE,FALSE,0.813385370506558,FALSE,"unbiased"
"PIERAPT00000004971","PIERAPT00000004971","PIERAPG00000002061",6,6,6,"PIERAPG00000002061",5,6,TRUE,FALSE,FALSE,FALSE,0,19.4329139658611,21.3449873544244,21.3449873544244,-4.21542071354527,-2.79551504452001,-3.50546787903264,7.93467313287877e-09,1.62480211171068e-08,TRUE,TRUE,1.0738582551618e-06,TRUE,"eupyrene"
"PIERAPT00000004975","PIERAPT00000004975","PIERAPG00000002065",3,5,6,"PIERAPG00000002065",5,6,TRUE,FALSE,FALSE,FALSE,0,16.257095977075,16.6373069956926,16.6373069956926,-1.50069310577677,0.106586037512295,-0.697053534132237,0.750687805526159,0.084531147754933,FALSE,FALSE,0.273861145358087,FALSE,"unbiased"
"PIERAPT00000005053","PIERAPT00000005053","PIERAPG00000002103",2,6,5,"PIERAPG00000002103",5,6,TRUE,FALSE,FALSE,FALSE,0,15.3228879059498,15.3241761550959,15.3241761550959,-1.05751920943062,1.05279562922796,-0.00236179010132886,0.920541897527157,0.996269464688997,FALSE,FALSE,0.999974221839782,FALSE,"unbiased"
"PIERAPT00000005074","PIERAPT00000005074","PIERAPG00000002110",23,4,6,"PIERAPG00000002110",5,6,TRUE,FALSE,FALSE,FALSE,0,15.4380158522323,15.2869336557801,15.2869336557801,-0.500277408870994,1.0542454625292,0.276984026829103,0.88189539857019,0.460630800029695,FALSE,FALSE,0.701247089793543,FALSE,"unbiased"
"PIERAPT00000005106","PIERAPT00000005106","PIERAPG00000002125",1,2,4,"PIERAPG00000002125",3,4,TRUE,FALSE,FALSE,TRUE,4,13.3409943573189,14.3549655044415,14.3549655044415,-3.3716140913319,-0.346280114784344,-1.85894710305812,0.56085914789551,0.0191771463609207,FALSE,FALSE,0.106954420308222,FALSE,"unbiased"
"PIERAPT00000005138","PIERAPT00000005138","PIERAPG00000002139",3,3,3,"PIERAPG00000002139",4,3,TRUE,FALSE,FALSE,TRUE,4,16.4715785671226,16.2574996895404,16.2574996895404,-1.10004552173773,1.88500140620569,0.392477942233977,0.894784228254514,0.584635205639839,FALSE,FALSE,0.791214888561995,FALSE,"unbiased"
"PIERAPT00000005202","PIERAPT00000005202","PIERAPG00000002172",25,5,5,"PIERAPG00000002172",5,5,TRUE,FALSE,FALSE,TRUE,1,19.5749999944303,19.2589778202028,19.2589778202028,-0.164835391798679,1.32358336396635,0.579373986083837,0.783313984652366,0.118248135139263,FALSE,FALSE,0.333712476907525,FALSE,"unbiased"
"PIERAPT00000005232","PIERAPT00000005232","PIERAPG00000002187",14,6,6,"PIERAPG00000002187",5,6,TRUE,FALSE,FALSE,FALSE,0,20.11734372673,20.3145157449009,20.3145157449009,-1.16277826673774,0.439814200111086,-0.361482033313326,0.866179582936703,0.352815514906343,FALSE,FALSE,0.619851359169494,FALSE,"unbiased"
"PIERAPT00000005258","PIERAPT00000005258","PIERAPG00000002194",2,5,6,"PIERAPG00000002194",5,6,TRUE,FALSE,FALSE,FALSE,0,17.4660017009437,17.1439244708819,17.1439244708819,-0.279372396463854,1.46032224002358,0.590474921779862,0.814180122310485,0.169234422704962,FALSE,FALSE,0.417152144447905,FALSE,"unbiased"
"PIERAPT00000005271","PIERAPT00000005271","PIERAPG00000002201",5,5,6,"PIERAPG00000002201",5,6,TRUE,FALSE,FALSE,FALSE,0,17.2017158686028,16.9548261365828,16.9548261365828,-0.135078169966329,1.0403405207065,0.452631175370087,0.786121526089905,0.121945098974114,FALSE,FALSE,0.339485350912859,FALSE,"unbiased"
"PIERAPT00000005280","PIERAPT00000005280","PIERAPG00000002204",2,4,5,"PIERAPG00000002204",4,6,TRUE,FALSE,FALSE,TRUE,1,15.2425675175076,14.9078751274932,14.9078751274932,-0.277008335071987,1.50421376512453,0.613602715026273,0.811294720686638,0.163326350211357,FALSE,FALSE,0.406359871334244,FALSE,"unbiased"
"PIERAPT00000005315","PIERAPT00000005315","PIERAPG00000002215",1,4,6,"PIERAPG00000002215",5,6,TRUE,FALSE,FALSE,FALSE,0,15.1662849991806,14.7535614123795,14.7535614123795,-0.47146913123559,1.98478894950618,0.756659909135296,0.830842958493147,0.209764108922242,FALSE,FALSE,0.472395594889927,FALSE,"unbiased"
"PIERAPT00000005320","PIERAPT00000005320","PIERAPG00000002218",9,5,5,"PIERAPG00000002218",5,6,TRUE,FALSE,FALSE,FALSE,0,18.3459021231558,17.7785254451355,17.7785254451355,0.410905308771117,1.66947584397007,1.04019057637059,0.268284698176406,0.00296424361311445,FALSE,FALSE,0.0248816812373546,TRUE,"apyrene"
"PIERAPT00000005339","PIERAPT00000005339","PIERAPG00000002226",5,6,6,"PIERAPG00000002226",5,6,TRUE,FALSE,FALSE,FALSE,0,18.7045739180016,20.4036650898196,20.4036650898196,-4.21330038456725,-2.01670057876535,-3.1150004816663,0.00429484097699728,1.88889796354429e-05,TRUE,TRUE,0.000402480566078283,TRUE,"eupyrene"
"PIERAPT00000005348","PIERAPT00000005348","PIERAPG00000002232",3,5,6,"PIERAPG00000002232",5,6,TRUE,FALSE,FALSE,FALSE,0,17.4311121724874,17.1234633244811,17.1234633244811,-0.555862333736903,1.68390810976026,0.564022888011678,0.856132236002744,0.301218368884092,FALSE,FALSE,0.577950860273269,FALSE,"unbiased"
"PIERAPT00000005354","PIERAPT00000005354","PIERAPG00000002237",6,6,6,"PIERAPG00000002237",5,6,TRUE,FALSE,FALSE,FALSE,0,20.5621610162437,20.0219975262155,20.0219975262155,0.108383862225396,1.87221560121141,0.990299731718405,0.626076884751767,0.030095091018716,FALSE,FALSE,0.144144211161689,FALSE,"unbiased"
"PIERAPT00000005385","PIERAPT00000005385","PIERAPG00000002255",1,6,6,"PIERAPG00000002255",5,6,TRUE,FALSE,FALSE,FALSE,0,20.5394203456791,20.657519718676,20.657519718676,-1.06989131439505,0.636860280072913,-0.216515517161067,0.89593715690671,0.597789217391953,FALSE,FALSE,0.80055507380609,FALSE,"unbiased"
"PIERAPT00000005442","PIERAPT00000005442","PIERAPG00000002272",16,6,6,"PIERAPG00000002272",5,6,TRUE,FALSE,FALSE,FALSE,0,20.0615598089659,20.0743265907262,20.0743265907262,-0.858829305209096,0.812017772087789,-0.0234057665606535,0.918531618742089,0.953334811449466,FALSE,FALSE,0.986576872122672,FALSE,"unbiased"
"PIERAPT00000005488","PIERAPT00000005488","PIERAPG00000002294",3,3,5,"PIERAPG00000002294",3,5,TRUE,FALSE,FALSE,TRUE,3,16.0395345989221,15.45984924654,15.45984924654,0.348312795891666,1.77720016284267,1.06275647936717,0.38115650065964,0.00618673452463466,FALSE,FALSE,0.0437546926806077,TRUE,"apyrene"
"PIERAPT00000005489","PIERAPT00000005489","PIERAPG00000002295",1,4,5,"PIERAPG00000002295",5,6,TRUE,FALSE,FALSE,FALSE,0,14.2849136981252,13.9447996345099,13.9447996345099,-0.0892508398258826,1.33633573974839,0.623542449961255,0.747729153365402,0.0821445590466857,FALSE,FALSE,0.271419994305351,FALSE,"unbiased"
"PIERAPT00000005491","PIERAPT00000005491","PIERAPG00000002297",2,5,6,"PIERAPG00000002297",5,6,TRUE,FALSE,FALSE,FALSE,0,16.8483138448675,17.0579597380894,17.0579597380894,-1.14688061201448,0.378179003534261,-0.384350804240107,0.856051009442068,0.30084445409945,FALSE,FALSE,0.577950860273269,FALSE,"unbiased"
"PIERAPT00000005494","PIERAPT00000005494","PIERAPG00000002300",3,6,6,"PIERAPG00000002300",5,6,TRUE,FALSE,FALSE,FALSE,0,18.620054264273,18.3977472494137,18.3977472494137,-0.620433274218232,1.43555899536912,0.407562860575446,0.875597556240286,0.412704783106002,FALSE,FALSE,0.667530987191654,FALSE,"unbiased"
"PIERAPT00000005497","PIERAPT00000005497","PIERAPG00000002303",1,6,6,"PIERAPG00000002303",5,6,TRUE,FALSE,FALSE,FALSE,0,16.6595410294786,16.6755363276936,16.6755363276936,-1.05367991547362,0.995030488685433,-0.029324713394093,0.918482770522981,0.952318701186755,FALSE,FALSE,0.986139365341051,FALSE,"unbiased"
"PIERAPT00000005505","PIERAPT00000005505","PIERAPG00000002309",5,6,6,"PIERAPG00000002309",5,6,TRUE,FALSE,FALSE,FALSE,0,16.8178074048842,16.6979290679139,16.6979290679139,-0.49332720223325,0.932881104457839,0.219776951112294,0.888834530197985,0.522492915807945,FALSE,FALSE,0.751563479520628,FALSE,"unbiased"
"PIERAPT00000005520","PIERAPT00000005520","PIERAPG00000002316",19,6,6,"PIERAPG00000002316",5,6,TRUE,FALSE,FALSE,FALSE,0,23.4955409423045,22.6450621545171,22.6450621545171,0.865254123665861,2.253168098221,1.55921111094343,0.0441886678244171,0.000216887316816108,TRUE,TRUE,0.0030291321054485,TRUE,"apyrene"
"PIERAPT00000005571","PIERAPT00000005571","PIERAPG00000002337",2,6,6,"PIERAPG00000002337",5,6,TRUE,FALSE,FALSE,FALSE,0,19.460387955011,19.1894432060961,19.1894432060961,-0.491483100014585,1.48494717936946,0.49673203967744,0.8563308245404,0.302135213641083,FALSE,FALSE,0.577997390491115,FALSE,"unbiased"
"PIERAPT00000005614","PIERAPT00000005614","PIERAPG00000002355",3,6,6,"PIERAPG00000002355",5,6,TRUE,FALSE,FALSE,FALSE,0,14.9179304522781,16.3855793417494,16.3855793417494,-3.64511306348272,-1.73626619791197,-2.69068963069734,0.00462547564919184,2.02112613603556e-05,TRUE,TRUE,0.000419888954761388,TRUE,"eupyrene"
"PIERAPT00000005615","PIERAPT00000005615","PIERAPG00000002356",6,6,6,"PIERAPG00000002356",5,6,TRUE,FALSE,FALSE,FALSE,0,17.3421636745313,17.0277277601029,17.0277277601029,-0.135193618917592,1.2881253051551,0.576465843118754,0.772323287269365,0.105146069627698,FALSE,FALSE,0.313880068928293,FALSE,"unbiased"
"PIERAPT00000005642","PIERAPT00000005642","PIERAPG00000002366",14,5,6,"PIERAPG00000002366",5,6,TRUE,FALSE,FALSE,FALSE,0,19.4821707742132,19.2888280989623,19.2888280989623,-0.476929191362048,1.1858523339489,0.354461571293427,0.870573067359652,0.37917765258183,FALSE,FALSE,0.643638970791662,FALSE,"unbiased"
"PIERAPT00000005643","PIERAPT00000005643","PIERAPG00000002367",2,4,5,"PIERAPG00000002367",4,6,TRUE,FALSE,FALSE,TRUE,1,15.6403415270844,16.160999834953,16.160999834953,-2.19825946909101,0.289179006906403,-0.954540231092304,0.787011583313882,0.123149690373031,FALSE,FALSE,0.341124642333295,FALSE,"unbiased"
"PIERAPT00000005660","PIERAPT00000005660","PIERAPG00000002373",6,6,6,"PIERAPG00000002373",5,6,TRUE,FALSE,FALSE,FALSE,0,18.166546876729,17.7640751619562,17.7640751619562,0.0583532164576921,1.41737640437606,0.737864810416877,0.647065357802631,0.0351326526899739,FALSE,FALSE,0.158669752094393,FALSE,"unbiased"
"PIERAPT00000005691","PIERAPT00000005691","PIERAPG00000002385",19,6,6,"PIERAPG00000002385",5,6,TRUE,FALSE,FALSE,FALSE,0,20.1758949316767,19.9759647562706,19.9759647562706,-0.310777557528639,1.04385486735127,0.366538654911317,0.848299129968319,0.267885958795203,FALSE,FALSE,0.543622055577079,FALSE,"unbiased"
"PIERAPT00000005711","PIERAPT00000005711","PIERAPG00000002399",2,3,5,"PIERAPG00000002399",3,5,TRUE,FALSE,FALSE,TRUE,3,14.8663125247758,14.7657523411678,14.7657523411678,-0.62211553742381,0.990836210653257,0.184360336614724,0.898966323362829,0.634247155734443,FALSE,FALSE,0.8228874104845,FALSE,"unbiased"
"PIERAPT00000005713","PIERAPT00000005713","PIERAPG00000002400",2,6,6,"PIERAPG00000002400",5,6,TRUE,FALSE,FALSE,FALSE,0,16.6433078631952,16.5597935870995,16.5597935870995,-0.694110200740594,1.00032921309154,0.153109506175472,0.904347135960317,0.706449759315193,FALSE,FALSE,0.863323161751361,FALSE,"unbiased"
"PIERAPT00000005792","PIERAPT00000005792","PIERAPG00000002441",9,6,6,"PIERAPG00000002441",5,6,TRUE,FALSE,FALSE,FALSE,0,19.5951574952744,19.1217868065598,19.1217868065598,-0.106917484680418,1.84261000996751,0.867846262643546,0.741412680159995,0.0773410785667071,FALSE,FALSE,0.259678530460338,FALSE,"unbiased"
"PIERAPT00000005823","PIERAPT00000005823","PIERAPG00000002451",33,6,6,"PIERAPG00000002451",5,6,TRUE,FALSE,FALSE,FALSE,0,20.1459620552602,20.2385750060198,20.2385750060198,-1.01796364510831,0.678382825656481,-0.169790409725913,0.902219880614566,0.6766972365046,FALSE,FALSE,0.848432253012919,FALSE,"unbiased"
"PIERAPT00000005850","PIERAPT00000005850","PIERAPG00000002467",6,5,6,"PIERAPG00000002467",5,6,TRUE,FALSE,FALSE,FALSE,0,18.0392357953271,17.8056852804296,17.8056852804296,-0.23605833452228,1.09241022247982,0.428175943978772,0.823514816434191,0.190468545424015,FALSE,FALSE,0.445354708797973,FALSE,"unbiased"
"PIERAPT00000005852","PIERAPT00000005852","PIERAPG00000002469",2,2,1,"PIERAPG00000002469",3,1,FALSE,FALSE,FALSE,TRUE,7,14.5881134931311,14.4093468020586,14.4093468020586,-0.256682722172573,0.912160589438357,0.327738933632892,0.843968356716335,0.251592999008649,FALSE,FALSE,0.523338628726375,FALSE,"unbiased"
"PIERAPT00000005856","PIERAPT00000005856","PIERAPG00000002471",2,3,3,"PIERAPG00000002471",4,4,TRUE,FALSE,FALSE,TRUE,3,15.240043299971,14.9212140580212,14.9212140580212,-0.126392396720882,1.29543295053705,0.584520276908082,0.767907603522151,0.100431819668268,FALSE,FALSE,0.305151159577077,FALSE,"unbiased"
"PIERAPT00000005897","PIERAPT00000005897","PIERAPG00000002490",2,5,6,"PIERAPG00000002490",5,6,TRUE,FALSE,FALSE,FALSE,0,15.2178185613724,15.4657461003278,15.4657461003278,-1.38266103212732,0.473593389290818,-0.45453382141825,0.858894343416785,0.31431944128625,FALSE,FALSE,0.586964968125044,FALSE,"unbiased"
"PIERAPT00000005977","PIERAPT00000005977","PIERAPG00000002527",12,6,6,"PIERAPG00000002527",5,6,TRUE,FALSE,FALSE,FALSE,0,20.0643179098934,20.2889971836596,20.2889971836596,-1.36985433144987,0.54603032764036,-0.411912001904753,0.869939227644498,0.375213138073546,FALSE,FALSE,0.640871430346709,FALSE,"unbiased"
"PIERAPT00000005981","PIERAPT00000005981","PIERAPG00000002530",3,6,5,"PIERAPG00000002530",5,5,TRUE,FALSE,FALSE,TRUE,1,16.601870145525,16.1255763547651,16.1255763547651,0.232348270029192,1.51406229609034,0.873205283059768,0.470056192212591,0.0107340380433655,FALSE,FALSE,0.0674607974145662,FALSE,"unbiased"
"PIERAPT00000006003","PIERAPT00000006003","PIERAPG00000002536",1,4,3,"PIERAPG00000002536",4,3,TRUE,FALSE,FALSE,TRUE,4,13.9843602318899,13.862630811878,13.862630811878,-0.540776559933757,0.987117766644036,0.22317060335514,0.891008424709693,0.544136357000404,FALSE,FALSE,0.763662484848935,FALSE,"unbiased"
"PIERAPT00000006010","PIERAPT00000006010","PIERAPG00000002539",6,6,6,"PIERAPG00000002539",5,6,TRUE,FALSE,FALSE,FALSE,0,20.2505618658107,19.7831973656988,19.7831973656988,0.176861010153395,1.53680882359007,0.856834916871733,0.54039303214969,0.0167667034302428,FALSE,FALSE,0.0974344793743478,FALSE,"unbiased"
"PIERAPT00000006011","PIERAPT00000006011","PIERAPG00000002540",10,6,6,"PIERAPG00000002540",5,6,TRUE,FALSE,FALSE,FALSE,0,19.4671974960963,21.3891847341237,21.3891847341237,-4.53680295226768,-2.51048358716593,-3.5236432697168,0.000161054736646182,1.67910568262866e-06,TRUE,TRUE,4.89591867461199e-05,TRUE,"eupyrene"
"PIERAPT00000006037","PIERAPT00000006037","PIERAPG00000002556",1,1,0,"PIERAPG00000002556",3,0,FALSE,FALSE,FALSE,TRUE,8,13.3383065060683,13.1625762331426,13.1625762331426,-0.299791706500284,0.944136040561191,0.322172167030454,0.853203930166575,0.288128403163033,FALSE,FALSE,0.565882447455957,FALSE,"unbiased"
"PIERAPT00000006130","PIERAPT00000006130","PIERAPG00000002592",3,6,6,"PIERAPG00000002592",5,6,TRUE,FALSE,FALSE,FALSE,0,19.9317572500234,19.8658495022007,19.8658495022007,-0.826633259087852,1.06829500110433,0.120830871008241,0.909767812253563,0.790172012528709,FALSE,FALSE,0.90883452236866,FALSE,"unbiased"
"PIERAPT00000006151","PIERAPT00000006151","PIERAPG00000002599",6,5,6,"PIERAPG00000002599",5,6,TRUE,FALSE,FALSE,FALSE,0,17.8881616128967,17.7452768894338,17.7452768894338,-0.589470840273897,1.11338149297114,0.261955326348623,0.888907463075769,0.523200328402747,FALSE,FALSE,0.751563479520628,FALSE,"unbiased"
"PIERAPT00000006178","PIERAPT00000006178","PIERAPG00000002611",4,5,6,"PIERAPG00000002611",5,6,TRUE,FALSE,FALSE,FALSE,0,16.8555653642176,16.7783816128355,16.7783816128355,-0.531711019099518,0.814718107500411,0.141503544200447,0.90109450721532,0.661609091756522,FALSE,FALSE,0.839571786574227,FALSE,"unbiased"
"PIERAPT00000006182","PIERAPT00000006182","PIERAPG00000002614",3,4,3,"PIERAPG00000002614",4,3,TRUE,FALSE,FALSE,TRUE,4,15.5818217480414,15.7561981733767,15.7561981733767,-0.960822787199024,0.321442560969466,-0.319690113114779,0.857135644641216,0.305890098667523,FALSE,FALSE,0.582347473064631,FALSE,"unbiased"
"PIERAPT00000006185","PIERAPT00000006185","PIERAPG00000002617",3,5,4,"PIERAPG00000002617",5,4,TRUE,FALSE,FALSE,TRUE,2,15.8044749485243,15.1333861535282,15.1333861535282,0.551199423772075,1.90945949121351,1.23032945749279,0.17658829176405,0.00146223990366943,FALSE,FALSE,0.0142955454111682,TRUE,"apyrene"
"PIERAPT00000006202","PIERAPT00000006202","PIERAPG00000002622",2,5,6,"PIERAPG00000002622",5,6,TRUE,FALSE,FALSE,FALSE,0,15.2097043244867,15.3418531369889,15.3418531369889,-0.983067911050718,0.498522265209381,-0.242272822920668,0.886196501265128,0.497738782091208,FALSE,FALSE,0.735653130397654,FALSE,"unbiased"
"PIERAPT00000006205","PIERAPT00000006205","PIERAPG00000002625",5,6,6,"PIERAPG00000002625",5,6,TRUE,FALSE,FALSE,FALSE,0,18.6243135990447,18.9460854561175,18.9460854561175,-1.9449066965951,0.765076553994661,-0.589915071300219,0.868998574785235,0.369432429101681,FALSE,FALSE,0.635612849663168,FALSE,"unbiased"
"PIERAPT00000006242","PIERAPT00000006242","PIERAPG00000002640",1,5,0,"PIERAPG00000002640",5,0,FALSE,FALSE,TRUE,TRUE,6,14.3563417007392,13.9228779372256,13.9228779372256,0.0925067267883583,1.49686040609491,0.794683566441636,0.620918379203587,0.0289961604580068,FALSE,FALSE,0.140500346009351,FALSE,"apyrene"
"PIERAPT00000006245","PIERAPT00000006245","PIERAPG00000002642",4,5,5,"PIERAPG00000002642",5,5,TRUE,FALSE,FALSE,TRUE,1,15.615315417078,15.7600373918949,15.7600373918949,-0.86865894948281,0.338011708487453,-0.265323620497679,0.868220634642273,0.364742510353397,FALSE,FALSE,0.631460471049318,FALSE,"unbiased"
"PIERAPT00000006279","PIERAPT00000006279","PIERAPG00000002654",2,5,6,"PIERAPG00000002654",5,6,TRUE,FALSE,FALSE,FALSE,0,17.0154063800622,16.7315443319794,16.7315443319794,-0.562661378561119,1.60348888819807,0.520413754818474,0.860687226379861,0.323241581875465,FALSE,FALSE,0.594189490718695,FALSE,"unbiased"
